index,output.relations_noOffset,aqs,aqs_initial
6 . 1 magnitude quake-r-dead,7365,0.0264868426465,0.0714285714286
hurled--storm,7365,0.0266155661817,0.142857142857
killed--marched,7365,0.0266914403236,0.0714285714286
break--death,7365,0.0270368150305,0.0714285714286
hurt--quake,7365,0.0270492564169,0.0714285714286
frankness--world war ii,7365,0.0270664364204,0.0714285714286
bringing--trapped,7365,0.027433760091,0.0714285714286
bringing--killed,7365,0.027433760091,0.0714285714286
bringing--earthquake,7365,0.027433760091,0.0714285714286
dead--indonesia quake,7365,0.0274417770025,0.142857142857
battles--cuts,7365,0.0277791850011,0.0571428571429
avoid-r-battles,7365,0.0278457767756,0.047619047619
in panic--struck,7365,0.0280724230068,0.0714285714286
6 . 0--quake,7365,0.0286164326408,0.0714285714286
confirmed--death toll,7365,0.0287329620398,0.0714285714286
cuts-r-took to,7365,0.0288058444263,0.0714285714286
koran reading session-r-trapped,7365,0.0288539756286,0.0714285714286
death toll--koran reading session,7365,0.0288539756286,0.0714285714286
6 . 1 - magnitude earthquake-r-tsunami,7365,0.0292208094042,0.0714285714286
destroying-r-injuring,7365,0.029442051715,0.0714285714286
difficult--traffic jams,7365,0.0294952036998,0.0357142857143
damaged--landslides,7365,0.0298752973401,0.0714285714286
health--sleep,7365,0.0299140904352,0.0714285714286
dead--quake,7365,0.0300434415876,0.0714285714286
2004 tsunami--strikes,7365,0.0303377843781,0.0714285714286
struck-r-tsunami warning,7365,0.0311143783251,0.0714285714286
died--slipped,7365,0.0319165251379,0.047619047619
event--fell,7365,0.0319304311042,0.0714285714286
ill--slipped,7365,0.0319442689882,0.0714285714286
extinguished--set up,7365,0.0321950682736,0.0714285714286
claim--strike,7365,0.0324671268862,0.0714285714286
avert-r-furious,7365,0.0325537465122,0.0714285714286
made-r-making,7365,0.0333011231083,0.0714285714286
depth of just 10 kilometers ( six miles )-r-struck,7365,0.033661490034,0.0714285714286
depth of just 10 kilometers ( six miles )--magnitude - 6 . 1 quake,7365,0.0339124790428,0.0714285714286
attack--fought,7365,0.0339480504048,0.047619047619
hits--riots,7365,0.0339493733592,0.047619047619
caught-r-killed,7365,0.0339591462553,0.0714285714286
battles--furious,7365,0.0341064973171,0.0571428571429
originated-r-quake,7365,0.0345642343726,0.0714285714286
6 . 1 - magnitude earthquake-r-hit,7365,0.0346907550882,0.0714285714286
difficult-r-injured,7365,0.0347020338276,0.0357142857143
clouded-r-took to the streets,7365,0.0355936689376,0.0714285714286
decision-r-protest,7365,0.0361038285707,0.0714285714286
6 . 1 - magnitude quake-r-tsunami,7365,0.0364449717418,0.0714285714286
6 . 1 - magnitude earthquake-r-dead,7365,0.0365377092532,0.0714285714286
murder--torched,7365,0.0370169710132,0.0714285714286
battles--striking,7365,0.0377768801525,0.047619047619
it--measures,7365,0.0378221704999,0.142857142857
- 6 . 1--temblor,7365,0.0381341430986,0.0714285714286
hit-r-strikes,7365,0.0384681953786,0.0714285714286
attack-r-fought,7365,0.0386998936102,0.0606060606061
forced-r-spend,7365,0.0388287681782,0.0714285714286
6 . 1 - magnitude quake-r-depth of just 10 kilometers,7365,0.0388846143313,0.142857142857
killed--magnitude 9 . 1 quake,7365,0.0391013793747,0.0714285714286
bombed-r-tensions,7365,0.0394664767427,0.051724137931
earthquake-r-injured,7365,0.039796919803,0.0714285714286
came--death,7365,0.0399352686012,0.0714285714286
6 . 1 - magnitude earthquake-r-injured,7365,0.0402010479617,0.0952380952381
hurled--tried,7365,0.0403793772439,0.107142857143
6 . 1 - magnitude quake--hit,7365,0.0407781575679,0.0714285714286
died-r-record - setting,7365,0.0412426702362,0.0714285714286
panic--temblor,7365,0.0415445137557,0.0714285714286
prompting--tremors,7365,0.0417864958295,0.0714285714286
condemned--fleeing,7365,0.0423678662589,0.0714285714286
protest-r-tried,7365,0.0428194789786,0.142857142857
reach-r-struggled,7365,0.0433107593069,0.0714285714286
damaged--tsunami warnings,7365,0.0434462039224,0.142857142857
earthquake-r-tsunami,7365,0.0434490467218,0.0714285714286
reforms-r-vote,7365,0.0436596208029,0.0714285714286
crisis-r-vote,7365,0.0436596208029,0.0714285714286
aftershocks--magnitudes,7365,0.0443229783541,0.0714285714286
handed out-r-killed,7365,0.0445164449043,0.0714285714286
bankruptcy-r-fought,7365,0.0446333522849,0.0348837209302
6 . 1 - magnitude earthquake-r-killed,7365,0.0447321105969,0.142857142857
demonstrations-r-it,7365,0.0452354713881,0.0714285714286
measures--turned,7365,0.0452354713881,0.0714285714286
blackout-r-restored,7365,0.045628076728,0.0714285714286
6 . 0-r-blackout,7365,0.045628076728,0.0714285714286
blackout--quake,7365,0.045628076728,0.0714285714286
quake-r-restored,7365,0.045628076728,0.0714285714286
denounced-r-measures,7365,0.0463362216505,0.142857142857
clashes-r-spread,7365,0.0472323351111,0.0714285714286
affected--quake,7365,0.0486216085114,0.142857142857
attacks-r-caught fire,7365,0.0492445283336,0.0714285714286
raise-r-threw,7365,0.0493620863096,0.142857142857
storm-r-torched,7365,0.049387495237,0.0714285714286
protest-r-took to the streets,7365,0.0500891212083,0.0714285714286
storm--strike,7365,0.0506307795198,0.0714285714286
address--reforms,7365,0.0507452260423,0.0714285714286
bombed-r-raise,7365,0.0508249152966,0.051724137931
detonated--landed,7365,0.0509109493926,0.214285714286
lasted-r-tremor,7365,0.0512401848264,0.114285714286
handed out--spend,7365,0.0519282028084,0.0714285714286
forced--handed out,7365,0.0519282028084,0.0714285714286
designed--fought,7365,0.0520366605672,0.0571428571429
attack-r-left dead,7365,0.0523141718627,0.0714285714286
injured--tsunami warnings,7365,0.0524215648904,0.142857142857
fall-r-reach,7365,0.0524342301931,0.0714285714286
demonstrations--measures,7365,0.0526009454859,0.0714285714286
burning-r-set up,7365,0.0526522059471,0.0714285714286
battles-r-death,7365,0.0530812743817,0.0714285714286
described--falling,7365,0.0533337010905,0.142857142857
located-r-quake,7365,0.0534237364405,0.0714285714286
pushed back--storm,7365,0.0536172182741,0.214285714286
making-r-world war ii,7365,0.0537174886376,0.0714285714286
protest-r-saving,7365,0.0539498306545,0.0714285714286
killed-r-pregnant,7365,0.0540786884004,0.0714285714286
life-r-passing,7365,0.0547206800606,0.0714285714286
protest--tried,7365,0.0548819188059,0.142857142857
defaulting-r-demanded,7365,0.0551398123574,0.0714285714286
address--cuts,7365,0.0551805236634,0.0714285714286
devastated-r-injured,7365,0.0558223466002,0.0714285714286
planned--took to the streets,7365,0.0560857113284,0.0714285714286
attended-r-made,7365,0.0565533544739,0.0714285714286
murder--riot,7365,0.0567991648516,0.142857142857
extinguished-r-set up,7365,0.0571229086792,0.0714285714286
condemned--sheltering,7365,0.0578182565395,0.0714285714286
breezy--world war ii,7365,0.0578847901309,0.0714285714286
dropped--needed,7365,0.05814167025,0.190476190476
cut--destroyed,7365,0.0582377354797,0.142857142857
destroyed--quake,7365,0.0597225100505,0.047619047619
designed--experiences,7365,0.059804867856,0.05
demonstrations-r-violence,7365,0.0598710411821,0.0714285714286
devastated--quake,7365,0.0600083863295,0.0714285714286
broke--died,7365,0.0601206988597,0.047619047619
demonstrations--it,7365,0.060193093347,0.0714285714286
dead-r-storm,7365,0.0602592159866,0.0714285714286
located-r-six miles beneath,7365,0.060512642293,0.142857142857
dropped off-r-walking,7365,0.0606728511349,0.047619047619
hurled-r-torched,7365,0.0607328085377,0.0714285714286
engulfed--tried,7365,0.0607328085377,0.0714285714286
engulfed--torched,7365,0.0607328085377,0.0714285714286
dead--hurled,7365,0.0607328085377,0.0714285714286
devastated--hit,7365,0.0608432388255,0.0714285714286
led to--swimming,7365,0.0610012666441,0.0714285714286
made the round--spread,7365,0.0612189268756,0.0714285714286
designed--striking,7365,0.0612366489993,0.047619047619
injured--traffic jams,7365,0.061311540359,0.0571428571429
threw-r-torched,7365,0.0618300796746,0.0714285714286
protest-r-took to,7365,0.0620041210883,0.0714285714286
earthquake--quake,7365,0.0626649381182,0.0714285714286
torched--tried,7365,0.063001638213,0.05
6 . 1 - magnitude earthquake-r-panic,7365,0.0634395027894,0.0714285714286
proposed-r-vote,7365,0.0634557319967,0.0714285714286
bankruptcy--killed,7365,0.063542075453,0.047619047619
comes-r-died,7365,0.0639999520642,0.0714285714286
riots-r-tried,7365,0.064380648893,0.0714285714286
hurled--riots,7365,0.064380648893,0.0714285714286
aftershocks-r-been,7365,0.0644286166057,0.0714285714286
died--health,7365,0.0646529858087,0.0714285714286
boxing day earthquake--recovered,7365,0.0647877739098,0.047619047619
hit-r-injuring,7365,0.0651612313397,0.0285714285714
die--quake,7365,0.0658354783194,0.142857142857
demanded-r-protest,7365,0.0658678367675,0.0714285714286
gets--strike,7365,0.0659574347607,0.0714285714286
cuts-r-strike,7365,0.066198653866,0.0714285714286
cuts--demanded,7365,0.066198653866,0.0714285714286
cuts--took to,7365,0.066198653866,0.0714285714286
attempted-r-chased,7365,0.066198653866,0.0714285714286
break through-r-chanted,7365,0.066198653866,0.0714285714286
cuts-r-reforms,7365,0.0664093796445,0.0714285714286
quake--tsunami warnings,7365,0.0667298505436,0.0714285714286
attack--bankruptcy,7365,0.0667981193719,0.101063829787
decided--under pressure,7365,0.066989136029,0.0714285714286
dead--tried,7365,0.068105647499,0.0714285714286
attempted--chanted,7365,0.0682745967892,0.0714285714286
indian ocean - wide-r-struck,7365,0.0683981799411,0.047619047619
riots--tried,7365,0.068484007199,0.0714285714286
engulfed--riots,7365,0.068484007199,0.0714285714286
measured-r-temblor,7365,0.0685262221117,0.0714285714286
broke--tossed,7365,0.0685698122249,0.0714285714286
rage-r-storm,7365,0.0687465362988,0.142857142857
hurt-r-killed,7365,0.0691076409968,0.214285714286
attack--comes,7365,0.0692360389805,0.0714285714286
result--tensions,7365,0.0694883433767,0.0714285714286
heightening-r-tensions,7365,0.0694883433767,0.0714285714286
- 6 . 1-r-temblor,7365,0.0696122603298,0.0714285714286
dropped off-r-fell,7365,0.0696263139026,0.0571428571429
on the way--taking,7365,0.0699540425999,0.047619047619
attempted-r-taking,7365,0.0699540425999,0.047619047619
attended--march,7365,0.0702852966263,0.0714285714286
made-r-serving,7365,0.0706034954101,0.0714285714286
battles--designed,7365,0.0708689610308,0.047619047619
demonstrations-r-turned,7365,0.0709640963567,0.0714285714286
avert-r-cuts,7365,0.07139545157,0.0714285714286
tsunami warnings--which,7365,0.0719077196274,0.214285714286
fell-r-living,7365,0.072066214482,0.0714285714286
4 . 3-r-temblor,7365,0.072371259324,0.0714285714286
quake-r-tsunami,7365,0.0724537918759,0.0952380952381
6 . 1 - magnitude quake-r-struck,7365,0.0741596842236,0.0714285714286
bankruptcy-r-striking,7365,0.0749518587486,0.142857142857
hurt--killed,7365,0.0751712036335,0.142857142857
bringing-r-collapsed,7365,0.0752242217089,0.0714285714286
debate-r-storm,7365,0.0755205905812,0.0714285714286
attempted-r-on the way,7365,0.075626286886,0.047619047619
aftershocks-r-jolt,7365,0.0764798947569,0.0714285714286
blackout--force,7365,0.0768566462551,0.142857142857
death toll-r-trapped,7365,0.0769124467839,0.0714285714286
earthquake-r-forced,7365,0.0769745729882,0.0714285714286
came--hit,7365,0.0771568530825,0.142857142857
depth of just 10 kilometres ( 6 . 2 miles-r-struck,7365,0.0774281083134,0.0714285714286
engulfed-r-torched,7365,0.0776112159141,0.0714285714286
hit--tsunami,7365,0.0778304481095,0.0714285714286
hit-r-killing,7365,0.0778699110986,0.0333333333333
caught fire-r-died,7365,0.0779483862781,0.0714285714286
attack-r-designed,7365,0.0781827129129,0.0714285714286
marched--smashed,7365,0.0787574543257,0.0714285714286
freestyle--promoted,7365,0.0792417448266,0.0714285714286
held--released,7365,0.0792417448266,0.0714285714286
damaged-r-injured,7365,0.0796723976993,0.181034482759
approaching--fell,7365,0.0799406066703,0.0714285714286
helped--popular,7365,0.0803288007594,0.142857142857
bankruptcy--took to the streets,7365,0.0803305587022,0.142857142857
choked-r-working,7365,0.0803339927638,0.0714285714286
dead--torch,7365,0.0804553043144,0.142857142857
6 . 1 - magnitude quake--it,7365,0.0804630731983,0.142857142857
dream--serving,7365,0.0804866860658,0.0714285714286
earthquake--resulting,7365,0.0805168012939,0.0714285714286
avoid--designed,7365,0.0806608803544,0.047619047619
furious-r-striking,7365,0.080766109927,0.0714285714286
collapsing--landslide,7365,0.0808734367216,0.142857142857
attended-r-participation,7365,0.0813589197155,0.0714285714286
march-r-participation,7365,0.0817731837342,0.0714285714286
blazes--extinguished,7365,0.0818673018728,0.0714285714286
destroyed--injured,7365,0.0823069677922,0.0714285714286
4 . 0--tremor,7365,0.0823109163899,0.0714285714286
break--events,7365,0.0825144259064,0.0714285714286
defaulting--gets,7365,0.0825888934565,0.0714285714286
measuring 7 . 2 on the richter scale-r-struck,7365,0.0826035529956,0.0714285714286
coverage--referring,7365,0.0826425657109,0.0714285714286
death-r-living,7365,0.0827405559504,0.047619047619
died--went up in flames,7365,0.0827467500155,0.0714285714286
died-r-rescuing,7365,0.0831256092761,0.0714285714286
made--marking,7365,0.0831527540284,0.0714285714286
attended-r-strike,7365,0.0845593011346,0.047619047619
earthquake-r-killing,7365,0.084813267538,0.0634920634921
made--march,7365,0.0848300317109,0.107142857143
increased-r-temblor,7365,0.0850073254663,0.0714285714286
fire-r-under pressure,7365,0.0852601684638,0.0714285714286
gets-r-strike,7365,0.0853000727686,0.142857142857
mobilising--rage,7365,0.0856161979199,0.142857142857
bringing-r-disaster,7365,0.0856377617413,0.0714285714286
demonstrations-r-killed,7365,0.0859626959056,0.142857142857
dream-r-promoted,7365,0.0859920827556,0.0714285714286
bombing--heightening,7365,0.0860234609285,0.0714285714286
in panic--quake,7365,0.0860874883794,0.0714285714286
designed--killed,7365,0.0863468016519,0.0714285714286
died--it,7365,0.0865566218609,0.107142857143
spread-r-tried,7365,0.0868524360893,0.0357142857143
fought-r-left dead,7365,0.0869230453137,0.142857142857
deaths--fell,7365,0.0870183685072,0.142857142857
evacuate--injured,7365,0.0875088936211,0.0862068965517
denounced--protests,7365,0.0881667753407,0.0714285714286
rocked-r-tsunami,7365,0.088575738544,0.142857142857
6 . 1 magnitude earthquake-r-rescue operations,7365,0.0885870501327,0.166666666667
on the way-r-taking,7365,0.0897290277056,0.107142857143
bombing--war,7365,0.0898790829608,0.142857142857
aftershocks--temblor,7365,0.0901766380334,0.0714285714286
engulfed-r-storm,7365,0.0902244638849,0.0714285714286
confirmed-r-disaster,7365,0.0902609394552,0.0714285714286
hits-r-indonesia earthquake,7365,0.0903372178031,0.0714285714286
clashes--gathered,7365,0.0903582882186,0.0714285714286
flattening--killing,7365,0.0904517080388,0.0714285714286
trapped--trying,7365,0.090497128854,0.0714285714286
frankness-r-world war ii,7365,0.0907946821837,0.0714285714286
death--living,7365,0.0908048147283,0.047619047619
tremor-r-tsunami,7365,0.0908126316456,0.114285714286
death--ill,7365,0.0909933606716,0.0588235294118
clashed--took to the streets,7365,0.091075346275,0.0714285714286
lasted--shake,7365,0.0910790918787,0.142857142857
flattening--landslides,7365,0.0911004556402,0.0714285714286
attempted--rescue,7365,0.0911926399579,0.0714285714286
fought-r-striking,7365,0.0911986601283,0.0714285714286
killed--strike,7365,0.091294169191,0.142857142857
damaged--quake,7365,0.091784040223,0.0952380952381
claim-r-mobilising,7365,0.0918533413785,0.0714285714286
dead-r-tried,7365,0.0919147806924,0.142857142857
denounced-r-murder,7365,0.0919994249444,0.0714285714286
dropped--dropped,7365,0.0920183459118,0.0714285714286
bailout--tried,7365,0.0920583094232,0.0714285714286
chanted--guarding,7365,0.0921409428144,0.142857142857
death-r-visit,7365,0.092583994829,0.0714285714286
spread--strike,7365,0.0926317226943,0.0714285714286
broken out-r-trapped,7365,0.0926317226943,0.0714285714286
casualties-r-jolted,7365,0.0928907573481,0.0714285714286
gathered-r-spread,7365,0.093115118824,0.0714285714286
fell onto--see,7365,0.0932235021811,0.0769230769231
tried--visit,7365,0.0932838222282,0.0714285714286
damaging-r-struck,7365,0.093763144908,0.0714285714286
leading-r-rescue operations,7365,0.0938186665027,0.142857142857
attempted-r-died,7365,0.0939480651679,0.047619047619
jolt--rises,7365,0.0940296782351,0.0714285714286
climbing--living,7365,0.0941405158279,0.0714285714286
furious--left dead,7365,0.0941732735494,0.142857142857
dropped-r-landed,7365,0.0943749784403,0.214285714286
break through--chanted,7365,0.094567520552,0.0714285714286
chased--guarding,7365,0.0945989991788,0.0714285714286
8 . 6 - magnitude quake--indian ocean - wide,7365,0.095269122352,0.0714285714286
spend-r-witnessed,7365,0.0961772060392,0.0714285714286
stardom--swam,7365,0.096209441397,0.142857142857
heightening--result,7365,0.0965443059024,0.0714285714286
2004 tsunami-r-strikes,7365,0.096872231474,0.0714285714286
fell--lived,7365,0.0971775313103,0.0714285714286
dropped off--lived,7365,0.0971775313103,0.0714285714286
died--rescue,7365,0.097286049803,0.0714285714286
promoted-r-released,7365,0.0973043975818,0.0714285714286
depth of just 10 kilometres ( 6 . 2 miles--struck,7365,0.0973194276693,0.0714285714286
dropped off-r-lived,7365,0.0974172302093,0.0714285714286
fell-r-lived,7365,0.0974172302093,0.0714285714286
gathered-r-made the round,7365,0.0977978389771,0.0714285714286
boxing day earthquake-r-tsunami,7365,0.0977998634809,0.107142857143
erupts--violence,7365,0.0985252411125,0.142857142857
avoid-r-cuts,7365,0.0985971177365,0.0714285714286
battles-r-killed,7365,0.0987648585291,0.0714285714286
hit--rocked,7365,0.0987762756875,0.0714285714286
aftershocks--hit,7365,0.0987762756875,0.0714285714286
battles-r-fought,7365,0.0987806954644,0.143564356436
career--swimming,7365,0.0989057085228,0.0714285714286
located-r-originated,7365,0.0989897622484,0.0714285714286
attempted--died,7365,0.0991440593142,0.0714285714286
dropped off-r-sliding,7365,0.0992853226643,0.0714285714286
make--swimming,7365,0.0997837661036,0.0714285714286
helped-r-swimming,7365,0.0997837661036,0.0714285714286
caught-r-hurled,7365,0.100069927276,0.0714285714286
held--serving,7365,0.100431515241,0.0714285714286
released--serving,7365,0.100431515241,0.0714285714286
earthquake-r-injuring,7365,0.100656158737,0.047619047619
located-r-magnitude - 6 . 1 quake,7365,0.101020343702,0.142857142857
break-r-claim,7365,0.101146875631,0.0714285714286
earthquake-r-measuring 7 . 2 on the richter scale,7365,0.101283079237,0.142857142857
avoid-r-designed,7365,0.101433465591,0.114285714286
4 . 3--increased,7365,0.101626736573,0.0714285714286
choked--working,7365,0.101721711659,0.142857142857
attempted--on the way,7365,0.102038244118,0.0714285714286
avert--fought,7365,0.10210266144,0.142857142857
cuts-r-defaulting,7365,0.102105410715,0.0714285714286
died--set on fire,7365,0.102158486979,0.0714285714286
break--claim,7365,0.10223751883,0.0714285714286
gathered--visit,7365,0.10223751883,0.0714285714286
devastated-r-killed,7365,0.102256622606,0.11
caught fire--protests,7365,0.102363816737,0.142857142857
dead--storm,7365,0.10263896832,0.0714285714286
tensions--violence - plagued,7365,0.102677658902,0.0714285714286
attack--avoid,7365,0.102716436113,0.047619047619
cuts-r-saving,7365,0.102751859034,0.0714285714286
died--musicals,7365,0.103010239613,0.0675675675676
musicals--popular,7365,0.103151343676,0.0714285714286
musicals-r-popular,7365,0.103151343676,0.0714285714286
took to the streets-r-went up in flames,7365,0.103196142077,0.0714285714286
devastated-r-it,7365,0.103280168039,0.0714285714286
demonstrations-r-violent,7365,0.104037241233,0.0714285714286
fought--striking,7365,0.104561043633,0.142857142857
originated--quake,7365,0.104645735878,0.0714285714286
freestyle-r-making,7365,0.10472144029,0.0714285714286
freestyle--making,7365,0.10472144029,0.0714285714286
bailout--protest,7365,0.105045195895,0.0714285714286
death--died,7365,0.105520438704,0.114285714286
fell onto--hit,7365,0.105991228396,0.0714285714286
career-r-designed,7365,0.106152002589,0.0714285714286
glamour--starring,7365,0.106176274364,0.0714285714286
death-r-died,7365,0.106410609297,0.0714285714286
death--slipping,7365,0.106410609297,0.0714285714286
death--falling,7365,0.106410609297,0.0714285714286
fell--ill,7365,0.106410609297,0.0714285714286
fell-r-ill,7365,0.106410609297,0.0714285714286
ill--living,7365,0.106410609297,0.0714285714286
inexperienced--living,7365,0.106410609297,0.0714285714286
ill-r-living,7365,0.106410609297,0.0714285714286
inexperienced-r-living,7365,0.106410609297,0.0714285714286
damaged--service,7365,0.10686762973,0.0714285714286
bombing--fleeing,7365,0.10687697648,0.0714285714286
depth of 10 kilometers ( 6 miles-r-hit,7365,0.106898107418,0.142857142857
events-r-strike,7365,0.106938019237,0.142857142857
destroyed--devastated,7365,0.10744550835,0.114285714286
fears--war,7365,0.107667191736,0.142857142857
6 . 1 - magnitude earthquake--hits,7365,0.107690951709,0.0714285714286
dream--made,7365,0.10826576988,0.0714285714286
it-r-took place,7365,0.108282625497,0.142857142857
flattening-r-shook,7365,0.108285237614,0.142857142857
increased--magnitudes,7365,0.108382997731,0.0714285714286
4 . 3--magnitudes,7365,0.108382997731,0.0714285714286
heightening-r-result,7365,0.108391460104,0.142857142857
quake--restored,7365,0.108544410268,0.0714285714286
6 . 0--restored,7365,0.108544410268,0.0714285714286
saving--went up in flames,7365,0.10855683686,0.0714285714286
killed--threw,7365,0.108632477303,0.0714285714286
killed--went up in flames,7365,0.108632477303,0.0714285714286
freestyle--released,7365,0.108673671626,0.214285714286
hurled-r-tried,7365,0.108847643691,0.142857142857
depth of just six miles-r-struck,7365,0.109111290611,0.142857142857
dies--stardom,7365,0.109245252244,0.0714285714286
clashed--joined,7365,0.109262139839,0.0714285714286
clashes--spread,7365,0.109330145644,0.142857142857
it-r-tremor,7365,0.109946331645,0.142857142857
rioting-r-tried,7365,0.110065594019,0.0714285714286
keep-r-protest,7365,0.110126674793,0.0714285714286
gets-r-keep,7365,0.110126674793,0.0714285714286
gets--keep,7365,0.110126674793,0.0714285714286
raise--violence - plagued,7365,0.110360037537,0.0714285714286
threatening--violence - plagued,7365,0.110360037537,0.0714285714286
died-r-musicals,7365,0.110474923314,0.0965909090909
avoid--striking,7365,0.110513947232,0.0714285714286
cuts-r-died,7365,0.110705291572,0.0357142857143
helped--swimming,7365,0.110717246676,0.0714285714286
strike--took to,7365,0.111196654632,0.0714285714286
made-r-popular,7365,0.111290638054,0.0714285714286
meet-r-torched,7365,0.111562547808,0.142857142857
warm--world war ii,7365,0.111800119275,0.0714285714286
athleticism-r-musicals,7365,0.111800119275,0.0714285714286
warm-r-world war ii,7365,0.111800119275,0.0714285714286
breezy-r-warm,7365,0.111800119275,0.0714285714286
breezy--warm,7365,0.111800119275,0.0714285714286
bankruptcy--left dead,7365,0.112107963208,0.0714285714286
death-r-decided,7365,0.112888543194,0.0714285714286
hit--quakes,7365,0.112895773713,0.142857142857
death--death,7365,0.113498389642,0.0714285714286
ill-r-inexperienced,7365,0.113498389642,0.0714285714286
ill--inexperienced,7365,0.113498389642,0.0714285714286
death-r-death,7365,0.113498389642,0.0714285714286
6 . 1 - magnitude earthquake-r-quake,7365,0.113802101889,0.114285714286
saw--wedged,7365,0.113861747916,0.0645161290323
avoid-r-furious,7365,0.114336632568,0.0714285714286
avoid-r-left dead,7365,0.114336632568,0.0714285714286
blazes--burning,7365,0.114371760548,0.142857142857
6 . 1 - magnitude earthquake--issued,7365,0.114639192072,0.0714285714286
located-r-magnitude 6 . 1 quake,7365,0.115212243061,0.0714285714286
its-r-magnitude 6 . 1 quake,7365,0.115212243061,0.0714285714286
drifted--hurled,7365,0.11587073848,0.0714285714286
result-r-tensions,7365,0.115991459408,0.142857142857
caught-r-inferno,7365,0.116008684178,0.0714285714286
died-r-hurled,7365,0.116360505943,0.0714285714286
choked--tossed,7365,0.116427141569,0.142857142857
lived-r-walking,7365,0.116809514609,0.114285714286
march--strike,7365,0.117398101487,0.174603174603
dropped-r-filled,7365,0.117702173325,0.114285714286
spread--storm,7365,0.117921514793,0.125
service-r-tremor,7365,0.117950831637,0.142857142857
coverage--marking,7365,0.118300462899,0.0714285714286
attended--marking,7365,0.118300462899,0.0714285714286
referring--strike,7365,0.118300462899,0.0714285714286
attempted-r-rescue,7365,0.118678799867,0.107142857143
freestyle-r-world war ii,7365,0.118819882409,0.0714285714286
dream--making,7365,0.118819882409,0.0714285714286
held--making,7365,0.118819882409,0.0714285714286
making--serving,7365,0.118819882409,0.0714285714286
held-r-making,7365,0.118819882409,0.0714285714286
freestyle--world war ii,7365,0.118819882409,0.0714285714286
measured-r-quake,7365,0.118939135113,0.142857142857
bankruptcy-r-cuts,7365,0.119070813848,0.0952380952381
cuts--designed,7365,0.119096430532,0.142857142857
destroying--hit,7365,0.119378013712,0.0714285714286
detonate-r-fell,7365,0.11951891555,0.0714285714286
destroying--earthquake,7365,0.119557967462,0.142857142857
meet-r-raise,7365,0.119588985777,0.142857142857
attempted-r-break through,7365,0.12033796307,0.114285714286
attack-r-battles,7365,0.120590089682,0.122448979592
collapse--find,7365,0.120750042605,0.142857142857
raise--threatening,7365,0.121496861537,0.142857142857
meet-r-protest,7365,0.121766597225,0.0714285714286
meet--tried,7365,0.121801959152,0.0714285714286
casualties-r-former,7365,0.12224167368,0.0714285714286
died--strike,7365,0.122451532243,0.0714285714286
died--set fire,7365,0.122451532243,0.0714285714286
heard--wedged,7365,0.122511161745,0.0714285714286
spread--tried,7365,0.122751538008,0.0714285714286
evacuation-r-prompting,7365,0.123145283723,0.0714285714286
bombing--result,7365,0.12327482944,0.214285714286
held-r-serving,7365,0.123321293065,0.142857142857
life--passing,7365,0.123453036541,0.142857142857
dropped--filled,7365,0.123691613863,0.114285714286
bombing--conflict,7365,0.124293774272,0.214285714286
coverage-r-made,7365,0.124368000046,0.0714285714286
marking-r-referring,7365,0.124368000046,0.0714285714286
on the way-r-rescue,7365,0.124468502042,0.166666666667
threatening-r-violence - plagued,7365,0.124485239508,0.0714285714286
cuts--gets,7365,0.124621097674,0.0714285714286
death--rose,7365,0.124968519075,0.142857142857
bringing-r-killed,7365,0.125112442328,0.142857142857
bringing-r-trapped,7365,0.125112442328,0.142857142857
fire--under pressure,7365,0.125399605975,0.142857142857
dropped-r-needed,7365,0.125605723237,0.342857142857
came--found,7365,0.126113722636,0.214285714286
keep--protest,7365,0.126281237764,0.0714285714286
difficult-r-fell onto,7365,0.126410601957,0.142857142857
cuts--rescuing,7365,0.126485975166,0.142857142857
made-r-marking,7365,0.126969355049,0.142857142857
depth of just 10 kilometres ( 6 . 2 miles-r-quake,7365,0.127502663533,0.142857142857
made--making,7365,0.127705607329,0.0714285714286
passed--sleep,7365,0.127803265636,0.142857142857
avoid--battles,7365,0.127848525646,0.114285714286
flying--heard,7365,0.128315330766,0.190476190476
took to the streets--went up in flames,7365,0.128569664928,0.142857142857
dropped off--fell,7365,0.128968576441,0.112466124661
rioting--strike,7365,0.1294106881,0.214285714286
dead--falling,7365,0.129595568882,0.214285714286
killed--razed,7365,0.129872877605,0.0714285714286
promoted-r-serving,7365,0.1301265756,0.142857142857
protest-r-torched,7365,0.130234508041,0.214285714286
breezy-r-world war ii,7365,0.130579883353,0.142857142857
depth of 10 kilometers ( 6 miles )-r-struck,7365,0.130802110903,0.142857142857
knocked down--sinking,7365,0.130855193449,0.0714285714286
dropped off-r-sliding down,7365,0.130987710932,0.142857142857
raise--tried,7365,0.131338560747,0.142857142857
blackout--struck,7365,0.131408089016,0.0714285714286
injured-r-rocked,7365,0.131669003821,0.142857142857
dropped off--sliding,7365,0.131713739405,0.142857142857
damages--see,7365,0.13190712554,0.142857142857
quake--which,7365,0.132126543777,0.0714285714286
darkness-r-sinking,7365,0.132269887525,0.0714285714286
increased-r-panic,7365,0.132357462882,0.142857142857
destroyed--destruction,7365,0.133072773067,0.214285714286
saw--unexploded,7365,0.13374295868,0.142857142857
protest-r-went up in flames,7365,0.133791287129,0.214285714286
4 . 3--aftershocks,7365,0.134416453041,0.142857142857
dies-r-stardom,7365,0.134836879461,0.142857142857
