index,output.relations_lemma,aqs,aqs_initial
originate-r-quake,7365,0.0351178069815,0.0714285714286
decision-r-protest,7365,0.0355189471698,0.0714285714286
event--fall,7365,0.0356264657544,0.0714285714286
murder--torch,7365,0.0364122818178,0.0714285714286
6 . 1 - magnitude quake-r-tsunami,7365,0.0365858721987,0.0714285714286
6 . 1 - magnitude earthquake-r-dead,7365,0.0367508325043,0.0714285714286
battle--striking,7365,0.0372136033294,0.047619047619
make-r-make,7365,0.0373286156308,0.0714285714286
it--measure,7365,0.0376691472003,0.142857142857
- 6 . 1--temblor,7365,0.0382351520404,0.0714285714286
attack-r-fight,7365,0.0383637412736,0.0606060606061
hit-r-strike,7365,0.0384892585514,0.0714285714286
force-r-spend,7365,0.03887544765,0.0714285714286
kill--magnitude 9 . 1 quake,7365,0.0389888429131,0.0714285714286
6 . 1 - magnitude quake-r-depth of just 10 kilometer,7365,0.0393745877465,0.142857142857
come--death,7365,0.040010355698,0.0714285714286
6 . 1 - magnitude earthquake-r-injure,7365,0.0403052522418,0.0952380952381
bomb-r-tension,7365,0.0403188787432,0.051724137931
hurl--try,7365,0.0406774112685,0.107142857143
panic--temblor,7365,0.0416171510559,0.0714285714286
prompt--tremor,7365,0.0418795208917,0.0714285714286
die-r-record - set,7365,0.0420006534346,0.0714285714286
condemn--flee,7365,0.0424495872753,0.0714285714286
protest-r-try,7365,0.0427968466599,0.142857142857
reach-r-struggle,7365,0.0432211610326,0.0714285714286
earthquake-r-tsunami,7365,0.0432411638607,0.0714285714286
reform-r-vote,7365,0.0435050389646,0.0714285714286
crisis-r-vote,7365,0.0435050389646,0.0714285714286
damage--tsunami warning,7365,0.0437258034264,0.142857142857
aftershock--magnitude,7365,0.0442111245282,0.0714285714286
6 . 1 - magnitude quake-r-strike,7365,0.0443414263198,0.0952380952381
hand out-r-kill,7365,0.044459855611,0.0714285714286
bankruptcy-r-fight,7365,0.0445614194146,0.0348837209302
earthquake-r-kill,7365,0.0447334045097,0.0451127819549
measure--turn,7365,0.0450662509529,0.0714285714286
demonstration-r-it,7365,0.0450662509529,0.0714285714286
6 . 1 - magnitude earthquake-r-kill,7365,0.0451782165779,0.142857142857
denounce-r-measure,7365,0.0460786268784,0.142857142857
clash-r-spread,7365,0.047144822609,0.0714285714286
dead--torch,7365,0.0472875177202,0.107142857143
6 . 0-r-blackout,7365,0.0474309885689,0.0714285714286
blackout-r-restore,7365,0.0474309885689,0.0714285714286
quake-r-restore,7365,0.0474309885689,0.0714285714286
blackout--quake,7365,0.0474309885689,0.0714285714286
affect--quake,7365,0.048561631582,0.142857142857
raise-r-throw,7365,0.0487406788185,0.142857142857
attack-r-catch fire,7365,0.0491379421432,0.0714285714286
storm-r-torch,7365,0.0493532360964,0.0714285714286
protest-r-take to the street,7365,0.0494930967087,0.0714285714286
storm--strike,7365,0.0505789232314,0.0714285714286
bomb-r-raise,7365,0.0508206488939,0.051724137931
address--reform,7365,0.0508701251201,0.0714285714286
last-r-tremor,7365,0.0514347855573,0.114285714286
hand out--spend,7365,0.0520772673512,0.0714285714286
force--hand out,7365,0.0520772673512,0.0714285714286
design--fight,7365,0.0520988843452,0.0571428571429
attack-r-left dead,7365,0.0522218016244,0.0714285714286
injure--tsunami warning,7365,0.0524292350848,0.142857142857
burn-r-set up,7365,0.0525414900089,0.0714285714286
demonstration--measure,7365,0.0527209092763,0.0714285714286
battle-r-death,7365,0.0530822813573,0.0714285714286
push back--storm,7365,0.05331027399,0.214285714286
located-r-quake,7365,0.0534286222205,0.0714285714286
protest-r-save,7365,0.0537669762903,0.0714285714286
life-r-pass,7365,0.0538508388576,0.0714285714286
kill-r-pregnant,7365,0.0541268259454,0.0714285714286
default-r-demand,7365,0.0548871224154,0.0714285714286
protest--try,7365,0.0549684091687,0.142857142857
address--cut,7365,0.0551051862295,0.0714285714286
devastate-r-injure,7365,0.0554799351636,0.0714285714286
kill--strike,7365,0.0561183419504,0.0816326530612
attend-r-make,7365,0.056561633907,0.0714285714286
murder--riot,7365,0.0566951240666,0.142857142857
plan--take to the street,7365,0.0568324368482,0.0714285714286
extinguish-r-set up,7365,0.0574228362457,0.0714285714286
cut--destroy,7365,0.0584031999058,0.142857142857
breezy--world war ii,7365,0.0584743571861,0.0714285714286
describe--fall,7365,0.0587527914652,0.142857142857
condemn--shelter,7365,0.0590734638131,0.0714285714286
break--die,7365,0.0593376904217,0.047619047619
dead-r-storm,7365,0.0593936722058,0.0714285714286
drop--need,7365,0.0594209596041,0.190476190476
demonstration-r-violence,7365,0.059546920936,0.0714285714286
design--experience,7365,0.0597156078247,0.05
destroy--quake,7365,0.0599361621396,0.047619047619
devastate--quake,7365,0.0600858177135,0.0714285714286
hit--quake,7365,0.0601159743247,0.0966386554622
devastate--hit,7365,0.0604446521457,0.0714285714286
demonstration--it,7365,0.0605418402332,0.0714285714286
located-r-six mile beneath,7365,0.0608506176538,0.142857142857
drop off-r-walk,7365,0.060944340304,0.047619047619
make the round--spread,7365,0.0610409086584,0.0714285714286
design--striking,7365,0.0611895906816,0.047619047619
injure--traffic jam,7365,0.0613674947362,0.0571428571429
engulf--try,7365,0.0614329116319,0.0714285714286
engulf--torch,7365,0.0614329116319,0.0714285714286
dead--hurl,7365,0.0614329116319,0.0714285714286
hurl-r-torch,7365,0.0614329116319,0.0714285714286
throw-r-torch,7365,0.0615764648861,0.0714285714286
lead to--swim,7365,0.0616493783435,0.0714285714286
protest-r-take to,7365,0.0618301615739,0.0714285714286
earthquake--quake,7365,0.0622388673448,0.0714285714286
hit-r-injure,7365,0.0623361127862,0.0243902439024
torch--try,7365,0.0630194565195,0.05
propose-r-vote,7365,0.0632600284843,0.0714285714286
die--health,7365,0.0634634401865,0.0714285714286
6 . 1 - magnitude earthquake-r-panic,7365,0.0635283982475,0.0714285714286
damage--quake,7365,0.0637602582349,0.0816326530612
riot-r-try,7365,0.0638038990526,0.0714285714286
hurl--riot,7365,0.0638038990526,0.0714285714286
bankruptcy--kill,7365,0.0638733260174,0.047619047619
come-r-die,7365,0.0641284129238,0.0714285714286
boxing day earthquake--recover,7365,0.064535659135,0.047619047619
aftershock-r-be,7365,0.0645704571914,0.0714285714286
get--strike,7365,0.0655393273992,0.0714285714286
die--quake,7365,0.0655438433198,0.142857142857
cut--demand,7365,0.0658695516244,0.0714285714286
cut-r-strike,7365,0.0658695516244,0.0714285714286
break through-r-chant,7365,0.0658695516244,0.0714285714286
attempt-r-chase,7365,0.0658695516244,0.0714285714286
cut--take to,7365,0.0658695516244,0.0714285714286
demand-r-protest,7365,0.0658757820964,0.0714285714286
cut-r-reform,7365,0.0661847845038,0.0714285714286
attack--bankruptcy,7365,0.066599885761,0.101063829787
decide--under pressure,7365,0.0666673832929,0.0714285714286
quake--tsunami warning,7365,0.0667705962721,0.0714285714286
dead--try,7365,0.0672811321298,0.0714285714286
engulf--riot,7365,0.0676303781879,0.0714285714286
riot--try,7365,0.0676303781879,0.0714285714286
indian ocean - wide-r-strike,7365,0.067810590913,0.047619047619
attempt--chant,7365,0.0678141168272,0.0714285714286
measure-r-temblor,7365,0.0682520523431,0.0714285714286
rage-r-storm,7365,0.068910181801,0.142857142857
break--toss,7365,0.0691730104461,0.0714285714286
- 6 . 1-r-temblor,7365,0.0695162563007,0.0714285714286
heighten-r-tension,7365,0.0696010693577,0.0714285714286
result--tension,7365,0.0696010693577,0.0714285714286
drop off-r-fall,7365,0.069761738048,0.0571428571429
battle--design,7365,0.0700200013419,0.047619047619
attend--march,7365,0.0701387633366,0.0714285714286
demonstration-r-turn,7365,0.0708016485349,0.0714285714286
on the way--take,7365,0.0714663400682,0.047619047619
attempt-r-take,7365,0.0714663400682,0.047619047619
avert-r-cut,7365,0.0715103991006,0.0714285714286
4 . 3-r-temblor,7365,0.0723305047605,0.0714285714286
quake-r-tsunami,7365,0.0724234480461,0.0952380952381
tsunami warning--which,7365,0.0726635428701,0.214285714286
earthquake-r-injure,7365,0.072819848347,0.0612244897959
protest-r-torch,7365,0.0748524647096,0.171428571429
debate-r-storm,7365,0.0753701929669,0.0714285714286
bring-r-collapse,7365,0.0754356789227,0.0714285714286
bankruptcy-r-striking,7365,0.0758866366833,0.142857142857
aftershock-r-jolt,7365,0.0767459588875,0.0714285714286
earthquake-r-force,7365,0.0771463285191,0.0714285714286
death toll-r-trap,7365,0.0771781012609,0.0714285714286
catch fire-r-die,7365,0.0773104891373,0.0714285714286
depth of just 10 kilometre -lrb- 6 . 2 mile-r-strike,7365,0.0775200913603,0.0714285714286
attempt-r-on the way,7365,0.0775601309426,0.047619047619
hit-r-kill,7365,0.0777134728943,0.0333333333333
engulf-r-torch,7365,0.0780279447831,0.0714285714286
hit--tsunami,7365,0.0781642194507,0.0714285714286
attack-r-design,7365,0.0785512489344,0.0714285714286
march--smash,7365,0.0786540002852,0.0714285714286
blackout--force,7365,0.078784170546,0.142857142857
come--hit,7365,0.0789305788158,0.142857142857
freestyle--promote,7365,0.0794146765819,0.0714285714286
hold--release,7365,0.0794146765819,0.0714285714286
bankruptcy--take to the street,7365,0.079820578435,0.142857142857
damage-r-injure,7365,0.0800646192025,0.181034482759
choke-r-work,7365,0.080178860215,0.0714285714286
avoid--design,7365,0.0805115970455,0.047619047619
collapse--landslide,7365,0.0805491147124,0.142857142857
approach--fall,7365,0.0806974727472,0.0714285714286
furious-r-striking,7365,0.0807716143476,0.0714285714286
6 . 1 - magnitude quake--it,7365,0.0808477980574,0.142857142857
break--event,7365,0.0808733798371,0.0714285714286
earthquake--result,7365,0.0809722812516,0.0714285714286
fall-r-live,7365,0.0810464684695,0.0681818181818
march-r-participation,7365,0.0811697020213,0.0714285714286
dream--serve,7365,0.081356772315,0.0714285714286
attend-r-participation,7365,0.0819670688561,0.0714285714286
blaze--extinguish,7365,0.0822772691883,0.0714285714286
measure 7 . 2 on the richter scale-r-strike,7365,0.0823205680393,0.0714285714286
coverage--refer,7365,0.0824181888332,0.0714285714286
die--go up in flame,7365,0.0826631862941,0.0714285714286
4 . 0--tremor,7365,0.0829440219566,0.0714285714286
make--mark,7365,0.0830749146281,0.0714285714286
default--get,7365,0.0831849980963,0.0714285714286
help--popular,7365,0.0834406266576,0.142857142857
death-r-live,7365,0.0834749128265,0.047619047619
attend-r-strike,7365,0.0847213570808,0.047619047619
make--march,7365,0.0848424508605,0.107142857143
fire-r-under pressure,7365,0.084920091649,0.0714285714286
mobilise--rage,7365,0.0849724840255,0.142857142857
get-r-strike,7365,0.0851687426682,0.142857142857
bring-r-disaster,7365,0.0852061475863,0.0714285714286
hold--make,7365,0.0852431751283,0.047619047619
hold-r-make,7365,0.0852431751283,0.047619047619
increase-r-temblor,7365,0.0854740461374,0.0714285714286
in panic--quake,7365,0.0861142337239,0.0714285714286
bombing--heighten,7365,0.0862742265431,0.0714285714286
demonstration-r-kill,7365,0.0864972222714,0.142857142857
dream-r-promote,7365,0.0867315870436,0.0714285714286
design--kill,7365,0.0868155935598,0.0714285714286
fight-r-left dead,7365,0.0871556196667,0.142857142857
spread-r-try,7365,0.0872893339597,0.0357142857143
denounce--protest,7365,0.0877951076103,0.0714285714286
evacuate--injure,7365,0.0878324320531,0.0862068965517
rock-r-tsunami,7365,0.0886018586367,0.142857142857
6 . 1 magnitude earthquake-r-rescue operation,7365,0.0886445064666,0.166666666667
die--it,7365,0.0889194384519,0.107142857143
devastate-r-kill,7365,0.0893855018181,0.0916666666667
engulf-r-storm,7365,0.0897685786827,0.0714285714286
hit-r-indonesia earthquake,7365,0.0899938853514,0.0714285714286
stardom--swam,7365,0.0900478277477,0.142857142857
confirm-r-disaster,7365,0.090053749772,0.0714285714286
aftershock--temblor,7365,0.0900891632379,0.0714285714286
trap--try,7365,0.0902898596491,0.0714285714286
climb--live,7365,0.090336009269,0.0714285714286
freestyle--make,7365,0.0904106362331,0.047619047619
frankness-r-world war ii,7365,0.0904192009955,0.0714285714286
bombing--war,7365,0.090477685025,0.142857142857
attempt--rescue,7365,0.0905286888195,0.0714285714286
dead-r-try,7365,0.0910140674834,0.142857142857
fight-r-striking,7365,0.0910257302175,0.0714285714286
clash--take to the street,7365,0.0910605423106,0.0714285714286
flatten--landslide,7365,0.0910730663828,0.0714285714286
tremor-r-tsunami,7365,0.0911685885819,0.114285714286
last--shake,7365,0.0915744803171,0.142857142857
gather-r-spread,7365,0.0916165393785,0.0714285714286
death--live,7365,0.0916198623733,0.047619047619
chant--guard,7365,0.0917292335086,0.142857142857
break out-r-trap,7365,0.0919593169358,0.0714285714286
spread--strike,7365,0.0919593169358,0.0714285714286
drop--drop,7365,0.0922193440312,0.0714285714286
death-r-visit,7365,0.0922504999632,0.0714285714286
denounce-r-murder,7365,0.0922610793509,0.0714285714286
claim-r-mobilise,7365,0.0922808260041,0.0714285714286
bailout--try,7365,0.0924317611002,0.0714285714286
death--ill,7365,0.0924320337811,0.0588235294118
on the way-r-take,7365,0.0928543722304,0.107142857143
casualty-r-jolt,7365,0.0930711559195,0.0714285714286
fall onto--see,7365,0.0932535106122,0.0769230769231
break through--chant,7365,0.0934032639459,0.0714285714286
damaging-r-strike,7365,0.0937345295912,0.0714285714286
chase--guard,7365,0.0938561716564,0.0714285714286
jolt--rise,7365,0.0940476663883,0.0714285714286
lead-r-rescue operation,7365,0.0940975966378,0.142857142857
furious--left dead,7365,0.0944940363836,0.142857142857
8 . 6 - magnitude quake--indian ocean - wide,7365,0.0945558196881,0.0714285714286
drop-r-land,7365,0.0951159604085,0.214285714286
injure--kill,7365,0.095177415708,0.0692771084337
drop off-r-live,7365,0.095865035992,0.0714285714286
clash--gather,7365,0.0958710708511,0.0714285714286
attempt-r-die,7365,0.0963344630157,0.047619047619
drop off--live,7365,0.0963777621508,0.0714285714286
heighten--result,7365,0.0968702255113,0.0714285714286
2004 tsunami-r-strike,7365,0.0970402747316,0.0714285714286
spend-r-witness,7365,0.0971276029325,0.0714285714286
depth of just 10 kilometre -lrb- 6 . 2 mile--strike,7365,0.0974978216357,0.0714285714286
gather-r-make the round,7365,0.0977000760171,0.0714285714286
die--rescue,7365,0.0981071512174,0.0714285714286
try--visit,7365,0.0983105823812,0.0714285714286
promote-r-release,7365,0.0983317762346,0.0714285714286
battle-r-kill,7365,0.0983324975428,0.0714285714286
boxing day earthquake-r-tsunami,7365,0.0983387408977,0.107142857143
located-r-originate,7365,0.0985397731736,0.0714285714286
aftershock--hit,7365,0.0989011945361,0.0714285714286
hit--rock,7365,0.0989011945361,0.0714285714286
avoid-r-cut,7365,0.0989278673131,0.0714285714286
help-r-swim,7365,0.0991065542014,0.0714285714286
make--swim,7365,0.0991065542014,0.0714285714286
career--swim,7365,0.0991641782037,0.0714285714286
battle-r-fight,7365,0.0992219181046,0.143564356436
catch-r-hurl,7365,0.0995685477277,0.0714285714286
release--serve,7365,0.0998649226968,0.0714285714286
hold--serve,7365,0.0998649226968,0.0714285714286
break-r-claim,7365,0.10068707659,0.0714285714286
earthquake-r-measure 7 . 2 on the richter scale,7365,0.101073837627,0.142857142857
drop off-r-slide,7365,0.101185865222,0.0714285714286
attempt--die,7365,0.101269441724,0.0714285714286
gather--visit,7365,0.101312184845,0.0714285714286
break--claim,7365,0.101312184845,0.0714285714286
located-r-magnitude - 6 . 1 quake,7365,0.101388678509,0.142857142857
avoid-r-design,7365,0.101768871592,0.114285714286
4 . 3--increase,7365,0.101886847153,0.0714285714286
cut-r-default,7365,0.102183800166,0.0714285714286
avert--fight,7365,0.102232211008,0.142857142857
cut-r-save,7365,0.102246493842,0.0714285714286
die--set on fire,7365,0.102271892475,0.0714285714286
choke--work,7365,0.10230122276,0.142857142857
tension--violence - plague,7365,0.10234545407,0.0714285714286
take to the street-r-go up in flame,7365,0.102393873311,0.0714285714286
catch fire--protest,7365,0.102587063852,0.142857142857
erupt--violence,7365,0.102683408168,0.142857142857
devastate-r-it,7365,0.102933424884,0.0714285714286
dead--storm,7365,0.102997817092,0.0714285714286
attack--avoid,7365,0.10302404758,0.047619047619
musical--popular,7365,0.103099852295,0.0714285714286
musical-r-popular,7365,0.103099852295,0.0714285714286
freestyle-r-make,7365,0.103217935279,0.0714285714286
demonstration-r-violent,7365,0.103642536895,0.0714285714286
attempt--on the way,7365,0.103954981461,0.0714285714286
fear--war,7365,0.104011144165,0.142857142857
originate--quake,7365,0.1040363516,0.0714285714286
fight--striking,7365,0.104661430603,0.142857142857
bailout--protest,7365,0.104856898107,0.0714285714286
death--die,7365,0.105502470561,0.114285714286
career-r-design,7365,0.105973365704,0.0714285714286
bombing--flee,7365,0.106017408808,0.0714285714286
fall onto--hit,7365,0.106535760208,0.0714285714286
glamour--star,7365,0.106579887216,0.0714285714286
depth of 10 kilometer -lrb- 6 mile-r-hit,7365,0.10690406367,0.142857142857
damage--service,7365,0.107213701162,0.0714285714286
clash--spread,7365,0.107274435173,0.142857142857
destroy--devastate,7365,0.10746268606,0.114285714286
event-r-strike,7365,0.107716360603,0.142857142857
flatten-r-shake,7365,0.10810563882,0.142857142857
save--go up in flame,7365,0.108356696282,0.0714285714286
death-r-die,7365,0.108494972976,0.0714285714286
inexperienced--live,7365,0.108494972976,0.0714285714286
ill--live,7365,0.108494972976,0.0714285714286
ill-r-live,7365,0.108494972976,0.0714285714286
fall--ill,7365,0.108494972976,0.0714285714286
fall-r-ill,7365,0.108494972976,0.0714285714286
inexperienced-r-live,7365,0.108494972976,0.0714285714286
quake--restore,7365,0.108608815836,0.0714285714286
6 . 0--restore,7365,0.108608815836,0.0714285714286
4 . 3--magnitude,7365,0.108750619655,0.0714285714286
increase--magnitude,7365,0.108750619655,0.0714285714286
flatten-r-landslide,7365,0.10880038858,0.114285714286
kill--go up in flame,7365,0.108851246733,0.0714285714286
kill--throw,7365,0.108851246733,0.0714285714286
heighten-r-result,7365,0.108914281133,0.142857142857
die--stardom,7365,0.108927076982,0.0714285714286
depth of just six mile-r-strike,7365,0.108946502079,0.142857142857
freestyle--release,7365,0.108966093761,0.214285714286
it-r-take place,7365,0.109030046533,0.142857142857
it-r-tremor,7365,0.109106403443,0.142857142857
clash--join,7365,0.109344815114,0.0714285714286
hurl-r-try,7365,0.109687843444,0.142857142857
help--swim,7365,0.110186975883,0.0714285714286
get-r-keep,7365,0.110255328371,0.0714285714286
keep-r-protest,7365,0.110255328371,0.0714285714286
get--keep,7365,0.110255328371,0.0714285714286
warm--world war ii,7365,0.110293586007,0.0714285714286
warm-r-world war ii,7365,0.110293586007,0.0714285714286
breezy--warm,7365,0.110293586007,0.0714285714286
breezy-r-warm,7365,0.110293586007,0.0714285714286
athleticism-r-musical,7365,0.110293586007,0.0714285714286
meet-r-torch,7365,0.11030013927,0.142857142857
avoid--striking,7365,0.110328392363,0.0714285714286
threaten--violence - plague,7365,0.110392975964,0.0714285714286
raise--violence - plague,7365,0.110392975964,0.0714285714286
rioting-r-try,7365,0.110457706959,0.0714285714286
strike--take to,7365,0.111069251131,0.0714285714286
bankruptcy--left dead,7365,0.111089062452,0.0714285714286
cut-r-die,7365,0.111098249036,0.0357142857143
death-r-decide,7365,0.112494599704,0.0714285714286
live-r-walk,7365,0.11270334108,0.114285714286
6 . 1 - magnitude earthquake--issue,7365,0.113689469503,0.0714285714286
blaze--burn,7365,0.113927470625,0.142857142857
6 . 1 - magnitude earthquake-r-quake,7365,0.114075422447,0.114285714286
saw--wedge,7365,0.114077608605,0.0645161290323
dream--make,7365,0.114462893868,0.0714285714286
its-r-magnitude 6 . 1 quake,7365,0.114605098748,0.0714285714286
located-r-magnitude 6 . 1 quake,7365,0.114605098748,0.0714285714286
ill-r-inexperienced,7365,0.114626958957,0.0714285714286
death--death,7365,0.114626958957,0.0714285714286
death-r-death,7365,0.114626958957,0.0714285714286
ill--inexperienced,7365,0.114626958957,0.0714285714286
avoid-r-left dead,7365,0.114628516218,0.0714285714286
avoid-r-furious,7365,0.114628516218,0.0714285714286
drift--hurl,7365,0.115523245621,0.0714285714286
choke--toss,7365,0.115753234231,0.142857142857
catch-r-inferno,7365,0.115814271353,0.0714285714286
die-r-hurl,7365,0.116104433095,0.0714285714286
result-r-tension,7365,0.116438874073,0.142857142857
march--strike,7365,0.116459661441,0.174603174603
drop-r-fill,7365,0.117177520326,0.114285714286
spread--storm,7365,0.117751560115,0.125
freestyle-r-world war ii,7365,0.11804306937,0.0714285714286
freestyle--world war ii,7365,0.11804306937,0.0714285714286
service-r-tremor,7365,0.118268476328,0.142857142857
detonate-r-fall,7365,0.118460403123,0.0714285714286
attend--mark,7365,0.118505399707,0.0714285714286
refer--strike,7365,0.118505399707,0.0714285714286
coverage--mark,7365,0.118505399707,0.0714285714286
bankruptcy-r-cut,7365,0.118741929271,0.0952380952381
meet-r-raise,7365,0.119251223308,0.142857142857
destroy--hit,7365,0.119252204265,0.0714285714286
meet--try,7365,0.119306810298,0.0714285714286
attack-r-battle,7365,0.119323003985,0.122448979592
cut--design,7365,0.119434017554,0.142857142857
attempt-r-break through,7365,0.119630631539,0.114285714286
destroy--earthquake,7365,0.119837420233,0.142857142857
attempt-r-rescue,7365,0.120346283335,0.107142857143
make-r-world war ii,7365,0.120363137981,0.114285714286
meet-r-protest,7365,0.120772941815,0.0714285714286
collapse--find,7365,0.120965412837,0.142857142857
raise--threaten,7365,0.121114788483,0.142857142857
casualty-r-former,7365,0.121551307024,0.0714285714286
life--pass,7365,0.122581250035,0.142857142857
die--strike,7365,0.122648936994,0.0714285714286
die--set fire,7365,0.122648936994,0.0714285714286
make-r-popular,7365,0.122686926286,0.166666666667
hear--wedge,7365,0.12287751151,0.0714285714286
hold-r-serve,7365,0.123116593802,0.142857142857
cut--get,7365,0.123168544319,0.0714285714286
spread--try,7365,0.123196862586,0.0714285714286
drop--fill,7365,0.123273312743,0.114285714286
evacuation-r-prompt,7365,0.12336025074,0.0714285714286
threaten-r-violence - plague,7365,0.12348750133,0.0714285714286
bombing--result,7365,0.12349444947,0.214285714286
coverage-r-make,7365,0.124790223196,0.0714285714286
mark-r-refer,7365,0.124790223196,0.0714285714286
bring-r-kill,7365,0.124988658851,0.142857142857
bring-r-trap,7365,0.124988658851,0.142857142857
fire--under pressure,7365,0.12501329666,0.142857142857
pass--sleep,7365,0.125331810759,0.142857142857
bombing--conflict,7365,0.125440706275,0.214285714286
detonate--land,7365,0.125482805335,0.166666666667
difficult-r-fall onto,7365,0.126380795823,0.142857142857
keep--protest,7365,0.126417050008,0.0714285714286
cut--rescue,7365,0.126462721247,0.142857142857
take to the street--go up in flame,7365,0.126832652592,0.142857142857
avoid--battle,7365,0.126902730737,0.114285714286
drop-r-need,7365,0.127246597519,0.342857142857
make-r-mark,7365,0.127269829455,0.142857142857
raise--try,7365,0.127551066214,0.142857142857
depth of just 10 kilometre -lrb- 6 . 2 mile-r-quake,7365,0.127806620669,0.142857142857
make--make,7365,0.127940830408,0.0714285714286
come--find,7365,0.128095392123,0.214285714286
fly--hear,7365,0.128589379694,0.190476190476
drop off--fall,7365,0.128763502474,0.112466124661
on the way-r-rescue,7365,0.128784671808,0.166666666667
drop off-r-slide down,7365,0.129589893963,0.142857142857
kill--raze,7365,0.129736671062,0.0714285714286
promote-r-serve,7365,0.129758636169,0.142857142857
depth of 10 kilometer -lrb- 6 mile -rrb--r-strike,7365,0.130202872112,0.142857142857
breezy-r-world war ii,7365,0.130536147474,0.142857142857
rioting--strike,7365,0.130720074085,0.214285714286
knock down--sink,7365,0.1310609862,0.0714285714286
damages--see,7365,0.131414107376,0.142857142857
blackout--strike,7365,0.13161238088,0.0714285714286
quake--which,7365,0.13185681289,0.0714285714286
injure-r-rock,7365,0.132354030092,0.142857142857
increase-r-panic,7365,0.132862133832,0.142857142857
darkness-r-sink,7365,0.132984375638,0.0714285714286
live--walk,7365,0.133097479026,0.114285714286
destroy--destruction,7365,0.133249953192,0.214285714286
protest-r-go up in flame,7365,0.13375659243,0.214285714286
saw--unexploded,7365,0.133812129471,0.142857142857
break--decide,7365,0.134633235207,0.0714285714286
4 . 3--aftershock,7365,0.135106027058,0.142857142857
death--event,7365,0.135637261702,0.0714285714286
rescue operation--under way,7365,0.13580605567,0.142857142857
drop off--slide,7365,0.135879561715,0.142857142857
break out--try,7365,0.136325377563,0.142857142857
avert-r-bankruptcy,7365,0.136991884426,0.142857142857
career--design,7365,0.137273752587,0.142857142857
die-r-stardom,7365,0.13763367848,0.142857142857
mobilise-r-storm,7365,0.138364814664,0.142857142857
death-r-shake,7365,0.138506808334,0.285714285714
hit-r-knowledge,7365,0.138687596631,0.0714285714286
event--knowledge,7365,0.138687596631,0.0714285714286
event--land,7365,0.138687596631,0.0714285714286
detonate-r-event,7365,0.138687596631,0.0714285714286
death--decide,7365,0.138806514033,0.0714285714286
hit-r-tsunami,7365,0.138857443031,0.125
die--slip,7365,0.138944146555,0.181818181818
fly-r-unexploded,7365,0.139414977764,0.0983606557377
2004 tsunami-r-6 . 1 - magnitude quake,7365,0.141147860147,0.142857142857
experience-r-musical,7365,0.141480226953,0.0714285714286
strike-r-under pressure,7365,0.141678347578,0.214285714286
deliver--land,7365,0.141799821443,0.214285714286
make--strike,7365,0.141896926603,0.151898734177
quake-r-shelter,7365,0.142049370924,0.285714285714
attack--located,7365,0.142282256469,0.0714285714286
hearing-r-saw,7365,0.142282256469,0.0714285714286
blaze--torch,7365,0.143543314374,0.214285714286
death-r-ill,7365,0.143822395907,0.117647058824
damage--see,7365,0.143900106989,0.0714285714286
devastate--panic,7365,0.144158484094,0.107142857143
make--serve,7365,0.144298611275,0.166666666667
death toll-r-koran reading session,7365,0.144639690209,0.142857142857
come-r-located,7365,0.144843541393,0.0714285714286
attack-r-come,7365,0.144843541393,0.0714285714286
storm--torch,7365,0.145418791176,0.114285714286
6 . 0-r-strike,7365,0.145962321663,0.0714285714286
force-r-strike,7365,0.145962321663,0.0714285714286
avert-r-battle,7365,0.146242468603,0.214285714286
casualty--former,7365,0.147266416383,0.214285714286
cut--default,7365,0.147364801602,0.142857142857
dead-r-erupt,7365,0.147546204169,0.0714285714286
concerned--fight,7365,0.147879025737,0.0714285714286
escalate--uproot,7365,0.147879025737,0.0714285714286
escalate-r-uproot,7365,0.147879025737,0.0714285714286
avert--furious,7365,0.147955819296,0.142857142857
catch fire--use,7365,0.148254665788,0.214285714286
event-r-under pressure,7365,0.148267798381,0.142857142857
debate--try,7365,0.148330804857,0.0714285714286
approach--slip,7365,0.149392678333,0.142857142857
chase-r-guard,7365,0.149417462891,0.142857142857
attempt-r-chant,7365,0.150320629168,0.142857142857
confirm-r-koran reading session,7365,0.151280359669,0.142857142857
drop-r-hit,7365,0.151606481659,0.0714285714286
cross--hit,7365,0.151606481659,0.0714285714286
rioting-r-spread,7365,0.15164745289,0.166666666667
set fire--strike,7365,0.151846756564,0.142857142857
6 . 0--force,7365,0.152716632936,0.214285714286
die--riot,7365,0.153984400398,0.214285714286
originate-r-six mile beneath,7365,0.154276766098,0.214285714286
injure-r-raze,7365,0.154422096432,0.142857142857
bombing-r-shelter,7365,0.156491255277,0.142857142857
attend--participation,7365,0.158381626596,0.0714285714286
strike--tsunami,7365,0.160547429644,0.171428571429
demonstration-r-die,7365,0.160707384241,0.214285714286
demonstration-r-join,7365,0.160841545386,0.142857142857
catch fire-r-throw,7365,0.162212108852,0.214285714286
cut--keep,7365,0.162834184395,0.214285714286
make-r-serve,7365,0.163147863822,0.114285714286
attack--it,7365,0.163273100856,0.142857142857
struggle-r-two aftershock,7365,0.163622454065,0.142857142857
left dead-r-striking,7365,0.163827405802,0.142857142857
measure-r-register,7365,0.163977543423,0.142857142857
death--rise,7365,0.164006198583,0.142857142857
rioting-r-storm,7365,0.164229411103,0.0986842105263
blaze-r-break out,7365,0.164577094202,0.142857142857
north-r-saw,7365,0.164741277396,0.0900900900901
