index,output.relations_noOffset,aqs,aqs_initial
ploughed--robbery,10155,0.137187296834,0.142857142857
broke--think,10155,0.137437302549,0.0714285714286
downtime-r-provides,10155,0.137486084663,0.047619047619
arson-r-suspected,10155,0.137641254211,0.0727272727273
handcuffed--ran,10155,0.137717822308,0.142857142857
given--needed,10155,0.137793549713,0.142857142857
receive--unlicensed,10155,0.138291484896,0.114285714286
problem--provides,10155,0.138394604728,0.0714285714286
connections-r-experienced,10155,0.138617109132,0.142857142857
keep-r-rehab,10155,0.138689782598,0.0714285714286
pulled on--transfer,10155,0.138823476554,0.0714285714286
pulled on--sentenced,10155,0.138823476554,0.0714285714286
confined-r-handcuffed,10155,0.138848446047,0.214285714286
confirm--problems,10155,0.138926605105,0.0714285714286
escape-r-recognized,10155,0.139441783189,0.0714285714286
captured--escape,10155,0.139441783189,0.0714285714286
escape--transfer,10155,0.139441783189,0.0714285714286
one-r-pulling off,10155,0.139441783189,0.0714285714286
pulling off--received,10155,0.139441783189,0.0714285714286
breach-r-constituted,10155,0.139769037358,0.0714285714286
left--pulled up,10155,0.140011500875,0.214285714286
left--stepped up,10155,0.140244601289,0.0714285714286
given-r-indecency,10155,0.140339593026,0.142857142857
permit-r-received,10155,0.140527032339,0.114285714286
gone--rehab,10155,0.14055395836,0.142857142857
case-r-checked into,10155,0.140659667684,0.0614035087719
fire-r-investigation,10155,0.140721469877,0.118644067797
defensive--shackled,10155,0.140746659207,0.0714285714286
uses-r-without,10155,0.141100007418,0.142857142857
going back-r-knows,10155,0.141544537903,0.142857142857
depending-r-indicate,10155,0.141976268454,0.0714285714286
attorney--checked into,10155,0.142164663313,0.0714285714286
perform-r-required,10155,0.142473939636,0.114285714286
checked into-r-deal,10155,0.142479745088,0.142857142857
keeping-r-stored,10155,0.142512268788,0.0714285714286
estimates--take,10155,0.142641414367,0.0714285714286
going--think,10155,0.142781333035,0.142857142857
issues-r-seacom,10155,0.143098215921,0.0714285714286
issues--online,10155,0.143098215921,0.0714285714286
issues--seacom,10155,0.143098215921,0.0714285714286
issues-r-scrambling,10155,0.143098215921,0.0714285714286
downtime--update,10155,0.143098215921,0.0714285714286
downtime-r-update,10155,0.143098215921,0.0714285714286
convicted--stealing,10155,0.143103239751,0.142857142857
change-r-traveled,10155,0.143199679894,0.142857142857
attack-r-received,10155,0.143220251759,0.142857142857
checking into-r-jail time,10155,0.143380183381,0.142857142857
landing--tactics,10155,0.143546162063,0.047619047619
left--third,10155,0.143546162063,0.047619047619
escape--received,10155,0.143650823419,0.142857142857
fire--found,10155,0.14366480826,0.142857142857
capacity-r-remaining,10155,0.143716565878,0.142857142857
decided-r-see,10155,0.14377783776,0.0714285714286
checked-r-see,10155,0.14377783776,0.0714285714286
judgment-r-terminated,10155,0.14383907389,0.142857142857
outage-r-restore,10155,0.143928616699,0.126315789474
knockouts--round,10155,0.144069829395,0.0571428571429
cut--cut,10155,0.144258047354,0.108695652174
forced-r-unharmed,10155,0.14458925387,0.0714285714286
forced--unharmed,10155,0.14458925387,0.0714285714286
drive--handcuffed,10155,0.14458925387,0.0714285714286
drive-r-handcuffed,10155,0.14458925387,0.0714285714286
convicted--recaptured,10155,0.144823055211,0.0714285714286
convicted-r-recaptured,10155,0.144823055211,0.0714285714286
disciplinary-r-housed,10155,0.144823055211,0.0714285714286
disciplinary--housed,10155,0.144823055211,0.0714285714286
driving-r-pulled,10155,0.145385661272,0.142857142857
burglary-r-theft,10155,0.146227088803,0.107142857143
checks into-r-knows,10155,0.146307129176,0.214285714286
checked into-r-entering,10155,0.146747536163,0.142857142857
receiving--surfaced,10155,0.14675089771,0.142857142857
approved--flew,10155,0.147241349682,0.142857142857
fixed--in,10155,0.147290698941,0.142857142857
blindsided--send,10155,0.147553891391,0.0714285714286
jail time--risking,10155,0.147553891391,0.0714285714286
appearances--rehire,10155,0.147553891391,0.0714285714286
decided-r-published,10155,0.147553891391,0.0714285714286
attorney-r-decided,10155,0.147553891391,0.0714285714286
walked-r-walked,10155,0.147553891391,0.0714285714286
probation-r-stir,10155,0.147553891391,0.0714285714286
sentenced-r-transfer,10155,0.147880735013,0.0714285714286
defensive-r-find,10155,0.147893661324,0.0714285714286
arrival-r-permit,10155,0.147910015321,0.142857142857
rear - ended--telling,10155,0.147951628864,0.0714285714286
fire--out,10155,0.148212627791,0.142857142857
estimated--grabbed,10155,0.148237960647,0.0714285714286
escaped--transporting,10155,0.148289931598,0.142857142857
drama--stay,10155,0.148646541975,0.285714285714
outage-r-service,10155,0.148715765923,0.142857142857
depending--weather conditions,10155,0.148871354256,0.126984126984
attorney-r-had enough,10155,0.148920124972,0.142857142857
investigate--needed,10155,0.148977693044,0.0714285714286
at large--hungry,10155,0.149191318039,0.142857142857
facing--housed,10155,0.149331595064,0.0714285714286
facing--fallout,10155,0.149331595064,0.0714285714286
facing--recaptured,10155,0.149331595064,0.0714285714286
facing-r-housed,10155,0.149331595064,0.0714285714286
attorney-r-checked into,10155,0.149458180706,0.285714285714
checked out--committing,10155,0.149487440572,0.0714285714286
attack--sentences,10155,0.149608827456,0.142857142857
destroys--fire,10155,0.149623424106,0.166666666667
associated--repair,10155,0.14967037695,0.119047619048
banking-r-played,10155,0.150264708463,0.142857142857
experiencing--problems,10155,0.150330378889,0.0714285714286
action-r-retire,10155,0.150357087568,0.0714285714286
escape-r-faced,10155,0.150426556693,0.0714285714286
got into-r-sought,10155,0.150511201042,0.0714285714286
altercation-r-got into,10155,0.150511201042,0.0714285714286
got into--help,10155,0.150511201042,0.0714285714286
crash--grabbing,10155,0.150615973888,0.142857142857
handcuffed-r-unharmed,10155,0.150772374789,0.142857142857
break up-r-received,10155,0.151007234296,0.0714285714286
break up--sentences,10155,0.151007234296,0.0714285714286
attack-r-break up,10155,0.151007234296,0.0714285714286
break up-r-convicted,10155,0.151007234296,0.0714285714286
break up--convicted,10155,0.151007234296,0.0714285714286
convicted--suffered,10155,0.151007234296,0.0714285714286
break up--received,10155,0.151007234296,0.0714285714286
attack-r-suffered,10155,0.151007234296,0.0714285714286
fire--suspected,10155,0.151101192017,0.0714285714286
escaped--found,10155,0.151180106164,0.142857142857
ran--took,10155,0.151196754463,0.0714285714286
beaten-r-looking,10155,0.151556773075,0.142857142857
assisting-r-fire,10155,0.151657362381,0.166666666667
accept--unclear,10155,0.151747727481,0.214285714286
caused-r-fire,10155,0.151777239321,0.0714285714286
caused--ongoing,10155,0.151777239321,0.0714285714286
caused-r-investigations,10155,0.151777239321,0.0714285714286
escaped--move,10155,0.151786572134,0.142857142857
finalized-r-received,10155,0.152071940138,0.114285714286
arrived--fire,10155,0.15226197228,0.111940298507
call-r-permits,10155,0.152446980451,0.142857142857
action-r-elected,10155,0.152449950269,0.142857142857
handed down--sentence,10155,0.152828642883,0.0714285714286
experience-r-repair,10155,0.152877681585,0.142857142857
handcuffs--runs,10155,0.153179631319,0.142857142857
drove-r-escaped,10155,0.153710401266,0.0714285714286
published-r-stay,10155,0.153729666757,0.0714285714286
decided--published,10155,0.153729666757,0.0714285714286
identify--using,10155,0.153825255759,0.0714285714286
investigation-r-using,10155,0.153825255759,0.0714285714286
call-r-cause,10155,0.154039828403,0.0714285714286
connected-r-use,10155,0.154370192519,0.0754716981132
added--sentences,10155,0.154522874524,0.0714285714286
conference-r-introduced,10155,0.154528601729,0.214285714286
a rehab facility-r-enter,10155,0.154545126182,0.0714285714286
rehab-r-transfer,10155,0.154904717442,0.0714285714286
spent time--suing,10155,0.154970892253,0.142857142857
83%-r-restore,10155,0.155065478377,0.142857142857
break-r-fix,10155,0.155082331538,0.142857142857
break-r-take,10155,0.155083552094,0.142857142857
capacity--managed,10155,0.155134056622,0.142857142857
approves--settling in,10155,0.155343474031,0.0714285714286
allowed--stay,10155,0.155343474031,0.0714285714286
allowed-r-stay,10155,0.155343474031,0.0714285714286
argued--settling in,10155,0.155343474031,0.0714285714286
accessing-r-uses,10155,0.15535520555,0.142857142857
arrived-r-fight,10155,0.155381883094,0.142857142857
loss-r-resulting,10155,0.155470684063,0.114285714286
approves-r-argued,10155,0.15569177583,0.214285714286
accused-r-stay,10155,0.156071146851,0.142857142857
argued-r-objected,10155,0.156098885549,0.0952380952381
checked into-r-remain,10155,0.156121032673,0.214285714286
problem-r-provides,10155,0.156337450872,0.0714285714286
convicted-r-tried,10155,0.156372878147,0.142857142857
call-r-received,10155,0.156473077074,0.0714285714286
asked-r-hungry,10155,0.156667930969,0.0714285714286
asked-r-found,10155,0.156667930969,0.0714285714286
asked--hungry,10155,0.156667930969,0.0714285714286
asked--at large,10155,0.156667930969,0.0714285714286
at large-r-wet,10155,0.156667930969,0.0714285714286
burned--housed,10155,0.156775128199,0.0714285714286
housed-r-run,10155,0.156775128199,0.0714285714286
ensure-r-traffic,10155,0.156922655338,0.0714285714286
ensure--traffic,10155,0.156922655338,0.0714285714286
bring back--eliminated,10155,0.157037293832,0.142857142857
chose--rehab,10155,0.157523187282,0.142857142857
break down--punching,10155,0.157584409927,0.142857142857
finished--rounds,10155,0.157662107224,0.0714285714286
finished-r-rounds,10155,0.157662107224,0.0714285714286
connected--implement,10155,0.157718481034,0.0714285714286
connected--plans,10155,0.157718481034,0.0714285714286
call - out--notified,10155,0.157739092664,0.114285714286
cooperation--services,10155,0.157758606517,0.0714285714286
capacity-r-cooperation,10155,0.157758606517,0.0714285714286
round--stirred,10155,0.15813597791,0.0555555555556
flight--on her way,10155,0.158147652377,0.142857142857
duties--played,10155,0.158153371718,0.142857142857
remain-r-unknown,10155,0.158302943663,0.0714285714286
capacity--working,10155,0.158492167171,0.0714285714286
restored--traffic priorities,10155,0.158492167171,0.0714285714286
capacity-r-working,10155,0.158492167171,0.0714285714286
restored-r-return,10155,0.158492167171,0.0714285714286
impact-r-sub - sea repairs,10155,0.15864552279,0.142857142857
handcuffed--took,10155,0.158687504415,0.114285714286
crimes--sentence,10155,0.159259355895,0.142857142857
crimes--serving,10155,0.159259355895,0.142857142857
escape-r-paralyzed,10155,0.159853464734,0.214285714286
asked--change,10155,0.15991869955,0.125
arrived--fight,10155,0.160113590469,0.142857142857
conviction-r-violating,10155,0.160305446706,0.142857142857
drove--setting fire,10155,0.160502509197,0.0714285714286
drove--grabbing,10155,0.160502509197,0.0714285714286
drove-r-grabbing,10155,0.160502509197,0.0714285714286
grabbing--setting fire,10155,0.160502509197,0.0714285714286
grabbing-r-setting fire,10155,0.160502509197,0.0714285714286
admitted-r-checking in,10155,0.160654699882,0.142857142857
blaze--help,10155,0.160980694752,0.0714285714286
probation-r-violating,10155,0.161012059961,0.142857142857
floored--round,10155,0.161160338736,0.0816326530612
blindsided--said,10155,0.161751078737,0.142857142857
heist--string,10155,0.161872367679,0.142857142857
case-r-required,10155,0.161879614247,0.0714285714286
case-r-perform,10155,0.161879614247,0.0714285714286
case-r-receive,10155,0.161879614247,0.0714285714286
sentence-r-served,10155,0.161879614247,0.0714285714286
rehab--sentence,10155,0.161879614247,0.0714285714286
case-r-treatment,10155,0.161879614247,0.0714285714286
escaped--pulled,10155,0.162377709696,0.142857142857
face--problems,10155,0.162516430619,0.142857142857
normal-r-restored,10155,0.162679741187,0.142857142857
extinguished--fire,10155,0.162834088229,0.107142857143
depending--indicate,10155,0.163152173378,0.142857142857
additional--securing,10155,0.163419288794,0.0714285714286
additional-r-cooperation,10155,0.163419288794,0.0714285714286
additional--cooperation,10155,0.163419288794,0.0714285714286
warned--weighing,10155,0.163474837291,0.142857142857
custody-r-escaped,10155,0.163474837291,0.142857142857
landing-r-left,10155,0.1636339855,0.107142857143
expected-r-weather,10155,0.16372803419,0.142857142857
impact-r-weather,10155,0.163741565131,0.214285714286
placement--send,10155,0.163903509732,0.183673469388
affected-r-communications,10155,0.1639725083,0.0714285714286
affect--affected,10155,0.1639725083,0.0714285714286
return--working,10155,0.163998864864,0.0714285714286
decided--see,10155,0.164171916109,0.142857142857
contingency plans-r-implement,10155,0.16438419799,0.142857142857
issues-r-online,10155,0.164432938346,0.142857142857
convicted--tried,10155,0.164450593767,0.142857142857
entering-r-stay,10155,0.164478182087,0.142857142857
broke--change,10155,0.164580304264,0.136363636364
affecting-r-experienced,10155,0.164602086092,0.142857142857
attorney-r-checks into,10155,0.165013989868,0.142857142857
approved-r-unclear,10155,0.16507771567,0.0714285714286
dissolve--run,10155,0.165146749749,0.0714285714286
moved to--run,10155,0.165146749749,0.0714285714286
flowing-r-normally,10155,0.165153686098,0.142857142857
keep-r-treatment,10155,0.165391401198,0.285714285714
choice--ensconced,10155,0.165832507826,0.142857142857
lie-r-should,10155,0.166690786198,0.0714285714286
lie--should,10155,0.166690786198,0.0714285714286
know--lie,10155,0.166690786198,0.0714285714286
affecting--outage,10155,0.166715370925,0.114285714286
fight-r-won,10155,0.166776320214,0.0714285714286
bringing--online,10155,0.16685369085,0.0714285714286
victory-r-wins,10155,0.167031644972,0.285714285714
affected--damage,10155,0.16714131321,0.142857142857
checked into--sanctioned,10155,0.167373063919,0.0714285714286
checked into--ordered,10155,0.167373063919,0.0714285714286
checked into-r-sanctioned,10155,0.167373063919,0.0714285714286
investigation--under way,10155,0.1673768112,0.142857142857
job--playoffs,10155,0.167562560814,0.0714285714286
belief-r-return,10155,0.167562560814,0.0714285714286
fire--left,10155,0.167562560814,0.0714285714286
fire-r-left,10155,0.167562560814,0.0714285714286
decided-r-left,10155,0.167562560814,0.0714285714286
arrangements--check into,10155,0.167768901854,0.214285714286
attack--received,10155,0.167876942788,0.142857142857
set fire--worth,10155,0.16799564078,0.142857142857
checked in-r-leaving,10155,0.168164050883,0.142857142857
mobility--used,10155,0.168219366453,0.142857142857
arrested--order,10155,0.168485059996,0.0714285714286
replacement--spun,10155,0.168722716801,0.142857142857
move-r-tried,10155,0.168919505201,0.142857142857
beating--count,10155,0.168952781665,0.142857142857
brought--up to 83%,10155,0.169232876339,0.142857142857
brief--outage,10155,0.169304514203,0.142857142857
change--treatment,10155,0.169468952724,0.0714285714286
fire--using,10155,0.169606926184,0.107142857143
arrest-r-checked in,10155,0.169643683597,0.0714285714286
deadline--making,10155,0.169643683597,0.0714285714286
arrest--checked in,10155,0.169643683597,0.0714285714286
checked in--deadline,10155,0.169643683597,0.0714285714286
a rehab facility-r-flout,10155,0.169651338418,0.142857142857
contingency--scrambling,10155,0.170274818498,0.0714285714286
contingency--use,10155,0.170274818498,0.0714285714286
is-r-replacing,10155,0.170862144466,0.0714285714286
fan--replacing,10155,0.170862144466,0.0714285714286
belief-r-cost,10155,0.170862144466,0.0714285714286
fan-r-replacing,10155,0.170862144466,0.0714285714286
cost-r-return,10155,0.170862144466,0.0714285714286
cost-r-playoffs,10155,0.170862144466,0.0714285714286
cost--stubbornness,10155,0.170862144466,0.0714285714286
firing-r-replacing,10155,0.170862144466,0.0714285714286
is--replacing,10155,0.170862144466,0.0714285714286
checked into--treatment,10155,0.171609784722,0.114285714286
history--replaced,10155,0.171615689762,0.142857142857
contest-r-hit,10155,0.171670568384,0.142857142857
use-r-wet,10155,0.171700402954,0.142857142857
hated-r-showed up,10155,0.171802905473,0.285714285714
ended--round,10155,0.171820434183,0.0714285714286
burned--pattern,10155,0.171944854465,0.142857142857
barefoot--caught,10155,0.172000476563,0.214285714286
appearances-r-rehire,10155,0.172273063832,0.0714285714286
checked out-r-probation,10155,0.172273063832,0.0714285714286
rehab--transfer,10155,0.172384280844,0.142857142857
farming-r-try their hand,10155,0.172464522411,0.0714285714286
farming--try their hand,10155,0.172464522411,0.0714285714286
ensure--flowing,10155,0.172899549855,0.142857142857
factors--sub - sea repairs,10155,0.173194545492,0.142857142857
currents-r-factors,10155,0.173195908519,0.142857142857
crash--stint,10155,0.173386374919,0.142857142857
a rehab facility-r-order,10155,0.173554853847,0.142857142857
call--on fire,10155,0.174246643067,0.232142857143
question-r-used,10155,0.174557451725,0.142857142857
arson-r-burned,10155,0.174586707089,0.0714285714286
checked in--received,10155,0.174586707089,0.0714285714286
checked in--hearing,10155,0.174586707089,0.0714285714286
confirmation--received,10155,0.174586707089,0.0714285714286
chance--suspected,10155,0.174586707089,0.0714285714286
confirmation-r-received,10155,0.174586707089,0.0714285714286
burned-r-suspected,10155,0.174586707089,0.0714285714286
arson-r-chance,10155,0.174586707089,0.0714285714286
arson--chance,10155,0.174586707089,0.0714285714286
burned--suspected,10155,0.174586707089,0.0714285714286
foul play-r-pattern,10155,0.174627086469,0.142857142857
decided--ordered,10155,0.174797260663,0.142857142857
case--crash,10155,0.174887902622,0.0714285714286
crash-r-handed down,10155,0.174887902622,0.0714285714286
crash-r-stint,10155,0.174887902622,0.0714285714286
probation-r-violation,10155,0.174966949128,0.181318681319
factors-r-repair,10155,0.175005273887,0.142857142857
believed-r-surprising,10155,0.175006115687,0.142857142857
hearing--should,10155,0.175386834795,0.142857142857
risking-r-stir,10155,0.175542897864,0.142857142857
burned--dissolve,10155,0.175779373979,0.214285714286
lawyer-r-signed off,10155,0.175877891315,0.142857142857
fan-r-firing,10155,0.175935635538,0.142857142857
remaining-r-working,10155,0.175968738033,0.142857142857
escape--used,10155,0.17614625926,0.142857142857
fire--under way,10155,0.176179832306,0.142857142857
set fire-r-worth,10155,0.176224319928,0.171428571429
floored-r-round,10155,0.176275207719,0.0816326530612
case--driving,10155,0.176803853311,0.30612244898
arrest--driving,10155,0.177739716716,0.142857142857
attorney--handle,10155,0.177834104544,0.142857142857
settling in-r-stay,10155,0.177841667213,0.142857142857
close-r-won,10155,0.178051309007,0.214285714286
heads to--rehires,10155,0.178066899892,0.142857142857
checked into--left,10155,0.178693920901,0.183673469388
attack-r-charges,10155,0.17882648919,0.142857142857
floored--right hand,10155,0.178870702381,0.114285714286
barefoot-r-escaped,10155,0.178947634498,0.142857142857
disciplinary--elected,10155,0.179471483976,0.142857142857
damaged-r-loss,10155,0.179544435772,0.142857142857
arrest-r-probation,10155,0.179768125287,0.153846153846
approves--argued,10155,0.17989440386,0.142857142857
rape--rape,10155,0.179983815104,0.0714285714286
currents-r-sub - sea repairs,10155,0.180018186932,0.142857142857
close-r-stopping,10155,0.180219935548,0.142857142857
checked into--entering,10155,0.180320853324,0.142857142857
expected-r-sub - sea repairs,10155,0.180542641219,0.142857142857
downtime--issues,10155,0.180569167745,0.142857142857
checked--decided,10155,0.180637371865,0.142857142857
determined-r-fire,10155,0.180768333659,0.214285714286
concern-r-keeping,10155,0.181070486311,0.142857142857
scooping up--set fire,10155,0.181403137264,0.186666666667
canned-r-hired,10155,0.181805661347,0.214285714286
entering--stay,10155,0.181842178739,0.142857142857
capacity-r-return,10155,0.181992586613,0.142857142857
cornered-r-punches,10155,0.182027027934,0.142857142857
burned--run,10155,0.182165850901,0.125
checks into--leaves,10155,0.182202670016,0.214285714286
left-r-moving,10155,0.182202670016,0.214285714286
arson-r-fire,10155,0.182452331832,0.166149068323
caused--investigations,10155,0.182498180699,0.142857142857
disciplinary-r-recaptured,10155,0.182516220608,0.142857142857
ended-r-round,10155,0.182517064205,0.142857142857
ran-r-wearing,10155,0.182741001353,0.214285714286
rehab--signed,10155,0.182745593057,0.142857142857
checked into--stint,10155,0.182883098694,0.0714285714286
case-r-stint,10155,0.182883098694,0.0714285714286
checked into--handed down,10155,0.182883098694,0.0714285714286
arrived--saw,10155,0.182886079046,0.142857142857
6--execution,10155,0.183025368945,0.214285714286
burned-r-run,10155,0.183033632989,0.120967741935
asked-r-felt,10155,0.18322022769,0.0714285714286
asked-r-going,10155,0.18322022769,0.0714285714286
felt-r-going,10155,0.18322022769,0.0714285714286
shopping-r-unlicensed,10155,0.183248743337,0.214285714286
contained-r-fire,10155,0.1833166483,0.142857142857
associated-r-weather,10155,0.183536739214,0.142857142857
affected--outage,10155,0.18358199778,0.155844155844
check in .-r-shopping,10155,0.183691578321,0.142857142857
hit--string,10155,0.18370359417,0.142857142857
escaped--on foot,10155,0.183943155407,0.285714285714
find--found,10155,0.184062463439,0.142857142857
affected-r-restore,10155,0.184064084699,0.158536585366
met--round,10155,0.184525423702,0.214285714286
asked-r-cause,10155,0.184836101953,0.142857142857
complained--problems,10155,0.185207104217,0.107142857143
p2p traffic-r-uses,10155,0.185795929051,0.142857142857
blocked--services,10155,0.185917488003,0.142857142857
interested-r-knows,10155,0.185978307283,0.214285714286
arrested--check - in,10155,0.186201208578,0.0714285714286
arrival--received,10155,0.186238460799,0.118644067797
mobility-r-on foot,10155,0.186595582998,0.142857142857
mobility--on foot,10155,0.186595582998,0.142857142857
asked-r-think,10155,0.186710445676,0.142857142857
outage--services,10155,0.186760842314,0.121052631579
accept-r-unclear,10155,0.186800098869,0.142857142857
data link-r-provides,10155,0.186885081416,0.183673469388
received-r-repair,10155,0.186933391226,0.114285714286
checked into--violating,10155,0.18732097727,0.153846153846
altercation-r-help,10155,0.187566657045,0.142857142857
checked out--messed around,10155,0.187858566085,0.142857142857
risking--stir,10155,0.188081054628,0.0714285714286
housed-r-on the run,10155,0.188200966332,0.142857142857
victory--wins,10155,0.188833297743,0.285714285714
chose-r-remain,10155,0.188943372907,0.214285714286
making off-r-worth,10155,0.189294466453,0.183673469388
burned-r-housed,10155,0.189611701917,0.142857142857
drive--ran,10155,0.189772489916,0.166666666667
anonymous-r-grabbed,10155,0.18979442228,0.108527131783
fit-r-job,10155,0.189842069933,0.214285714286
drama-r-sentence,10155,0.190184798657,0.114285714286
right-r-round,10155,0.190303880045,0.102040816327
experienced--problem,10155,0.190666619547,0.125
know-r-lie,10155,0.190734608056,0.142857142857
brought--update,10155,0.191082582295,0.142857142857
driving--treatment,10155,0.191100092252,0.142857142857
received-r-received,10155,0.191192063727,0.142857142857
normal-r-working,10155,0.191248178158,0.142857142857
convicted--escaped,10155,0.191389690082,0.142857142857
normal-r-traffic priorities,10155,0.191445615362,0.142857142857
altercation-r-sought,10155,0.191540475107,0.142857142857
cornered-r-landed,10155,0.191778030814,0.171428571429
check into--fleeing,10155,0.191868526889,0.285714285714
call--mobilization,10155,0.192078488201,0.142857142857
arson--denied,10155,0.192371750273,0.214285714286
filed--judgment,10155,0.192399521992,0.142857142857
online--up to 83%,10155,0.192490888414,0.142857142857
landing--stepped up,10155,0.192879748894,0.142857142857
hand-r-putting down,10155,0.193008278669,0.0714285714286
bringing--brought,10155,0.193341717397,0.131578947368
needs--work,10155,0.193390943808,0.142857142857
rehab-r-signed,10155,0.194402089684,0.142857142857
owned by-r-services,10155,0.19447909895,0.107142857143
checked out-r-risking,10155,0.194887213174,0.142857142857
one--pulling off,10155,0.194917036122,0.142857142857
checked out-r-jail time,10155,0.195320139483,0.214285714286
fire--suspicion,10155,0.195552319515,0.142857142857
attributed-r-experienced,10155,0.1955994768,0.142857142857
fled--on foot,10155,0.196281823935,0.166666666667
arson-r-charged,10155,0.196298962311,0.220779220779
fired--move,10155,0.19639819232,0.142857142857
knocking out--rounds,10155,0.196405431054,0.0714285714286
arrested-r-check - in,10155,0.196599931973,0.142857142857
break-r-traffic,10155,0.19678605456,0.142857142857
call - out--permits,10155,0.196914888856,0.142857142857
a rehab facility--enter,10155,0.197017004472,0.0714285714286
fooled-r-pretending,10155,0.197152522671,0.230769230769
imprisoned--rape,10155,0.197687830141,0.0974576271186
make off-r-smash,10155,0.198128095549,0.171428571429
fire--identify,10155,0.19883434354,0.142857142857
received--suffered,10155,0.199237941313,0.142857142857
arrival-r-received,10155,0.199360469345,0.183908045977
problems-r-resolved,10155,0.199381414232,0.234234234234
move-r-needed,10155,0.199676156587,0.142857142857
checked in-r-received,10155,0.199698246831,0.142857142857
checked in-r-hearing,10155,0.199698246831,0.142857142857
chance-r-suspected,10155,0.199698246831,0.142857142857
adsl internet connections--state - owned,10155,0.199884432216,0.142857142857
extended--run,10155,0.199936866618,0.214285714286
duties-r-served,10155,0.200129730913,0.142857142857
call-r-investigation,10155,0.200212688713,0.142857142857
chants--round,10155,0.200567526847,0.1
approved-r-checked into,10155,0.200616795639,0.357142857143
sentence-r-stint,10155,0.200662832012,0.142857142857
checked into-r-rehab,10155,0.200869603465,0.173611111111
repair time--weather conditions,10155,0.201247003279,0.114285714286
flight--getting,10155,0.20139609862,0.142857142857
happier-r-played,10155,0.201452762331,0.142857142857
arrests--made,10155,0.201795836452,0.214285714286
break up-r-sentences,10155,0.202141186244,0.142857142857
break up--survived,10155,0.202160192058,0.142857142857
affect-r-communications,10155,0.202281996238,0.142857142857
blocking-r-services,10155,0.202430125853,0.142857142857
dissolve--moved to,10155,0.20260595446,0.214285714286
experience--problems,10155,0.202869709225,0.116883116883
allowing-r-transfer,10155,0.203335410079,0.142857142857
landing--third,10155,0.203365433729,0.0714285714286
landing-r-third,10155,0.203365433729,0.0714285714286
mobilization-r-notified,10155,0.203438679318,0.16
frame-r-looking,10155,0.203454339872,0.0714285714286
frame--looking,10155,0.203454339872,0.0714285714286
looking--round,10155,0.203454339872,0.0714285714286
round-r-survived,10155,0.203454339872,0.0714285714286
appeared-r-frame,10155,0.203454339872,0.0714285714286
appeared--frame,10155,0.203454339872,0.0714285714286
charges--sentence,10155,0.203801960597,0.214285714286
escapes-r-pulls,10155,0.203882824779,0.214285714286
met--rounds,10155,0.203921489842,0.214285714286
outage-r-unplanned,10155,0.20408963803,0.214285714286
fled--used,10155,0.204140146866,0.142857142857
getting--messed around,10155,0.204220945942,0.142857142857
committed-r-known,10155,0.204437327942,0.0714285714286
fired--known,10155,0.204437327942,0.0714285714286
make off--valued,10155,0.204851432861,0.238095238095
checked out--probation,10155,0.205174283479,0.142857142857
decided-r-named,10155,0.205174283479,0.142857142857
action-r-on the run,10155,0.205307929301,0.214285714286
ensure--monitor,10155,0.205349689058,0.142857142857
rounds-r-stopping,10155,0.205714707048,0.0714285714286
recommended--termination,10155,0.205944747458,0.142857142857
downtime-r-downtime,10155,0.205950812743,0.142857142857
ordered-r-sanctioned,10155,0.206023681838,0.142857142857
up to 83%-r-update,10155,0.206048934884,0.214285714286
convicted--received,10155,0.206551080835,0.142857142857
connections--fire,10155,0.207083722938,0.285714285714
added-r-serving,10155,0.207247845299,0.142857142857
6-r-stops,10155,0.207503125917,0.142857142857
placement-r-send,10155,0.207829452146,0.107142857143
downtime--experienced,10155,0.208019104605,0.161904761905
had enough--stay,10155,0.208098885951,0.142857142857
serve-r-without,10155,0.208276924082,0.142857142857
checks into-r-unapproved,10155,0.208402026813,0.357142857143
loss-r-telecommunications,10155,0.208802640529,0.146341463415
making off--worth,10155,0.208856603033,0.214285714286
monitor--normally,10155,0.209313702673,0.142857142857
data link-r-problem,10155,0.209395704106,0.142857142857
enter-r-order,10155,0.20949357841,0.214285714286
adsl internet connections--responsible,10155,0.209743227488,0.142857142857
held hostage--pulled on,10155,0.209856352109,0.142857142857
capacity--securing,10155,0.209924169346,0.214285714286
hiring-r-rehab,10155,0.210164617432,0.214285714286
fired-r-hooked up,10155,0.210229714613,0.285714285714
blaze-r-tackled,10155,0.210687428968,0.214285714286
crash--sentence,10155,0.21074184223,0.0714285714286
escaped-r-find,10155,0.210785070066,0.142857142857
held hostage--sentenced,10155,0.210967796986,0.142857142857
decided--rehire,10155,0.211005251697,0.142857142857
perform--treatment,10155,0.211076953307,0.114285714286
commit-r-imprisoned,10155,0.211551963252,0.107142857143
stable-r-traffic,10155,0.211898443837,0.142857142857
conviction-r-serving,10155,0.211989140489,0.142857142857
arrest--violating,10155,0.212087509144,0.214285714286
capacity--normal,10155,0.212309825011,0.214285714286
register--treatment,10155,0.212323895398,0.142857142857
custody--escaped,10155,0.212401201909,0.214285714286
making off--smashing,10155,0.21264101539,0.127819548872
defeats--rounds,10155,0.212859346989,0.214285714286
implement--use,10155,0.212885333894,0.166666666667
capacity-r-restore,10155,0.213163859636,0.214285714286
heist-r-string,10155,0.213427806408,0.142857142857
hit-r-string,10155,0.213427806408,0.142857142857
