!amt_annotation_ids	!amt_worker_ids	orig_id	response	gold	start	end
K16ZZRY4R3PZ7FY2CYVZAYSANT4RBWAEKG145RS0	ARU7VWGSD4JZ2	7:0@24@wsj/01/wsj_0174@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
K16ZZRY4R3PZ7FY2CYVZCYYP3NZ21WKZTGYSVB70	A2I0IBVWK89BLW	7:0@24@wsj/01/wsj_0174@wsj@en@on	2	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
K16ZZRY4R3PZ7FY2CYVZC1QZY3Y9GH8WWAX5E9TZ	A1M0SEWUJYX9K0	8:0@0@wsj/01/wsj_0147@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
K16ZZRY4R3PZ7FY2CYVZGVWZ51ZQK9DC0GZDZZ8Z	A26A3WWGG1I286	8:0@0@wsj/01/wsj_0147@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
K16ZZRY4R3PZ7FY2CYVZDYT4YNYMJBPZZFZBBW0Z	A11DKC2IJVECXO	8:0@0@wsj/01/wsj_0147@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
K16ZZRY4R3PZ7FY2CYVZN0M8W5NZ0WJZXBYDJWZZ	A3SVC0WZT6RXIK	8:0@0@wsj/01/wsj_0147@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
K16ZZRY4R3PZ7FY2CYVZVXKZRGY3KY5ZXWZR08W0	A1GU06JS1S3NEI	8:0@0@wsj/01/wsj_0147@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
K16ZZRY4R3PZ7FY2CYVZKWY4HS4P7RMZWCZNNWD0	AKCPVJ2PBIDHN	8:0@0@wsj/01/wsj_0147@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
K16ZZRY4R3PZ7FY2CYVZNYE44QY070XPVGYZ382Z	AS51Z6DBWM9JM	8:0@0@wsj/01/wsj_0147@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
K16ZZRY4R3PZ7FY2CYVZ8A3CTYS8MH2G4Q5DWY7Z	A1IPYTPXLQ5CRP	8:0@0@wsj/01/wsj_0147@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
K16ZZRY4R3PZ7FY2CYVZAYSANT4RBWAEKG145RS0	ARU7VWGSD4JZ2	8:0@0@wsj/01/wsj_0147@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
K16ZZRY4R3PZ7FY2CYVZCYYP3NZ21WKZTGYSVB70	A2I0IBVWK89BLW	8:0@0@wsj/01/wsj_0147@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z7RQZ3F4WXXYA28WJZRW0	A2M5QAJ3DHLJ5K	9:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZJ8QZV3M49WXZVX8PAWSZ	A1M0SEWUJYX9K0	9:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZVJ8ZRBZ71H9663XDMX70	A1COEWJPEK7SLZ	9:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z4WYZR1YFGJ4G7YZ25ZV0	A3SVC0WZT6RXIK	9:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZB25ZM9G88G6ZQ5Z6PWF0	A10AKCTRPMAQQN	9:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z933ZWAR7KW5ZKWM25BB0	AHN23PP23PHZK	9:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZKWHMTWGA8YNE4SG7MYK0	AKCPVJ2PBIDHN	9:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z7AAPQ3W2BXB4Z45F4XEZ	AS51Z6DBWM9JM	9:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZY11TGQYXKWH2XWNP2XY0	ARU7VWGSD4JZ2	9:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z7ZWGPJY6JY3Z5PMB5X5Z	A3JQ6UU1DQCDKL	9:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z7RQZ3F4WXXYA28WJZRW0	A2M5QAJ3DHLJ5K	44:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZJ8QZV3M49WXZVX8PAWSZ	A1M0SEWUJYX9K0	44:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZVJ8ZRBZ71H9663XDMX70	A1COEWJPEK7SLZ	44:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z4WYZR1YFGJ4G7YZ25ZV0	A3SVC0WZT6RXIK	44:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZB25ZM9G88G6ZQ5Z6PWF0	A10AKCTRPMAQQN	44:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z933ZWAR7KW5ZKWM25BB0	AHN23PP23PHZK	44:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZKWHMTWGA8YNE4SG7MYK0	AKCPVJ2PBIDHN	44:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z7AAPQ3W2BXB4Z45F4XEZ	AS51Z6DBWM9JM	44:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0ZY11TGQYXKWH2XWNP2XY0	ARU7VWGSD4JZ2	44:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
0WVZTXZT133ZVPZHQR0Z7ZWGPJY6JY3Z5PMB5X5Z	A3JQ6UU1DQCDKL	44:0@30@wsj/01/wsj_0112@wsj@en@on	3	3	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ3G1MMEMCAX3ZV4Z59WM0	A1COEWJPEK7SLZ	32:0@9@wsj/23/wsj_2300@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZCHCG5SZAVJXTZMZ58SW0	A3SVC0WZT6RXIK	32:0@9@wsj/23/wsj_2300@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZH3KCVZ901JCZW5ZBKXVZ	AKCPVJ2PBIDHN	32:0@9@wsj/23/wsj_2300@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZX9DJW2C40G6ZHSY83WYZ	A26A3WWGG1I286	32:0@9@wsj/23/wsj_2300@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ6KRZ4HYPYKQZPFGK02MZ	A1M1KL420Y1O93	32:0@9@wsj/23/wsj_2300@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZHYDYGPYD0J5ZRTY32Z80	A10AKCTRPMAQQN	32:0@9@wsj/23/wsj_2300@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZERNZX3ZC386ASJZDRH70	A2M5QAJ3DHLJ5K	32:0@9@wsj/23/wsj_2300@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZA0RZVZ449XEZYJX6BZZ0	ARU7VWGSD4JZ2	32:0@9@wsj/23/wsj_2300@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZVZJAGD4X8V3JMHZSYBAZ	AH02ZNR6AGX8J	32:0@9@wsj/23/wsj_2300@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ3H4RWMZTRX8ZJTYNVW0Z	A3JQ6UU1DQCDKL	32:0@9@wsj/23/wsj_2300@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ3G1MMEMCAX3ZV4Z59WM0	A1COEWJPEK7SLZ	4:0@1@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZCHCG5SZAVJXTZMZ58SW0	A3SVC0WZT6RXIK	4:0@1@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZH3KCVZ901JCZW5ZBKXVZ	AKCPVJ2PBIDHN	4:0@1@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZX9DJW2C40G6ZHSY83WYZ	A26A3WWGG1I286	4:0@1@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ6KRZ4HYPYKQZPFGK02MZ	A1M1KL420Y1O93	4:0@1@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZHYDYGPYD0J5ZRTY32Z80	A10AKCTRPMAQQN	4:0@1@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZERNZX3ZC386ASJZDRH70	A2M5QAJ3DHLJ5K	4:0@1@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZA0RZVZ449XEZYJX6BZZ0	ARU7VWGSD4JZ2	4:0@1@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZVZJAGD4X8V3JMHZSYBAZ	AH02ZNR6AGX8J	4:0@1@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ3H4RWMZTRX8ZJTYNVW0Z	A3JQ6UU1DQCDKL	4:0@1@wsj/23/wsj_2308@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ3G1MMEMCAX3ZV4Z59WM0	A1COEWJPEK7SLZ	5:0@21@wsj/23/wsj_2338@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZCHCG5SZAVJXTZMZ58SW0	A3SVC0WZT6RXIK	5:0@21@wsj/23/wsj_2338@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZH3KCVZ901JCZW5ZBKXVZ	AKCPVJ2PBIDHN	5:0@21@wsj/23/wsj_2338@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZX9DJW2C40G6ZHSY83WYZ	A26A3WWGG1I286	5:0@21@wsj/23/wsj_2338@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ6KRZ4HYPYKQZPFGK02MZ	A1M1KL420Y1O93	5:0@21@wsj/23/wsj_2338@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZHYDYGPYD0J5ZRTY32Z80	A10AKCTRPMAQQN	5:0@21@wsj/23/wsj_2338@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZERNZX3ZC386ASJZDRH70	A2M5QAJ3DHLJ5K	5:0@21@wsj/23/wsj_2338@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZA0RZVZ449XEZYJX6BZZ0	ARU7VWGSD4JZ2	5:0@21@wsj/23/wsj_2338@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZVZJAGD4X8V3JMHZSYBAZ	AH02ZNR6AGX8J	5:0@21@wsj/23/wsj_2338@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ3H4RWMZTRX8ZJTYNVW0Z	A3JQ6UU1DQCDKL	5:0@21@wsj/23/wsj_2338@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ3G1MMEMCAX3ZV4Z59WM0	A1COEWJPEK7SLZ	13:0@7@wsj/23/wsj_2342@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZCHCG5SZAVJXTZMZ58SW0	A3SVC0WZT6RXIK	13:0@7@wsj/23/wsj_2342@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZH3KCVZ901JCZW5ZBKXVZ	AKCPVJ2PBIDHN	13:0@7@wsj/23/wsj_2342@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZX9DJW2C40G6ZHSY83WYZ	A26A3WWGG1I286	13:0@7@wsj/23/wsj_2342@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ6KRZ4HYPYKQZPFGK02MZ	A1M1KL420Y1O93	13:0@7@wsj/23/wsj_2342@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZHYDYGPYD0J5ZRTY32Z80	A10AKCTRPMAQQN	13:0@7@wsj/23/wsj_2342@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZERNZX3ZC386ASJZDRH70	A2M5QAJ3DHLJ5K	13:0@7@wsj/23/wsj_2342@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZA0RZVZ449XEZYJX6BZZ0	ARU7VWGSD4JZ2	13:0@7@wsj/23/wsj_2342@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZVZJAGD4X8V3JMHZSYBAZ	AH02ZNR6AGX8J	13:0@7@wsj/23/wsj_2342@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ3H4RWMZTRX8ZJTYNVW0Z	A3JQ6UU1DQCDKL	13:0@7@wsj/23/wsj_2342@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ3G1MMEMCAX3ZV4Z59WM0	A1COEWJPEK7SLZ	30:0@2@wsj/23/wsj_2324@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZCHCG5SZAVJXTZMZ58SW0	A3SVC0WZT6RXIK	30:0@2@wsj/23/wsj_2324@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZH3KCVZ901JCZW5ZBKXVZ	AKCPVJ2PBIDHN	30:0@2@wsj/23/wsj_2324@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZX9DJW2C40G6ZHSY83WYZ	A26A3WWGG1I286	30:0@2@wsj/23/wsj_2324@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ6KRZ4HYPYKQZPFGK02MZ	A1M1KL420Y1O93	30:0@2@wsj/23/wsj_2324@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZHYDYGPYD0J5ZRTY32Z80	A10AKCTRPMAQQN	30:0@2@wsj/23/wsj_2324@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZERNZX3ZC386ASJZDRH70	A2M5QAJ3DHLJ5K	30:0@2@wsj/23/wsj_2324@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZA0RZVZ449XEZYJX6BZZ0	ARU7VWGSD4JZ2	30:0@2@wsj/23/wsj_2324@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZVZJAGD4X8V3JMHZSYBAZ	AH02ZNR6AGX8J	30:0@2@wsj/23/wsj_2324@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
V0SZW04HYGCZRK89MZPZ3H4RWMZTRX8ZJTYNVW0Z	A3JQ6UU1DQCDKL	30:0@2@wsj/23/wsj_2324@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZCT2ZTKZHZA62XX0CSTVZ	A3SVC0WZT6RXIK	24:0@24@wsj/23/wsj_2381@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZ3Y5ZYTYYCZTZJ4ZSH010	A3DDC8XOWTIVFR	24:0@24@wsj/23/wsj_2381@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZCHEZ2FWVRXEWZ1NVJ2NZ	A14X3D8OM037XM	24:0@24@wsj/23/wsj_2381@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZ6YHZW1NQP3FJZ15SGGKZ	A2C7AMSJDELC7S	24:0@24@wsj/23/wsj_2381@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZ8AD4KKHX8AWZRKY7XXKZ	A1COEWJPEK7SLZ	24:0@24@wsj/23/wsj_2381@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZ6B3WWTZR6T6ZTWYFS1SZ	A1M0SEWUJYX9K0	24:0@24@wsj/23/wsj_2381@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZKB2CTDY3M9WZT8ZV8T2Z	A11DKC2IJVECXO	24:0@24@wsj/23/wsj_2381@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZHZ3WTV8B3W6Z1TM6TXY0	A10AKCTRPMAQQN	24:0@24@wsj/23/wsj_2381@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZFY4ZNV177YYJYKZPGY80	AKCPVJ2PBIDHN	24:0@24@wsj/23/wsj_2381@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
P2NJYZDJJYDYZEXK0KHZ7B86R8Z2KZSZ3YY0E9E0	ARU7VWGSD4JZ2	24:0@24@wsj/23/wsj_2381@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK04ZHZJB5JQAGZ7N1JPY1Z	A14X3D8OM037XM	2:0@21@wsj/22/wsj_2278@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK07WHZ56ZEBY4MTWMGWXKZ	A2C7AMSJDELC7S	2:0@21@wsj/22/wsj_2278@wsj@en@on	2	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK010862R0D6W3TSS4MHX30	AQBGA6XDZ7YFN	2:0@21@wsj/22/wsj_2278@wsj@en@on	2	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK0NARZSYMYASWWXAZS2WWZ	ATDS9GURXSQD6	2:0@21@wsj/22/wsj_2278@wsj@en@on	2	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK09YP8RB1ZWAPZY8YACZ1Z	A1COEWJPEK7SLZ	2:0@21@wsj/22/wsj_2278@wsj@en@on	2	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK07Y4ZZBZJ0WPZ7RNNE290	A1M0SEWUJYX9K0	2:0@21@wsj/22/wsj_2278@wsj@en@on	2	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK0ZBZZVFMACWGZ25YNAXJ0	A6OX54HNH300Z	2:0@21@wsj/22/wsj_2278@wsj@en@on	2	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK0AWHET10RAW0ZRJ4VZJZ0	A26A3WWGG1I286	2:0@21@wsj/22/wsj_2278@wsj@en@on	2	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK05JHTV6Y6VW3WYAYX0Y40	A3SVC0WZT6RXIK	2:0@21@wsj/22/wsj_2278@wsj@en@on	2	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK0JS1ZY2DBJW2ZM7G6PT2Z	ARU7VWGSD4JZ2	2:0@21@wsj/22/wsj_2278@wsj@en@on	2	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK04ZHZJB5JQAGZ7N1JPY1Z	A14X3D8OM037XM	13:0@25@wsj/22/wsj_2225@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK07WHZ56ZEBY4MTWMGWXKZ	A2C7AMSJDELC7S	13:0@25@wsj/22/wsj_2225@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK010862R0D6W3TSS4MHX30	AQBGA6XDZ7YFN	13:0@25@wsj/22/wsj_2225@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK0NARZSYMYASWWXAZS2WWZ	ATDS9GURXSQD6	13:0@25@wsj/22/wsj_2225@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
YYFZ6YCAK86RJWY24TK09YP8RB1ZWAPZY8YACZ1Z	A1COEWJPEK7SLZ	13:0@25@wsj/22/wsj_2225@wsj@en@on	1	1	Mon Mar 25 07:39:42 PDT 2019	Mon Mar 25 07:41:05 PDT 2019
