unit,duration,input.ctunitid,input.subtitles,input.videolocation,job,output.taggedinsubtitles,output.taggedinsubtitles.annotations,output.taggedinsubtitles.unique_annotations,worker,uqs,unit_annotation_score,uqs_initial,unit_annotation_score_initial
1856663401,47.95,entity/admin/unit/8862,"How close does that sound to the Kentucky accent where they talk like that and I'm talking like this?  Regardless, R-dropping probably can't be the shortcut that white actors use",https://joran.org/ct/entity.admin.unit.2848/8862.mp4,../data/person-video-highlight,"Counter({'accent': 14, 'Kentucky': 13, ""I'm"": 10, 'they': 9, 'like': 9, 'actors': 8, 'talk': 8, 'that': 7, 'talking': 7, 'R-dropping': 5, 'white': 4, 'this?': 4, 'and': 3, 'sound': 3, 'the': 3, '': 2, 'How': 2, 'close': 2, 'to': 2, 'does': 2, 'Regardless': 2, 'where': 2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 1})",122,23,20,0.358397487155,"Counter({'accent': 0.7839936858100686, 'Kentucky': 0.7182405446047556, 'like': 0.5666917394555812, ""I'm"": 0.5331332296654532, 'they': 0.4726505012816296, 'talk': 0.464104186962345, 'that': 0.44428615420257117, 'talking': 0.423898741130066, 'actors': 0.3417007278481022, 'this?': 0.26324314681165106, 'R-dropping': 0.2603251709864926, 'sound': 0.19908507606513315, 'the': 0.1983791889926264, 'white': 0.1950619702459879, 'and': 0.18033712031841348, '': 0.14013167448613445, 'How': 0.14013167448613445, 'close': 0.14013167448613445, 'to': 0.14013167448613445, 'does': 0.14013167448613445, 'Regardless': 0.14013167448613445, 'where': 0.14013167448613445, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.022278059225932578})",0.319446996157,"Counter({'accent': 0.7, 'Kentucky': 0.65, ""I'm"": 0.5, 'they': 0.45, 'like': 0.45, 'actors': 0.4, 'talk': 0.4, 'that': 0.35, 'talking': 0.35, 'R-dropping': 0.25, 'white': 0.2, 'this?': 0.2, 'and': 0.15, 'sound': 0.15, 'the': 0.15, '': 0.1, 'How': 0.1, 'close': 0.1, 'to': 0.1, 'does': 0.1, 'Regardless': 0.1, 'where': 0.1, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05})"
1856663402,113.6,entity/admin/unit/8868,"speech, /ay/ is a one-part vowel in many cases, sounding more like ah than ay.  Five   and",https://joran.org/ct/entity.admin.unit.2848/8868.mp4,../data/person-video-highlight,"Counter({'': 14, 'speech': 11, 'vowel': 8, 'one-part': 6, 'ay.': 5, 'ah': 5, '/ay/': 5, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 4, 'many': 4, 'than': 4, 'a': 3, 'like': 3, 'sounding': 3, 'in': 3, 'cases': 3, 'is': 3, 'more': 3})",87,17,20,0.315080221181,"Counter({'': 0.7950326383853551, 'speech': 0.6011261784031134, 'vowel': 0.4822688313226158, 'one-part': 0.37198673353798806, 'ay.': 0.32756920322683736, 'ah': 0.32756920322683736, '/ay/': 0.3202587663775253, 'than': 0.2788884585017107, 'many': 0.2611674356734276, 'like': 0.21030077037581185, 'sounding': 0.21030077037581185, 'more': 0.21030077037581185, 'a': 0.1939064599822417, 'in': 0.1939064599822417, 'cases': 0.1939064599822417, 'is': 0.1939064599822417, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.13041839365728464})",0.28419759819,"Counter({'': 0.7, 'speech': 0.55, 'vowel': 0.4, 'one-part': 0.3, 'ay.': 0.25, 'ah': 0.25, '/ay/': 0.25, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.2, 'many': 0.2, 'than': 0.2, 'a': 0.15, 'like': 0.15, 'in': 0.15, 'cases': 0.15, 'sounding': 0.15, 'is': 0.15, 'more': 0.15})"
1856663403,108.6,entity/admin/unit/8872,"be aware of. Most Southerners only do ay-ungliding before what's called voiced consonants, or at the end of a word. The difference between voiced and voiceless consonants is whether your vocal chords vibrate when you say them, and ay-ungliding before voiceless consonants is stereotyped in the South as a less-educated way of speaking.  But I don't want your life. ",https://joran.org/ct/entity.admin.unit.2848/8872.mp4,../data/person-video-highlight,"Counter({'Southerners': 18, 'consonants': 17, 'is': 13, '': 12, 'voiced': 11, 'your': 11, 'chords': 11, 'vocal': 10, 'ay-ungliding': 9, 'voiceless': 9, 'you': 8, 'less-educated': 8, 'of': 8, 'and': 6, 'speaking.': 6, 'before': 6, 'vibrate': 6, 'a': 6, 'whether': 6, 'the': 6, 'Most': 5, 'between': 5, 'do': 4, 'when': 4, 'word.': 4, 'say': 4, 'at': 4, 'end': 4, 'of.': 4, 'only': 4, 'way': 4, 'be': 4, 'them': 4, ""what's"": 4, 'stereotyped': 4, 'aware': 4, 'The': 4, 'difference': 4, 'called': 4, 'or': 4, 'South': 3, 'in': 2, 'as': 2, 'I': 1, 'life.': 1})",278,45,20,0.350071768221,"Counter({'consonants': 1.0666863326977756, 'Southerners': 0.9179385271651501, 'is': 0.8901807829951837, '': 0.7521915607293235, 'voiced': 0.7386118897274531, 'chords': 0.6829292593446934, 'your': 0.6239840876530991, 'vocal': 0.6076070497357384, 'ay-ungliding': 0.5970354097927977, 'voiceless': 0.5892279206845092, 'of': 0.5547825251871988, 'less-educated': 0.4830768865272381, 'and': 0.43183228154534326, 'before': 0.43183228154534326, 'a': 0.43183228154534326, 'the': 0.43183228154534326, 'you': 0.4236255901552373, 'whether': 0.4129969881032031, 'vibrate': 0.39963858796519236, 'speaking.': 0.374311253762578, 'between': 0.3475186307532259, 'Most': 0.3294308318425098, 'be': 0.2820402734032488, 'word.': 0.2820402734032488, 'at': 0.2820402734032488, 'end': 0.2820402734032488, 'of.': 0.2820402734032488, 'only': 0.2820402734032488, 'do': 0.2820402734032488, ""what's"": 0.2820402734032488, 'aware': 0.2820402734032488, 'The': 0.2820402734032488, 'difference': 0.2820402734032488, 'or': 0.2820402734032488, 'called': 0.2820402734032488, 'when': 0.27473314871605703, 'say': 0.27473314871605703, 'them': 0.27473314871605703, 'way': 0.2727422517839501, 'stereotyped': 0.2621758328066755, 'South': 0.2060256901301994, 'in': 0.14979200814209453, 'as': 0.14979200814209453, 'life.': 0.05623368198810485, 'I': 0.030877437632239733})",0.329889495687,"Counter({'Southerners': 0.9, 'consonants': 0.85, 'is': 0.65, '': 0.6, 'voiced': 0.55, 'your': 0.55, 'chords': 0.55, 'vocal': 0.5, 'ay-ungliding': 0.45, 'voiceless': 0.45, 'you': 0.4, 'less-educated': 0.4, 'of': 0.4, 'and': 0.3, 'speaking.': 0.3, 'before': 0.3, 'vibrate': 0.3, 'a': 0.3, 'whether': 0.3, 'the': 0.3, 'Most': 0.25, 'between': 0.25, 'be': 0.2, 'when': 0.2, 'word.': 0.2, 'say': 0.2, 'at': 0.2, 'end': 0.2, 'of.': 0.2, 'only': 0.2, 'way': 0.2, 'do': 0.2, 'them': 0.2, ""what's"": 0.2, 'stereotyped': 0.2, 'aware': 0.2, 'The': 0.2, 'difference': 0.2, 'or': 0.2, 'called': 0.2, 'South': 0.15, 'in': 0.1, 'as': 0.1, 'I': 0.05, 'life.': 0.05})"
1856663404,27.1,entity/admin/unit/8878,men.  As do the vowels pronounced in the back of the mouth like go and boot.  Thank you. ,https://joran.org/ct/entity.admin.unit.2848/8878.mp4,../data/person-video-highlight,"Counter({'men.': 6, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 6, 'mouth': 6, 'pronounced': 3, 'As': 2, 'you.': 1, 'vowels': 1})",25,7,20,0.199507985593,"Counter({'mouth': 0.32194591919625265, 'men.': 0.31851275236462084, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.23244022492756455, 'pronounced': 0.19231660356955826, 'As': 0.13562424167535553, 'vowels': 0.05348770089331632, 'you.': 0.04531874296950025})",0.213115605821,"Counter({'men.': 0.3, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.3, 'mouth': 0.3, 'pronounced': 0.15, 'As': 0.1, 'you.': 0.05, 'vowels': 0.05})"
1856663405,27.85,entity/admin/unit/8883,"But if you're an actor from the North or the West, the vowels are really the key",https://joran.org/ct/entity.admin.unit.2848/8883.mp4,../data/person-video-highlight,"Counter({'actor': 16, ""you're"": 7, 'an': 5, 'from': 4, 'But': 4, 'North': 4, 'if': 4, '': 3, 'West': 3, 'vowels': 3, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 1})",54,11,20,0.418748326313,"Counter({'actor': 0.8201074091076919, ""you're"": 0.4273226256863788, 'an': 0.34021150606603423, 'from': 0.2820402734032488, 'But': 0.2820402734032488, 'if': 0.2820402734032488, 'North': 0.1833069692975397, '': 0.15739563913916602, 'West': 0.15739563913916602, 'vowels': 0.13858797602940803, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05281930358287347})",0.417459891964,"Counter({'actor': 0.8, ""you're"": 0.35, 'an': 0.25, 'from': 0.2, 'But': 0.2, 'North': 0.2, 'if': 0.2, '': 0.15, 'West': 0.15, 'vowels': 0.15, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.05})"
1856663406,65.8,entity/admin/unit/9002,captures a strange marking across the arid plains of Bolivia what would create,https://joran.org/ct/entity.admin.unit.2833/9002.mp4,../data/person-video-highlight,"Counter({'Bolivia': 10, 'marking': 9, 'plains': 9, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 8, 'arid': 7, 'strange': 6, 'of': 4, 'the': 3, 'across': 3, 'a': 2, 'captures': 2})",63,11,20,0.376314222769,"Counter({'Bolivia': 0.6266604433826172, 'plains': 0.6028644599491424, 'marking': 0.5825397984979576, 'arid': 0.4924486359431477, 'strange': 0.42620209261852404, 'of': 0.31050534535731317, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.26008224076712066, 'the': 0.23641898846837806, 'across': 0.23641898846837806, 'a': 0.1600556857228782, 'captures': 0.1600556857228782})",0.342323319426,"Counter({'Bolivia': 0.5, 'marking': 0.45, 'plains': 0.45, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.4, 'arid': 0.35, 'strange': 0.3, 'of': 0.2, 'the': 0.15, 'across': 0.15, 'a': 0.1, 'captures': 0.1})"
1856663407,87.15,entity/admin/unit/9005,of the answer may lie in the mining history of mineral-rich Bolivia and neighboring Chile the Atacama Desert is,https://joran.org/ct/entity.admin.unit.2833/9005.mp4,../data/person-video-highlight,"Counter({'Bolivia': 10, 'mining': 8, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 8, 'history': 7, 'mineral-rich': 6, 'Chile': 6, 'neighboring': 4, 'of': 3, 'answer': 3, 'the': 3, 'and': 2, 'lie': 2, 'may': 2, 'in': 2, 'Desert': 2, 'Atacama': 1})",69,16,20,0.298631913367,"Counter({'Bolivia': 0.5886418075262522, 'mining': 0.4664437522294128, 'history': 0.4370364697239517, 'mineral-rich': 0.39276323331492596, 'Chile': 0.3881452483902335, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.30098693626513656, 'neighboring': 0.28054307620947416, 'of': 0.20690513379449785, 'the': 0.20690513379449785, 'answer': 0.19100160236748703, 'Desert': 0.14003695892459744, 'and': 0.1339272235791284, 'lie': 0.1339272235791284, 'may': 0.1339272235791284, 'in': 0.1339272235791284, 'Atacama': 0.07441738830719247})",0.304608947428,"Counter({'Bolivia': 0.5, 'mining': 0.4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.4, 'history': 0.35, 'Chile': 0.3, 'mineral-rich': 0.3, 'neighboring': 0.2, 'of': 0.15, 'answer': 0.15, 'the': 0.15, 'and': 0.1, 'lie': 0.1, 'Desert': 0.1, 'may': 0.1, 'in': 0.1, 'Atacama': 0.05})"
1856663408,43.7,entity/admin/unit/9007,growth very few animals there is however,https://joran.org/ct/entity.admin.unit.2833/9007.mp4,../data/person-video-highlight,"Counter({'animals': 14, 'few': 8, 'very': 7, 'growth': 7, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 5})",41,5,20,0.488426722085,"Counter({'animals': 0.7938114001113097, 'few': 0.4979626127880596, 'very': 0.45780982062797776, 'growth': 0.43954516281210293, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.1660358077286084})",0.412439926598,"Counter({'animals': 0.7, 'few': 0.4, 'very': 0.35, 'growth': 0.35, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.25})"
1856663409,28.15,entity/admin/unit/9010,reserves there is a long history of,https://joran.org/ct/entity.admin.unit.2833/9010.mp4,../data/person-video-highlight,"Counter({'\xe2\x80\x9cno_highlight\xe2\x80\x9d': 11, 'reserves': 7, 'history': 3, 'there': 1, 'long': 1})",23,5,20,0.351894783805,"Counter({'\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.4544644161121345, 'reserves': 0.4394429441140555, 'history': 0.17180030863741233, 'there': 0.07396147589695759, 'long': 0.06073780972408405})",0.392027796707,"Counter({'\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.55, 'reserves': 0.35, 'history': 0.15, 'there': 0.05, 'long': 0.05})"
1856663410,32.3,entity/admin/unit/9012,I understand that much of the gunpowder,https://joran.org/ct/entity.admin.unit.2833/9012.mp4,../data/person-video-highlight,"Counter({'I': 8, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 7, 'gunpowder': 6, 'understand': 2})",23,4,20,0.299745983364,"Counter({'I': 0.43598827913846333, 'gunpowder': 0.35840321131167946, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.25681729536038117, 'understand': 0.12922676560468516})",0.30074808223,"Counter({'I': 0.4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.35, 'gunpowder': 0.3, 'understand': 0.1})"
1856663411,57.25,entity/admin/unit/9014,World War one that was manufactured with,https://joran.org/ct/entity.admin.unit.2833/9014.mp4,../data/person-video-highlight,"Counter({'War': 13, 'World': 12, 'one': 11, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 7, 'that': 1})",44,5,20,0.551223950629,"Counter({'War': 0.7380497302102145, 'World': 0.711432975935311, 'one': 0.6627522312101842, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.26195026978978536, 'that': 0.04868074472512667})",0.475060718756,"Counter({'War': 0.65, 'World': 0.6, 'one': 0.55, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.35, 'that': 0.05})"
1856663412,49.2,entity/admin/unit/9019,built to support the region's booming mining industry but in the 1930s disaster struck as the,https://joran.org/ct/entity.admin.unit.2833/9019.mp4,../data/person-video-highlight,"Counter({'mining': 10, 'industry': 9, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 8, 'booming': 6, 'the': 5, ""region's"": 4, 'built': 4, '1930s': 3, 'support': 3, 'but': 2, 'to': 2, 'in': 2, 'disaster': 1})",59,13,20,0.314183434247,"Counter({'mining': 0.6328361813315109, 'industry': 0.5722768339672661, 'booming': 0.3950116069972157, 'the': 0.34463600207238715, 'built': 0.2746716899684756, ""region's"": 0.2696415732401523, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.2581114295178412, '1930s': 0.223343306464989, 'support': 0.18694102436684285, 'but': 0.13573223855631894, 'to': 0.13573223855631894, 'in': 0.13573223855631894, 'disaster': 0.06351909674108284})",0.309169618139,"Counter({'mining': 0.5, 'industry': 0.45, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.4, 'booming': 0.3, 'the': 0.25, ""region's"": 0.2, 'built': 0.2, '1930s': 0.15, 'support': 0.15, 'but': 0.1, 'to': 0.1, 'in': 0.1, 'disaster': 0.05})"
1856663413,67.05,entity/admin/unit/9021,trains were left to rot in the desert using image enhancement the identity of the dark mark visible from space is finally revealed what I am seeing is what I would call a,https://joran.org/ct/entity.admin.unit.2833/9021.mp4,../data/person-video-highlight,"Counter({'I': 10, 'desert': 8, 'enhancement': 7, 'space': 7, 'image': 6, 'mark': 6, 'the': 6, 'visible': 5, 'were': 5, 'dark': 5, 'revealed': 5, 'trains': 5, 'left': 5, 'from': 4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 3, 'rot': 3, 'what': 3, 'to': 3, 'finally': 3, 'identity': 3, 'seeing': 2, 'am': 2, 'in': 2, 'is': 2, 'using': 2, 'of': 2})",114,26,20,0.211410882502,"Counter({'I': 0.4857468874395642, 'desert': 0.4819771293001885, 'the': 0.43171053233869794, 'space': 0.42977831933269023, 'enhancement': 0.4171545164742089, 'image': 0.3763083001816429, 'mark': 0.37448717951503907, 'visible': 0.3283918897676785, 'dark': 0.3139469662425934, 'trains': 0.31332211250101366, 'were': 0.29931860325610005, 'left': 0.29931860325610005, 'revealed': 0.2879341566399782, 'from': 0.26785167649523284, 'what': 0.20371883706040098, 'rot': 0.19821564640252748, 'to': 0.19821564640252748, 'finally': 0.19263346862845374, 'identity': 0.19052014297299052, 'in': 0.143903510779566, 'is': 0.143903510779566, 'using': 0.143903510779566, 'of': 0.143903510779566, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.12039420651062822, 'seeing': 0.11001430253007838, 'am': 0.11001430253007838})",0.186693180815,"Counter({'I': 0.5, 'desert': 0.4, 'enhancement': 0.35, 'space': 0.35, 'image': 0.3, 'mark': 0.3, 'the': 0.3, 'visible': 0.25, 'trains': 0.25, 'dark': 0.25, 'revealed': 0.25, 'were': 0.25, 'left': 0.25, 'from': 0.2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.15, 'rot': 0.15, 'what': 0.15, 'to': 0.15, 'finally': 0.15, 'identity': 0.15, 'seeing': 0.1, 'am': 0.1, 'in': 0.1, 'is': 0.1, 'using': 0.1, 'of': 0.1})"
1856663414,61.15,entity/admin/unit/9024,designated cemetery,https://joran.org/ct/entity.admin.unit.2833/9024.mp4,../data/person-video-highlight,"Counter({'cemetery': 13, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 7, 'designated': 7})",27,3,20,0.49790321531,"Counter({'cemetery': 0.7215310455090373, 'designated': 0.437061788656685, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.27846895449096276})",0.456307814789,"Counter({'cemetery': 0.65, 'designated': 0.35, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.35})"
1856663415,29.05,entity/admin/unit/9026,Bolivian Wild West,https://joran.org/ct/entity.admin.unit.2833/9026.mp4,../data/person-video-highlight,"Counter({'Bolivian': 12, 'Wild': 9, 'West': 9, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 6})",36,4,20,0.48391022678,"Counter({'Bolivian': 0.7058901656126352, 'West': 0.5545251874579931, 'Wild': 0.5478956489955223, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.18514421399567327})",0.403751646953,"Counter({'Bolivian': 0.6, 'Wild': 0.45, 'West': 0.45, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.3})"
1856663416,74.75,entity/admin/unit/11797,in I'm gonna introduce you to Zachary Crockett he first introduced me to the,https://joran.org/ct/entity.admin.unit.2784/11797.mp4,../data/person-video-highlight,"Counter({'Zachary': 20, 'Crockett': 19, 'he': 9, 'me': 6, ""I'm"": 6, 'you': 5, 'introduce': 4, 'introduced': 4, 'first': 3, 'to': 2, 'gonna': 2, 'in': 2})",82,12,20,0.67873306001,"Counter({'Zachary': 1.0, 'Crockett': 0.9651499538554283, 'he': 0.4699801668517906, 'me': 0.35237489306097686, ""I'm"": 0.32912500407750717, 'introduced': 0.28409789250727796, 'you': 0.2792615878473618, 'introduce': 0.27445314435159734, 'first': 0.2087375468889705, 'to': 0.1356242416753555, 'gonna': 0.1356242416753555, 'in': 0.1356242416753555})",0.702039003599,"Counter({'Zachary': 1.0, 'Crockett': 0.95, 'he': 0.45, 'me': 0.3, ""I'm"": 0.3, 'you': 0.25, 'introduce': 0.2, 'introduced': 0.2, 'first': 0.15, 'to': 0.1, 'gonna': 0.1, 'in': 0.1})"
1856663417,43.65,entity/admin/unit/11803,problem goes like this there's a brand new car behind one of three doors behind,https://joran.org/ct/entity.admin.unit.2784/11803.mp4,../data/person-video-highlight,"Counter({'\xe2\x80\x9cno_highlight\xe2\x80\x9d': 9, 'car': 8, 'new': 6, 'brand': 5, 'problem': 4, 'like': 3, 'this': 3, 'behind': 3, 'doors': 3, 'goes': 3, 'a': 2, 'three': 2, ""there's"": 2})",53,13,20,0.278399295346,"Counter({'car': 0.4929976445392613, 'new': 0.39145463882741416, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.36872228361909765, 'brand': 0.3295301599905123, 'problem': 0.2786037981985124, 'like': 0.2083769139935744, 'this': 0.2083769139935744, 'goes': 0.2083769139935744, 'behind': 0.19009409065750846, 'a': 0.14719389685204404, ""there's"": 0.14719389685204404, 'doors': 0.13902153353701258, 'three': 0.11176865810922691})",0.291927499804,"Counter({'\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.45, 'car': 0.4, 'new': 0.3, 'brand': 0.25, 'problem': 0.2, 'like': 0.15, 'this': 0.15, 'behind': 0.15, 'doors': 0.15, 'goes': 0.15, 'a': 0.1, ""there's"": 0.1, 'three': 0.1})"
1856663418,27.9,entity/admin/unit/11807,because he thought you were much brighter than he was that's Marilyn Vos,https://joran.org/ct/entity.admin.unit.2784/11807.mp4,../data/person-video-highlight,"Counter({'he': 21, 'Marilyn': 9, 'brighter': 8, 'you': 7, 'Vos': 5, 'thought': 5, 'much': 5, 'were': 3, 'was': 3, 'than': 3, 'because': 2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 2})",73,12,20,0.371632542415,"Counter({'he': 1.083840723817582, 'brighter': 0.509287389763175, 'Marilyn': 0.38572266319073345, 'you': 0.37349338291767986, 'much': 0.3447873755104848, 'thought': 0.33865715300333404, 'Vos': 0.2327171872546664, 'were': 0.20873754688897056, 'than': 0.20873754688897056, 'was': 0.20873754688897056, 'because': 0.13562424167535553, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.07880409998906854})",0.359531850254,"Counter({'he': 1.05, 'Marilyn': 0.45, 'brighter': 0.4, 'you': 0.35, 'thought': 0.25, 'much': 0.25, 'Vos': 0.25, 'were': 0.15, 'than': 0.15, 'was': 0.15, 'because': 0.1, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.1})"
1856663419,93.55,entity/admin/unit/11811,Records actually kept track of this she,https://joran.org/ct/entity.admin.unit.2784/11811.mp4,../data/person-video-highlight,"Counter({'Records': 10, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 6, 'she': 6, 'track': 1, 'kept': 1})",24,5,20,0.351968026143,"Counter({'Records': 0.5557086206547964, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.29287855464868817, 'she': 0.26581773934740577, 'track': 0.06477901097907009, 'kept': 0.06477901097907009})",0.333759461323,"Counter({'Records': 0.5, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.3, 'she': 0.3, 'track': 0.05, 'kept': 0.05})"
1856663420,60.85,entity/admin/unit/11814,the column was of course like here's the person with the world's highest IQ here to answer your challenging math questions this brings us to September 9th 1990 when a reader submitted to,https://joran.org/ct/entity.admin.unit.2784/11814.mp4,../data/person-video-highlight,"Counter({'person': 14, 'the': 13, 'IQ': 11, 'highest': 11, 'column': 10, ""world's"": 8, 'questions': 8, 'to': 8, 'math': 8, 'challenging': 7, 'your': 6, 'reader': 6, 'answer': 6, 'here': 5, 'with': 5, 'this': 5, 'us': 5, 'course': 4, 'was': 4, 'brings': 4, 'September': 4, ""here's"": 4, '1990': 4, 'of': 4, '9th': 4, 'like': 3})",171,26,20,0.355234515939,"Counter({'the': 0.9023011559404247, 'person': 0.7211841976336993, 'IQ': 0.6547673814923058, 'highest': 0.6496126014913405, 'column': 0.5832873991793632, 'to': 0.5640805468064974, ""world's"": 0.5092963566820764, 'questions': 0.5046191341957855, 'math': 0.49823829392324664, 'challenging': 0.44702914640445335, 'your': 0.3996385879651923, 'answer': 0.3996385879651923, 'here': 0.3488101813144257, 'this': 0.34751863075322587, 'with': 0.34681928438231885, 'us': 0.3382739553913536, 'course': 0.2820402734032487, 'was': 0.2820402734032487, 'brings': 0.2820402734032487, '1990': 0.2820402734032487, 'of': 0.2820402734032487, 'September': 0.2820402734032487, '9th': 0.2820402734032487, ""here's"": 0.2734415981548572, 'reader': 0.24338454541331, 'like': 0.21527036549207174})",0.324958720509,"Counter({'person': 0.7, 'the': 0.65, 'IQ': 0.55, 'highest': 0.55, 'column': 0.5, 'questions': 0.4, ""world's"": 0.4, 'to': 0.4, 'math': 0.4, 'challenging': 0.35, 'your': 0.3, 'reader': 0.3, 'answer': 0.3, 'this': 0.25, 'here': 0.25, 'with': 0.25, 'us': 0.25, 'course': 0.2, 'was': 0.2, 'brings': 0.2, ""here's"": 0.2, '1990': 0.2, 'of': 0.2, 'September': 0.2, '9th': 0.2, 'like': 0.15})"
1856663421,37.0,entity/admin/unit/11819,knew that she replied yes you should switch and here's why,https://joran.org/ct/entity.admin.unit.2784/11819.mp4,../data/person-video-highlight,"Counter({'she': 13, 'switch': 9, 'you': 7, 'replied': 6, 'should': 4, 'yes': 4, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 2, 'that': 1})",46,8,20,0.384890019224,"Counter({'she': 0.6014875827752486, 'switch': 0.5859922619452457, 'replied': 0.41401749862164133, 'you': 0.39647592985573954, 'yes': 0.27518859594539946, 'should': 0.26222524778228684, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.08472625922641068, 'that': 0.06172161405787285})",0.376349255071,"Counter({'she': 0.65, 'switch': 0.45, 'you': 0.35, 'replied': 0.3, 'should': 0.2, 'yes': 0.2, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.1, 'that': 0.05})"
1856663422,118.1,entity/admin/unit/11823,of sexism at play here not only was her,https://joran.org/ct/entity.admin.unit.2784/11823.mp4,../data/person-video-highlight,"Counter({'sexism': 12, 'play': 8, 'her': 5, 'here': 4, 'at': 4, 'of': 3, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 3, 'only': 1, 'not': 1, 'was': 1})",42,10,20,0.329026870942,"Counter({'sexism': 0.7129727626175202, 'play': 0.48418068047704027, 'here': 0.2820402734032488, 'at': 0.2820402734032488, 'her': 0.21911794472316362, 'of': 0.20757047487010907, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.11106755716131006, 'was': 0.05817123266278552, 'not': 0.045335319990522996, 'only': 0.025911330158373696})",0.261312051381,"Counter({'sexism': 0.6, 'play': 0.4, 'her': 0.25, 'here': 0.2, 'at': 0.2, 'of': 0.15, '\xe2\x80\x9cno_highlight\xe2\x80\x9d': 0.15, 'only': 0.05, 'not': 0.05, 'was': 0.05})"
