orig_id,gold,text,event1,event2,uqs,uqs_initial,before,after,before_initial,after_initial
13_2,before,"<p>Crane Co. <b><u><font color=""blue"">said</font></u></b> it <b><u><font color=""green"">holds</font></u></b> an 8.9%: stake in Milton Roy Corp., an analytical-instruments maker, and may <b><u><font color=""orange"">seek</font></u></b> control of the company. <br></br>Crane, a maker of engineered products for aerospace, construction, defense and other uses, <b><u><font color=""red"">made</font></u></b> the disclosure in a Securities and Exchange Commission <b><u><font color=""purple"">filing</font></u></b>. <br></br>In the filing, Crane <b><u><font color=""brown"">said</font></u></b> that in the past it considered seeking control of Milton Roy, of St. Petersburg, Fla., through a merger or tender offer and that it expects to continue to evaluate an acquisition from time to time. <br></br>Crane officials didn't return phone calls seeking comment. <br></br>Crane holds 504,200 Milton Roy shares, including 254,200 bought from Sept. 14 to Thursday for $15.50 to $16.75 each. <br></br>In New York Stock Exchange composite trading Friday, Milton Roy shares leaped $2, to $18.375 each, while Crane sank $1.125, to $21.125 a share. <br></br>John M. McNamara, chief financial officer of Milton Roy, said the company has no comment on Crane's filing. <br></br>Milton Roy recently fended off unsolicited overtures from Thermo Electron Corp., a Waltham, Mass., maker of biomedical products. <br></br>Milton Roy disclosed in May that it was approached for a possible acquisition by Thermo Electron, which agreed to purchase Milton Roy's liquid-chromatography line for $22 million in February. <br></br>Thermo Electron acquired some 6%: of Milton Roy's common stock before throwing in the towel and reducing its stake in early September. <br></br>Gabelli Group began raising its Milton Roy stake in July, and holds 14.6%:, according to a recent SEC filing. <br></br>It hasn't made merger overtures to the board. <br></br>Earlier this month, Milton Roy signed a letter of intent to acquire Automated Custom Systems Inc., Orange, Calif., and its sister operation, Environmental Testing Co., in Aurora, Colo. The companies are automotive-emissions-testing concerns. <br></br>Under the terms, Milton Roy will pay an initial $4 million for the operations and additional payments during the next four years based on the earnings performance of the businesses. <br></br>In the nine months, Milton Roy earned $6.6 million, or $1.18 a share, on sales of $94.3 million. <br></br></p>","<font color=""blue"">said</font>","<font color=""red"">made</font>",0.705284172552001,0.5333333333333333,0.8466296783744999,0.15337032162550007,0.7,0.3
13_3,before,"<p>Crane Co. <b><u><font color=""blue"">said</font></u></b> it <b><u><font color=""green"">holds</font></u></b> an 8.9%: stake in Milton Roy Corp., an analytical-instruments maker, and may <b><u><font color=""orange"">seek</font></u></b> control of the company. <br></br>Crane, a maker of engineered products for aerospace, construction, defense and other uses, <b><u><font color=""red"">made</font></u></b> the disclosure in a Securities and Exchange Commission <b><u><font color=""purple"">filing</font></u></b>. <br></br>In the filing, Crane <b><u><font color=""brown"">said</font></u></b> that in the past it considered seeking control of Milton Roy, of St. Petersburg, Fla., through a merger or tender offer and that it expects to continue to evaluate an acquisition from time to time. <br></br>Crane officials didn't return phone calls seeking comment. <br></br>Crane holds 504,200 Milton Roy shares, including 254,200 bought from Sept. 14 to Thursday for $15.50 to $16.75 each. <br></br>In New York Stock Exchange composite trading Friday, Milton Roy shares leaped $2, to $18.375 each, while Crane sank $1.125, to $21.125 a share. <br></br>John M. McNamara, chief financial officer of Milton Roy, said the company has no comment on Crane's filing. <br></br>Milton Roy recently fended off unsolicited overtures from Thermo Electron Corp., a Waltham, Mass., maker of biomedical products. <br></br>Milton Roy disclosed in May that it was approached for a possible acquisition by Thermo Electron, which agreed to purchase Milton Roy's liquid-chromatography line for $22 million in February. <br></br>Thermo Electron acquired some 6%: of Milton Roy's common stock before throwing in the towel and reducing its stake in early September. <br></br>Gabelli Group began raising its Milton Roy stake in July, and holds 14.6%:, according to a recent SEC filing. <br></br>It hasn't made merger overtures to the board. <br></br>Earlier this month, Milton Roy signed a letter of intent to acquire Automated Custom Systems Inc., Orange, Calif., and its sister operation, Environmental Testing Co., in Aurora, Colo. The companies are automotive-emissions-testing concerns. <br></br>Under the terms, Milton Roy will pay an initial $4 million for the operations and additional payments during the next four years based on the earnings performance of the businesses. <br></br>In the nine months, Milton Roy earned $6.6 million, or $1.18 a share, on sales of $94.3 million. <br></br></p>","<font color=""blue"">said</font>","<font color=""purple"">filing</font>",0.7889078708649231,0.6444444444444445,0.8962304550686876,0.10376954493131238,0.8,0.2
13_4,before,"<p>Crane Co. <b><u><font color=""blue"">said</font></u></b> it <b><u><font color=""green"">holds</font></u></b> an 8.9%: stake in Milton Roy Corp., an analytical-instruments maker, and may <b><u><font color=""orange"">seek</font></u></b> control of the company. <br></br>Crane, a maker of engineered products for aerospace, construction, defense and other uses, <b><u><font color=""red"">made</font></u></b> the disclosure in a Securities and Exchange Commission <b><u><font color=""purple"">filing</font></u></b>. <br></br>In the filing, Crane <b><u><font color=""brown"">said</font></u></b> that in the past it considered seeking control of Milton Roy, of St. Petersburg, Fla., through a merger or tender offer and that it expects to continue to evaluate an acquisition from time to time. <br></br>Crane officials didn't return phone calls seeking comment. <br></br>Crane holds 504,200 Milton Roy shares, including 254,200 bought from Sept. 14 to Thursday for $15.50 to $16.75 each. <br></br>In New York Stock Exchange composite trading Friday, Milton Roy shares leaped $2, to $18.375 each, while Crane sank $1.125, to $21.125 a share. <br></br>John M. McNamara, chief financial officer of Milton Roy, said the company has no comment on Crane's filing. <br></br>Milton Roy recently fended off unsolicited overtures from Thermo Electron Corp., a Waltham, Mass., maker of biomedical products. <br></br>Milton Roy disclosed in May that it was approached for a possible acquisition by Thermo Electron, which agreed to purchase Milton Roy's liquid-chromatography line for $22 million in February. <br></br>Thermo Electron acquired some 6%: of Milton Roy's common stock before throwing in the towel and reducing its stake in early September. <br></br>Gabelli Group began raising its Milton Roy stake in July, and holds 14.6%:, according to a recent SEC filing. <br></br>It hasn't made merger overtures to the board. <br></br>Earlier this month, Milton Roy signed a letter of intent to acquire Automated Custom Systems Inc., Orange, Calif., and its sister operation, Environmental Testing Co., in Aurora, Colo. The companies are automotive-emissions-testing concerns. <br></br>Under the terms, Milton Roy will pay an initial $4 million for the operations and additional payments during the next four years based on the earnings performance of the businesses. <br></br>In the nine months, Milton Roy earned $6.6 million, or $1.18 a share, on sales of $94.3 million. <br></br></p>","<font color=""blue"">said</font>","<font color=""brown"">said</font>",0.705284172552001,0.5333333333333333,0.8466296783744999,0.15337032162550007,0.7,0.3
13_6,after,"<p>Crane Co. <b><u><font color=""blue"">said</font></u></b> it <b><u><font color=""green"">holds</font></u></b> an 8.9%: stake in Milton Roy Corp., an analytical-instruments maker, and may <b><u><font color=""orange"">seek</font></u></b> control of the company. <br></br>Crane, a maker of engineered products for aerospace, construction, defense and other uses, <b><u><font color=""red"">made</font></u></b> the disclosure in a Securities and Exchange Commission <b><u><font color=""purple"">filing</font></u></b>. <br></br>In the filing, Crane <b><u><font color=""brown"">said</font></u></b> that in the past it considered seeking control of Milton Roy, of St. Petersburg, Fla., through a merger or tender offer and that it expects to continue to evaluate an acquisition from time to time. <br></br>Crane officials didn't return phone calls seeking comment. <br></br>Crane holds 504,200 Milton Roy shares, including 254,200 bought from Sept. 14 to Thursday for $15.50 to $16.75 each. <br></br>In New York Stock Exchange composite trading Friday, Milton Roy shares leaped $2, to $18.375 each, while Crane sank $1.125, to $21.125 a share. <br></br>John M. McNamara, chief financial officer of Milton Roy, said the company has no comment on Crane's filing. <br></br>Milton Roy recently fended off unsolicited overtures from Thermo Electron Corp., a Waltham, Mass., maker of biomedical products. <br></br>Milton Roy disclosed in May that it was approached for a possible acquisition by Thermo Electron, which agreed to purchase Milton Roy's liquid-chromatography line for $22 million in February. <br></br>Thermo Electron acquired some 6%: of Milton Roy's common stock before throwing in the towel and reducing its stake in early September. <br></br>Gabelli Group began raising its Milton Roy stake in July, and holds 14.6%:, according to a recent SEC filing. <br></br>It hasn't made merger overtures to the board. <br></br>Earlier this month, Milton Roy signed a letter of intent to acquire Automated Custom Systems Inc., Orange, Calif., and its sister operation, Environmental Testing Co., in Aurora, Colo. The companies are automotive-emissions-testing concerns. <br></br>Under the terms, Milton Roy will pay an initial $4 million for the operations and additional payments during the next four years based on the earnings performance of the businesses. <br></br>In the nine months, Milton Roy earned $6.6 million, or $1.18 a share, on sales of $94.3 million. <br></br></p>","<font color=""green"">holds</font>","<font color=""red"">made</font>",0.7991011001390148,0.6444444444444445,0.09826367714228498,0.901736322857715,0.2,0.8
140_0,after,,,,0.8535635227278499,0.6444444444444445,0.06860103925636533,0.9313989607436346,0.2,0.8
140_2,before,,,,0.679872440944685,0.5333333333333333,0.8327102782938715,0.16728972170612855,0.7,0.3
141_0,before,,,,0.679872440944685,0.5333333333333333,0.8327102782938715,0.16728972170612855,0.7,0.3
141_1,after,,,,0.8535635227278499,0.6444444444444445,0.06860103925636533,0.9313989607436346,0.2,0.8
141_4,after,,,,0.8535635227278499,0.6444444444444445,0.06860103925636533,0.9313989607436346,0.2,0.8
141_5,after,,,,0.8535635227278499,0.6444444444444445,0.06860103925636533,0.9313989607436346,0.2,0.8
141_6,after,,,,0.4377596173290562,0.4444444444444444,0.5475987412787124,0.45240125872128756,0.5,0.5
141_9,before,,,,0.4883975193858935,0.4666666666666667,0.656978172129915,0.34302182787008484,0.6,0.4
142_1,before,,,,0.6666558983582113,0.5333333333333333,0.8213539928790715,0.17864600712092832,0.7,0.3
146_2,before,,,,0.6666558983582113,0.5333333333333333,0.8213539928790715,0.17864600712092832,0.7,0.3
146_9,before,,,,0.7585802575754312,0.6444444444444445,0.8791290605231896,0.12087093947681013,0.8,0.2
147_0,before,,,,0.6666558983582113,0.5333333333333333,0.8213539928790715,0.17864600712092832,0.7,0.3
147_1,after,,,,0.7700707052190385,0.6444444444444445,0.11456999117386417,0.8854300088261357,0.2,0.8
147_10,after,,,,0.885824182821557,0.8,0.0533690779997517,0.9466309220002485,0.1,0.9
147_12,before,,,,0.7182947115769308,0.5333333333333333,0.8540694186360518,0.1459305813639485,0.7,0.3
147_13,before,,,,0.885824182821557,0.8,0.9466309220002485,0.0533690779997517,0.9,0.1
147_14,after,,,,0.7393967948668253,0.8,0.1331584525090501,0.8668415474909499,0.1,0.9
147_15,after,,,,0.885824182821557,0.8,0.0533690779997517,0.9466309220002485,0.1,0.9
147_17,after,,,,0.8358417395192793,0.8,0.07895581788536285,0.9210441821146372,0.1,0.9
147_19,before,,,,0.6789902205139383,0.5333333333333333,0.8284826787504405,0.17151732124955965,0.7,0.3
147_2,before,,,,0.6666558983582113,0.5333333333333333,0.8213539928790715,0.17864600712092832,0.7,0.3
147_20,after,,,,0.62269304729759,0.6444444444444445,0.21211427039441294,0.787885729605587,0.2,0.8
147_5,after,,,,0.5956712607183653,0.5333333333333333,0.23220031987082673,0.7677996801291731,0.3,0.7
147_6,after,,,,0.45321782842545094,0.4666666666666667,0.40503439112354095,0.594965608876459,0.4,0.6
147_7,before,,,,0.5437934804018763,0.4666666666666667,0.7191669651358528,0.28083303486414724,0.6,0.4
148_0,before,,,,0.7182947115769308,0.5333333333333333,0.8540694186360518,0.1459305813639485,0.7,0.3
148_1,before,,,,0.6887420970478133,0.5333333333333333,0.8368387947086509,0.1631612052913491,0.7,0.3
148_2,before,,,,0.7884466007210797,0.6444444444444445,0.8965093792450786,0.10349062075492155,0.8,0.2
149_10,before,,,,0.7884466007210797,0.6444444444444445,0.8965093792450786,0.10349062075492155,0.8,0.2
149_12,before,,,,0.7884466007210797,0.6444444444444445,0.8965093792450786,0.10349062075492155,0.8,0.2
149_13,before,,,,0.6887420970478133,0.5333333333333333,0.8368387947086509,0.1631612052913491,0.7,0.3
149_2,before,,,,0.6887420970478133,0.5333333333333333,0.8368387947086509,0.1631612052913491,0.7,0.3
149_3,before,,,,0.5772574135026939,0.5333333333333333,0.753845536920565,0.2461544630794351,0.7,0.3
149_5,before,,,,0.7884466007210797,0.6444444444444445,0.8965093792450786,0.10349062075492155,0.8,0.2
149_7,before,,,,0.45377244688553664,0.4666666666666667,0.6008303170439956,0.3991696829560046,0.6,0.4
149_8,before,,,,0.7884466007210797,0.6444444444444445,0.8965093792450786,0.10349062075492155,0.8,0.2
150_0,after,,,,0.8033342395361899,0.6444444444444445,0.09590255766316402,0.9040974423368361,0.2,0.8
150_3,after,,,,0.9106001604653624,0.8,0.04116040222391222,0.9588395977760878,0.1,0.9
151_0,before,,,,0.7109935152230054,0.5333333333333333,0.8503149226523492,0.149685077347651,0.7,0.3
151_3,before,,,,0.7109935152230054,0.5333333333333333,0.8503149226523492,0.149685077347651,0.7,0.3
153_2,before,,,,0.7109935152230054,0.5333333333333333,0.8503149226523492,0.149685077347651,0.7,0.3
154_1,after,,,,0.6733917120604355,0.6444444444444445,0.17446578176237765,0.8255342182376224,0.2,0.8
154_11,after,,,,0.9106001604653624,0.8,0.04116040222391222,0.9588395977760878,0.1,0.9
154_13,before,,,,0.5955085138203728,0.5333333333333333,0.767843199280092,0.23215680071990807,0.7,0.3
154_14,after,,,,0.7870939859211278,0.6444444444444445,0.10498015205605396,0.8950198479439462,0.2,0.8
154_15,before,,,,0.4807660217972163,0.4666666666666667,0.6459939879689063,0.3540060120310938,0.6,0.4
154_17,before,,,,0.4807660217972163,0.4666666666666667,0.6459939879689063,0.3540060120310938,0.6,0.4
154_18,before,,,,0.43366608629670655,0.4444444444444444,0.5226725521755073,0.47732744782449266,0.5,0.5
154_4,before,,,,0.44950787316114865,0.4444444444444444,0.5857499918529513,0.41425000814704876,0.5,0.5
154_8,before,,,,0.7109935152230054,0.5333333333333333,0.8503149226523492,0.149685077347651,0.7,0.3
156_1,after,,,,0.43297807346476763,0.4444444444444444,0.5144631769342491,0.4855368230657509,0.5,0.5
157_0,before,,,,0.43297807346476763,0.4444444444444444,0.5144631769342491,0.4855368230657509,0.5,0.5
157_11,before,,,,0.4652066103809062,0.4666666666666667,0.3802310732234737,0.6197689267765262,0.4,0.6
157_12,after,,,,0.6354688092268086,0.5333333333333333,0.20117655376393856,0.7988234462360615,0.3,0.7
157_7,after,,,,0.6667960307055416,0.5333333333333333,0.1788826734623349,0.821117326537665,0.3,0.7
157_8,after,,,,0.7870939859211278,0.6444444444444445,0.10498015205605396,0.8950198479439462,0.2,0.8
157_9,after,,,,0.6179167576181619,0.5333333333333333,0.21445137111685186,0.7855486288831481,0.3,0.7
158_1,after,,,,0.6354688092268086,0.5333333333333333,0.20117655376393856,0.7988234462360615,0.3,0.7
158_3,before,,,,0.7993598649833452,0.6444444444444445,0.9020931158034756,0.09790688419652455,0.8,0.2
161_6,before,,,,0.7993598649833452,0.6444444444444445,0.9020931158034756,0.09790688419652455,0.8,0.2
162_0,after,,,,0.6354688092268086,0.5333333333333333,0.20117655376393856,0.7988234462360615,0.3,0.7
163_0,before,,,,0.8922536453245543,0.8,0.9500798028939181,0.0499201971060819,0.9,0.1
163_3,before,,,,0.7035367198001419,0.5333333333333333,0.8456420000643798,0.1543579999356203,0.7,0.3
164_0,after,,,,0.6354688092268086,0.5333333333333333,0.20117655376393856,0.7988234462360615,0.3,0.7
164_12,before,,,,0.7060054259281011,0.5333333333333333,0.846552837155822,0.15344716284417803,0.7,0.3
164_13,before,,,,0.7060054259281011,0.5333333333333333,0.846552837155822,0.15344716284417803,0.7,0.3
164_15,after,,,,0.8802322111095148,0.8,0.056214464359065776,0.943785535640934,0.1,0.9
164_17,before,,,,0.7060054259281011,0.5333333333333333,0.846552837155822,0.15344716284417803,0.7,0.3
164_18,after,,,,0.587637579986116,0.5333333333333333,0.24001023245478942,0.7599897675452104,0.3,0.7
164_19,before,,,,0.5478542810817517,0.4666666666666667,0.7238272130815981,0.2761727869184018,0.6,0.4
164_3,before,,,,0.7993598649833452,0.6444444444444445,0.9020931158034756,0.09790688419652455,0.8,0.2
164_4,before,,,,0.8962059018931766,0.8,0.9520133129095575,0.04798668709044264,0.9,0.1
164_6,after,,,,0.6679666969406463,0.6444444444444445,0.17894008843328954,0.8210599115667103,0.2,0.8
164_7,before,,,,0.7060054259281011,0.5333333333333333,0.846552837155822,0.15344716284417803,0.7,0.3
164_8,before,,,,0.7060054259281011,0.5333333333333333,0.846552837155822,0.15344716284417803,0.7,0.3
165_2,after,,,,0.5233657007201787,0.5333333333333333,0.30219089179632147,0.6978091082036785,0.3,0.7
165_4,after,,,,0.7869631231779044,0.6444444444444445,0.10461805749671302,0.895381942503287,0.2,0.8
166_1,before,,,,0.6887896720245542,0.5333333333333333,0.8368717841989417,0.16312821580105852,0.7,0.3
166_10,after,,,,0.5664820032380441,0.5333333333333333,0.25594063030157216,0.7440593696984279,0.3,0.7
166_11,before,,,,0.6887896720245542,0.5333333333333333,0.8368717841989417,0.16312821580105852,0.7,0.3
166_12,after,,,,0.7869631231779044,0.6444444444444445,0.10461805749671302,0.895381942503287,0.2,0.8
166_16,before,,,,0.7150485397331849,0.5333333333333333,0.8530283880740823,0.14697161192591773,0.7,0.3
166_4,before,,,,0.6887896720245542,0.5333333333333333,0.8368717841989417,0.16312821580105852,0.7,0.3
166_5,after,,,,0.7869631231779044,0.6444444444444445,0.10461805749671302,0.895381942503287,0.2,0.8
166_6,after,,,,0.7869631231779044,0.6444444444444445,0.10461805749671302,0.895381942503287,0.2,0.8
166_8,before,,,,0.7869631231779044,0.6444444444444445,0.10461805749671302,0.895381942503287,0.2,0.8
166_9,before,,,,0.5763350445932256,0.5333333333333333,0.2472530546834821,0.7527469453165179,0.3,0.7
167_3,before,,,,0.7150485397331849,0.5333333333333333,0.8530283880740823,0.14697161192591773,0.7,0.3
167_5,after,,,,0.9120671736970739,0.8,0.04041425350850073,0.9595857464914993,0.1,0.9
168_6,before,,,,0.7150485397331849,0.5333333333333333,0.8530283880740823,0.14697161192591773,0.7,0.3
168_8,after,,,,0.9120671736970739,0.8,0.04041425350850073,0.9595857464914993,0.1,0.9
169_3,after,,,,0.9120671736970739,0.8,0.04041425350850073,0.9595857464914993,0.1,0.9
16_1,before,"<p>Anheuser-Busch Cos. <b><u><font color=""blue"">said</font></u></b> it <b><u><font color=""green"">plans</font></u></b> to aggressively <b><u><font color=""orange"">discount</font></u></b> its major beer brands, <b><u><font color=""red"">setting</font></u></b> the stage for a potentially bruising price war as the maturing industry's growth continues to <b><u><font color=""purple"">slow</font></u></b>. <br></br>Anheuser, the world's largest brewer and U.S. market leader, has historically been reluctant to <b><u><font color=""brown"">engage</font></u></b> in price-cutting as a means of boosting sales volume. <br></br>With the passing of the heady days of swelling industry sales, however, the once-sporadic and brief forays into discounting are becoming standard competitive weapons in the beer industry. <br></br>Over the summer, Anheuser competitors offered more and deeper discounts than industry observers have seen for a long time. <br></br>Some experts now predict Anheuser's entry into the fray means near-term earnings trouble for all the industry players. <br></br>The St. Louis company said major rivals, Philip Morris Co.'s Miller Brewing unit and Adolph Coors Co. ``have been following a policy of continuous and deep discounting for at least the past 18 months'' on their premium brands, pricing their product as much as 25 cents a 12-pack below Anheuser's Budweiser label in many markets. <br></br>Anheuser said it's discounting policy basically would involve matching such moves by rivals on a market-by-market basis. <br></br>Anheuser-Busch announced its plan at the same time it reported third-quarter net income rose a lower-than-anticipated 5.2%: to $238.3 million, or 83 cents a share, from $226.5 million, or 78 cents. <br></br>Third-period sales were $2.49 billion, up from last year's $2.34 billion. <br></br>Anheuser said its new strategy -- started in some markets last month and expected to be applied soon in selected markets nationwide -- will mean lower-than-anticipated earnings for the last half of 1989 and for 1990. <br></br>The projection sent Anheuser shares plunging $4.375 in New York Stock Exchange composite trading yesterday. <br></br>The stock closed at $38.50 on heavy volume of about 3.5 million shares. <br></br>Shares of Coors, the company's sole publicly traded major competitor, fell $1.50 apiece to $19.125 in national over-the-counter trading, apparently on investor concerns over potential fallout from the coming pricing struggle. <br></br>Anheuser noted that ``beer industry sales volume is 1989 is following the trend that has characterized the last half of the '80s, with sales volume being essentially flat'' while consolidation creates fewer, bigger players. <br></br>``We can not permit a further slowing in our volume trend,'' Anheuser said, adding it will take ``appropriate competitive pricing actions to support our long-term market share growth strategy'' for the premium brands. <br></br>Anheuser said it continues to hold to its earlier-announced goal of a 50%: U.S. market share by the mid-1990s. Beneath the tepid news-release jargon lies a powerful threat from the brewing giant, which last year accounted for about 41%: of all U.S. beer sales and is expected to see that grow to 42.5%: in the current year. <br></br>'' Anheuser is the biggest guy in the bar, and he just decided to join in the barroom brawl,'' said Joseph J. Doyle, an analyst with Smith Barney, Harris Upham amp Co. ``It's going to get bloody.'' <br></br>Jerry Steinman, publisher of Beer Marketers Insights, a trade newsletter, said Anheuser's announcement means ``everybody else in the industry is going to have a difficult time reaching their profit objectives.'' <br></br>Prudential-Bache Securities Inc.. analyst George E. Thompson downplayed the importance of the announcement, and called any comparison between the coming beer-industry tiff and the seemingly unending ``cola wars,'' unwarranted. <br></br>Mr. Thompson calls discounting ``a loser's game for anyone without a dominant market share,'' and projected that Anheuser's statement of intent could simply be a means of warning competitors to ease up on price-cutting or face a costly and fruitless battle. <br></br>Mr. Thompson noted that the disappointing earnings, which fell five cents a share short of his own projections, contributed to the sell-off by an edgy and currently unforgiving investing public. <br></br>But Smith Barney's Mr. Doyle, who yesterday trimmed his 1990 Anheuser earnings projection to $2.95 a share from $3.10, called the market's reaction ``justified.'' <br></br>While the third-quarter earnings were a ``moderate disappointment,'' he said, ``the real bad news is the intensity of price competition'' in the premium-beer sector. <br></br>According to Mr. Steinman, the newsletter publisher, Anheuser's market share is nearly twice that of its nearest competitor, Miller Brewing, which had a 21.2%: stake last year. <br></br>It's followed by Stroh Brewery Co., which has agreed to sell its assets to Coors. <br></br>Both Coors and Stroh have recently been ceding market share to Miller and Anheuser. <br></br></p>","<font color=""blue"">said</font>","<font color=""orange"">discount</font>",0.8213822448625858,0.6444444444444445,0.913404278342031,0.0865957216579689,0.8,0.2
16_3,before,"<p>Anheuser-Busch Cos. <b><u><font color=""blue"">said</font></u></b> it <b><u><font color=""green"">plans</font></u></b> to aggressively <b><u><font color=""orange"">discount</font></u></b> its major beer brands, <b><u><font color=""red"">setting</font></u></b> the stage for a potentially bruising price war as the maturing industry's growth continues to <b><u><font color=""purple"">slow</font></u></b>. <br></br>Anheuser, the world's largest brewer and U.S. market leader, has historically been reluctant to <b><u><font color=""brown"">engage</font></u></b> in price-cutting as a means of boosting sales volume. <br></br>With the passing of the heady days of swelling industry sales, however, the once-sporadic and brief forays into discounting are becoming standard competitive weapons in the beer industry. <br></br>Over the summer, Anheuser competitors offered more and deeper discounts than industry observers have seen for a long time. <br></br>Some experts now predict Anheuser's entry into the fray means near-term earnings trouble for all the industry players. <br></br>The St. Louis company said major rivals, Philip Morris Co.'s Miller Brewing unit and Adolph Coors Co. ``have been following a policy of continuous and deep discounting for at least the past 18 months'' on their premium brands, pricing their product as much as 25 cents a 12-pack below Anheuser's Budweiser label in many markets. <br></br>Anheuser said it's discounting policy basically would involve matching such moves by rivals on a market-by-market basis. <br></br>Anheuser-Busch announced its plan at the same time it reported third-quarter net income rose a lower-than-anticipated 5.2%: to $238.3 million, or 83 cents a share, from $226.5 million, or 78 cents. <br></br>Third-period sales were $2.49 billion, up from last year's $2.34 billion. <br></br>Anheuser said its new strategy -- started in some markets last month and expected to be applied soon in selected markets nationwide -- will mean lower-than-anticipated earnings for the last half of 1989 and for 1990. <br></br>The projection sent Anheuser shares plunging $4.375 in New York Stock Exchange composite trading yesterday. <br></br>The stock closed at $38.50 on heavy volume of about 3.5 million shares. <br></br>Shares of Coors, the company's sole publicly traded major competitor, fell $1.50 apiece to $19.125 in national over-the-counter trading, apparently on investor concerns over potential fallout from the coming pricing struggle. <br></br>Anheuser noted that ``beer industry sales volume is 1989 is following the trend that has characterized the last half of the '80s, with sales volume being essentially flat'' while consolidation creates fewer, bigger players. <br></br>``We can not permit a further slowing in our volume trend,'' Anheuser said, adding it will take ``appropriate competitive pricing actions to support our long-term market share growth strategy'' for the premium brands. <br></br>Anheuser said it continues to hold to its earlier-announced goal of a 50%: U.S. market share by the mid-1990s. Beneath the tepid news-release jargon lies a powerful threat from the brewing giant, which last year accounted for about 41%: of all U.S. beer sales and is expected to see that grow to 42.5%: in the current year. <br></br>'' Anheuser is the biggest guy in the bar, and he just decided to join in the barroom brawl,'' said Joseph J. Doyle, an analyst with Smith Barney, Harris Upham amp Co. ``It's going to get bloody.'' <br></br>Jerry Steinman, publisher of Beer Marketers Insights, a trade newsletter, said Anheuser's announcement means ``everybody else in the industry is going to have a difficult time reaching their profit objectives.'' <br></br>Prudential-Bache Securities Inc.. analyst George E. Thompson downplayed the importance of the announcement, and called any comparison between the coming beer-industry tiff and the seemingly unending ``cola wars,'' unwarranted. <br></br>Mr. Thompson calls discounting ``a loser's game for anyone without a dominant market share,'' and projected that Anheuser's statement of intent could simply be a means of warning competitors to ease up on price-cutting or face a costly and fruitless battle. <br></br>Mr. Thompson noted that the disappointing earnings, which fell five cents a share short of his own projections, contributed to the sell-off by an edgy and currently unforgiving investing public. <br></br>But Smith Barney's Mr. Doyle, who yesterday trimmed his 1990 Anheuser earnings projection to $2.95 a share from $3.10, called the market's reaction ``justified.'' <br></br>While the third-quarter earnings were a ``moderate disappointment,'' he said, ``the real bad news is the intensity of price competition'' in the premium-beer sector. <br></br>According to Mr. Steinman, the newsletter publisher, Anheuser's market share is nearly twice that of its nearest competitor, Miller Brewing, which had a 21.2%: stake last year. <br></br>It's followed by Stroh Brewery Co., which has agreed to sell its assets to Coors. <br></br>Both Coors and Stroh have recently been ceding market share to Miller and Anheuser. <br></br></p>","<font color=""blue"">said</font>","<font color=""purple"">slow</font>",0.8213822448625858,0.6444444444444445,0.913404278342031,0.0865957216579689,0.8,0.2
