unit,sent_id
3M47JKRKCXDNNMD5IGYH8MGWTNR86X,5bd3649c700fac24274c27ab4a610ea0eb402078f39e717844ac389e49d4bd45:0-1:4-5
3511RHPADVQBOCV84TAJOMTY9OILR0,5bf225abaf05c0717e653b27cf2500b257e018bfd63f7e295c3b42e52a95c3f2:0-3:17-18
3T2HW4QDUVJCH85GXZHYUI3H8V0C9T,5c0dbbb80419aaaa13ec434c18c4489ca6785c0a20aeb50b8734b233cbba2d59:1-6:16-17
3WYZV0QBFJPJ8ZV8MFRHZ1JHYN4BX2,5c2098150678e30cf11875737f27b1950af4314783df458b2a57d683b5dbdaad:15-17:18-19
3J94SKDEKI13LD9IU5ZS28GX8JD5DK,5c566c1f35aed0dd5fbe394683a54b8070f4dc6017b0ec3d2444996b67a7febd:2-5:8-10
3K3G488TR2KXAMDNZR5C27NWRDUQ5W,5c732eea80a647c34d5de05bba214b80f34e581385964842df0d90874622630b:1-3:9-10
3LEG2HW4UFZ8K04R3SSKS1G6ZJ4F2Z,5c78b1179ed0d6ff0a0acf3bd5af281ab932036ce41ab77518e4d188314e8335:3-4:8-9
3HFWPF5AK9V69N5WDC6OIA4DWT53S2,5c84ba3d8f8163f774cb57c556886bdfa158ade44200d246f139cb3e9104beb1:0-2:19-20
3KTCJ4SCVGD71PEC6BWJI8QA60MM1Q,5c92ddc852ed32c4d700d3e39d10c905ff3c9fe5eecf30a83b0564ad23841d2d:21-22:24-26
3RTFSSG7T8IGW8CU3NKPBL1F1C6LWU,5caba8ca7b438a85630c9704439a3ae3580e0dbb57fc9063b2261127e084c803:18-20:12-14
3UV0D2KX1MVINEJE76B8LGD4K0YF40,5cd768cc9d8ce7eadc71c4624369af8fa0fed3c821c99f48d7587dd93170119e:7-8:10-12
37SOB9Z0SS9J5AA6T39N6OQI3WDL3F,5ce421efc414c25c98b5cea3633adee48521a4b4f3d64fd240dd10bf6e36bb0f:10-12:4-7
3EQVJH0T40XMIVPAHX0GW919FBUHTR,5d0fab7df305d23b4c92dbad955a856f95dc6111cc9145a2ba9a2d647d0a5bce:0-3:8-9
30EMX9PEVKVC5LD3YIYNZWLF6RASK8,5d8c10080c5e0e8c9f3e1863a8dc6a1822ecf15fb14872153c2618d4ef248680:0-3:17-18
3WKGUBL7SZY4N6TATHE6GTIOHKCL4F,5e05e77cf966151e0956a066d841ff369105ec1bed585fa0dc8d94cf0ca0b6ed:8-9:0-3
3SBX2M1TKDZFE39NLMM2XFHIR3LQ4L,5e1735f703be3a27a57cd78df3f9bfb4f26542597a4ab663047a30365ed0c55c:0-1:8-10
32LAQ1JNT91RNHVUHW7FFOQZB6GTU0,5e3e53cd43213b4d1f0f1cc5e54b0cc7ccf8bc7b57712eb00baa72e1de3b9701:27-29:6-7
3YO4AH2FPDWYFFRM2LZ0LCR5ADF0QX,5e4a715d9934b918e07fbba4a1256608bf052a6b635e0b4d17dba66d59a077d0:0-1:5-6
3SX4X51T80LRVGCOFA4PLD8I4B9OAU,5e532a31b33d09d2a8ab84d4d32762c3d55288f7057d96469723070e384dc69c:17-19:26-27
3M4KL7H8KVZ5CMTKJVP2TCTOGKU16M,5e5692d13a72f7e22f3ee0e317867fb11ebec04a5b35298d324ea18aaca7a119:16-17:3-5
335VBRURDJCRE6PUTQNTK63KUHQ9EH,5e618060978399a4d88bc316cd02b2468717ea10229e66fad86ec3e34ecf87a5:5-6:13-14
3538U0YQ1F6X5I0A7S6PBBLY602F3F,5ebdc838a75e60e84b646ca6661b937de8fab4923e337d367d4be42b721ad1f9:0-1:10-11
3YCT0L9OMMLDDRY6VVQ3RO2J081SN7,5f41aa91f53b605aa5dca5e7163a409993a2632a8efccf6e7a032d03e7f17791:29-31:13-14
32W3UF2EZOXBK2Z4G4L7DAS1M3M4CP,5ffb77f26ae842ddaca9ba5761a63a7e784e059aaf17cb79441ee3f994bd6687:11-13:22-23
3JMNNNO3B1GAVMQMTH2KWP26VPS2WP,5ffe7ac5aa2d890607714a0b855f72a11bb071cd1d0ae779e7f3c41d09042497:0-1:3-4
3THR0FZ95P58RZ3SC1TFUROTX30LOW,600cae745f4657d41d49bcb2a5d3cb101fc979aba7ceff6bc62ca47e199e5a80:0-1:12-14
3O4VWC1GEWIDAKM6QIXAQ9DQZAUJ33,602e86042586d13a4ecafb211a582e9d010422fffc1b6e4fae9c98fce9a6c390:0-2:6-8
3126F2F5F8FC6T51AFJQ6W3ZYBVEPJ,6060964bd16772738d4faf39d875668a2454d50f400bb31ae70553aea03c61f4:18-20:31-32
3D4BBDG7ZH8Q26G0GQGO350V9QM3CA,607fafb1e4fa9c77e342fddc06ff85c098415b123ac8206e48202dc2c0f698a9:0-3:14-16
3HEM8MA6H9O13WV6J6EQ0DSDJFGPQ7,60a647249880ec5d7ec35a3f58d0add98e95cad69fe61d1252d2ee9433f3394b:0-1:25-26
322ZSN9Z5GWS6J1F2QGX2KS5BOZ4TK,60b5ba552bd0cafdb6860801dcdb9cff2af601c815decf9f65d35c868b1dfc91:0-1:13-15
304QEQWKZPWVU3E6N87WW7W5VSL0O9,60ce23c127a63c1fb47006a47be532466a910c645e78154d60b1462f79fcd373:7-9:18-19
3WRAAIUSBJBEPPQGG1RL4QZBHW3XAW,60eba299966ba81ae4bcb09c4617ae48f8a518d910d665d3d97b0f02dd1a1060:25-28:22-24
3HYV4299H08R016KOYHFKA89AB8E8X,610cb519d1c82505015639866144f37a6a3e7a3ea79d4a559445a6225546b5f6:13-14:6-8
3VJ4PFXFJ3JM8LWLBWGYKJ07MC1UAB,610d5793e30ea80e0f549a7f0753b2fa1d9f775ea11e99836e3f15ffbdba2fc9:23-25:6-7
3IHWR4LC7DP3G686KH765P613VZI8D,61649cc4bb1a18c61b4c0361df60b75e798fb0e8f8fee70465b6bdde4c536b13:13-15:11-12
3JMNNNO3B1GAVMQMTH2KWP26VCG2WN,617f82a0fcd4f6b11bc8778077eedac32ceebdf15a92f6e46b747835a6aaff5f:0-2:6-8
31S7M7DAGG2O4R808IFEO1UGXIOLT4,618d7a01a8df008e9c4a1a22a20131d4d92c5820ab14a00b0425a7076e1f9dc2:6-8:4-5
3LN3BXKGC070AGYTSWN9YTW76SJGWD,61c5584ba72531905d68c3d451816b427826ebe7e397032347fe9c4ba0db6b80:9-12:4-5
3MG8450X2OMTVP2N0FYVAEP2LKNUPL,61cad99085fb93a0efed80cd6a2bde49d4c7c6a167f4aa6810ade88b35588e8a:0-2:12-13
37MQ8Z1JQE8EKRLM8IK8HMNM6XS2YO,61d97c331ca9f9e1cab204652f645fb92dd114f5e0ca72f818f9c46f0238a8d8:25-27:28-30
344M16OZKIRC38TOU06Y27Y4YWUENN,62164f89fd5e07c816cb84437b28b87e73b2554c3390658b61a432ce3d9691ff:0-1:14-15
3BA7SXOG1J2G95BPA41FJH7SPOJR8K,621879f9927d9b7bae6f8d8abceef25f0002c858452ebfd3bc96c0cbeff9a293:0-2:3-5
3EGKVCRQFW4884LIRBDJIFQQ0RXBY3,625676b0493629f0c7484264e4f0c55ff0df40dde2cb0328cc6ce11699c2a508:2-4:1-2
31S7M7DAGG2O4R808IFEO1UGYFNTL6,62662cca80a9c4870ea9df0b269b8bbb12000ebb5b609f419311b72bae5a5256:9-11:8-9
3XEIP58NL0ZKQ3HZEA4WAPVXIUYLZ4,6267f4b7f14c49ab1e15cfdadc44033fbf52584e5487815451aa498a07c4b904:3-4:13-14
3QQUBC64ZEQL98K5P5WQQWJBG32XNG,6282bbeb06670367d6bf59d29ea4a632a2d516d69e53a03b2da56a1089a65ba9:7-8:14-16
3VMHWJRYHVS9LG7ORHDDIRA2ECGXF9,62a5cecc146b88e900f943f02882083b22c8c269d91e636a4c8c594c083bf0f1:0-2:9-10
3J9L0X0VDFYLV6BLEQHZ6CAK2FOW92,62bec5da1425f09cb8a931df503ca5f162a68a7df56490a34af46247dea95f88:19-22:11-12
344M16OZKIRC38TOU06Y27Y4000EN3,62fbaadebd0f69826f9f688501d6c9935f85ba10d8a1638477c60fda036aa9f5:12-13:2-5
3IHWR4LC7DP3G686KH765P6122E8IV,6317492b943ee379297555e9eaa17f37186ad2f2d584ebf18b265c68f3bf3295:0-4:26-27
3MGHRFQY2L17OHI8TVGUYYU79ZX0YR,631bbe04b82156f52aadbae8982d8fd85516338df6505438f002a7d695c98b17:0-1:7-8
3ODOP6T3ASWYMK72JBW11XJFBKL429,6363948c5d2ff03a322aafcb3d9d52948b5b7d8541480bedc75fc357cd81a3d3:0-2:16-17
3VJ4PFXFJ3JM8LWLBWGYKJ07N0IAUL,639b357f0aa6b00f5ee7fc622aaa4ec095eb3920811e305b5c7496adc93eb49e:4-5:2-3
3JTPR5MTZSOBZJFSMMLF6LBNTCWK53,63fabab30e72fbe2486fe6ff4cda2f2058e311010fd8a746c2863c172c7d8a83:20-23:3-4
3DFYDSXB2WCX9EZP52TBDI3QD1GUJH,64119be39463958c79d9603e64c3c11dec207315fde177ee22991598b90fefe0:1-4:23-29
341H3G5YF0Q7T7SDPHIDC539GWL0Z9,642189f0be27efdef4ce40f9ba930bfe243b304c6495bd7786c0bb5b3e159cc1:4-5:20-21
32ZCLEW0BZWKH9RTOGUH3CGR5L7PJ1,642856c1d51a51936101c79a8c2173f63ef02aa7beb6a5e19185cc721c893992:14-15:17-18
3IVEC1GSLPBH0H8R3EJR2GYT1ASJ1R,6429040764d5126a5ab53e3a350cd543e42fc9a1d50266357eae310fe1f6d222:0-2:12-13
3HRWUH63QUEC7P0VJZDVYDSRN4SN5W,648862e77433294c64a5271562a099adedd783f1173fe948b89f881a4d626b01:9-11:4-5
3ZXV7Q5FJB0LIIWT0LHQ4EPSDVBFCA,64ac212d5b8c8cd9202070dc8f8ffdd0f9d9c9a02402ea5418680d0001e9f2a8:7-9:3-4
3IZVJEBJ6AW27IESR6YUL6D0SKQ6Z4,64b83d4d4aec8efa69c5bdaa2f9c87138c848f9a3dd01b312aed293b893bc650:0-2:5-6
3VMV5CHJZ8R8IZUZXRIYB9P81E3TGX,64bc8af4019441c4130e34c878191e50d1eca5d7b3431db248d214a67443055a:14-16:12-13
3ABAOCJ4R8GVITYTRQMYJ9YIDJLQM9,64c6c017df58caffe0109622eec4c88e88373004a716b1731ebd89004a2142bd:4-6:7-8
3YO4AH2FPDWYFFRM2LZ0LCR5AQGQ0E,64dcf1413adf561f5764bf84a21c5b8008227275b8bed7f2875dd53315f31769:14-16:11-13
3AXFSPQOYQA8QW2ZADYCRI2N3GAJFK,64e96ecc39d5bee00a751d5587df0b947ae8917565882595338d677c604ea4d7:10-12:23-24
3QQUBC64ZEQL98K5P5WQQWJBF9CXN1,65532e13bea8e352fbec4250573defefd185ca9b3fc0b5c32ef080fc2c2b00ae:18-20:33-34
3IVEC1GSLPBH0H8R3EJR2GYT11JJ10,655f093c8de0c9d6d6a54d5206521161530d8cc37b9f4086295619029b12ff8a:0-2:5-6
3N5YJ55YXGF9DVCCEV4C6O8DDYINAL,65808f3f1647fe4edd855143fdaaa7b65622551c7ff32edc1c954e1c0ece7e5d:13-15:0-1
371QPA24C20BEK4WF8XV4ML2ZS7T1Q,658538dbcc563ca2a8e20813dc54e5a2c8deecd09bfc32c8d753d0665a872455:34-36:28-30
39N6W9XWRDZ4ZLTT7X5XJQHNGJ8YGK,65b96ef745a968a8542096a105fccc9fe113136b6053f6d20244b56214d45818:18-19:7-8
39KV3A5D18JOA66JFO9EVRGT1AES7D,65c69b8fa3af5e5bdc2ca03e103d55be1b6b40d39f238a522305137e178cbce4:22-25:26-27
371Q3BEXDHL7UGCPYJ1XMB9SAO6SZP,65d81666c983f7ce60d3c8f0dcf137b37def0435e942996bfdf1e1974ef6de3b:20-21:35-36
3UDTAB6HH6BSNGA0LJOEZH1G0QN09D,65fe24222d16d035aa48cfe727a51716c5541c167333d1548f9cf07d39188418:10-12:13-14
3AFT28WXLFE61YVMRYW22BW1HX4OIG,6610ca3ba03320d6b8270777e77a9d53969506b888e8a99fb5b354c340c35a8c:0-1:4-6
35F6NGNVM8VPP6JY4OE45WCF2E7T7N,6610de329d8929fbb12a87532c708e86e8561058c66a3b0880e557ae86848e96:8-9:26-27
3Q9SPIIRWJYZ0PLQ6WVZ27L47RYWAW,66328da225d26b6bdc373735220f47dbba405e812073caa7c854c56c83ea07b8:0-2:10-13
3VEI3XUCZR91FXA6WL3Q532IF4RRPP,6664fc5092df3a6d1e6cb347cacb1d0618358f2b7de8250c9dce457ed256857f:0-1:21-23
3EKZL9T8Y8Y5WENZVB5Q7Z15SSSCH8,66be549c99e8a4210549e0b04bdecfc5809ab30b86626384a1239eae6f8bae56:12-16:17-18
34ZTTGSNJX09QFXI0T6LR4QMXRMQHP,66bf81d276a723376e8bb23b57ad9daa574f44f2ce81b1a9834fafcb7f4e3665:0-1:6-8
3QREJ3J4339P18IDE91MNA7KDFCKLV,66c4852180b9b1eb2298ff2abd47ef2ef6e9d0dfc828258ccadd0c65b57be5b3:6-10:11-12
3KQC8JMJGC4HJERG2IUPEWXBLVVH3Q,672aa0a04c9ba9577951ca23c468ac09724234e4d68ddc62749ebdf755dc3b2c:0-1:13-15
3MQKOF1EE20XYWO2Q6M1S8TASG5WDG,673ec85722186a775855c8e7e062773af7ee1762413c3d699ce1ec957205fc8e:5-6:12-13
3BC9H1KCYUO0W7JTM29F5T3BA4CWYP,67407158173e7b9ff9358ed12fb84b3ed3ca7a782e1a33b48c42358499df3f52:0-1:21-23
3T2HW4QDUVJCH85GXZHYUI3H93CC9M,6747aa6ff0680f1f9e39c975bbe7efad60af148e295186f1639ab8671f524e39:16-17:7-9
3VO4XFFP15YCXQR6NKK90R1SIRKQ7M,6811df19a8b696aaeb7895d52f4ce0e5e114ee9dc967feaff8fd1d64bb00d812:1-2:8-10
3FHTJGYT8NCAQ71SGA9E6ZOBCP8GPX,68924839e0f79db21dbedf0f828437b05208c3ffe2dd2ed309fa964f1ff11771:23-25:35-38
3N2YPY1GI6APBD2XWRSPCOSHM39VE8,6892c72d37ab75521bf0c83935cc7b7f83f199e15b378f5a3390ce1dfcf15cf5:19-22:27-30
3PA41K45VNGRXEQRN75K0MBIC5D7PA,68c034a42efe4facc999010747a113f4f27a842241e575b3b958c57c4d4a9915:12-14:11-12
3X0EMNLXEP1T84RN558060RL08EPVM,68c3f972301508d445dcb283f16b43b8286ed06f36394c1f2dcf129b386a6dd5:9-10:14-16
37J05LC5AXVBSCO3J73M3IZ2R3UJD9,68c784e657add9644bac5db578376c157f979231e3acac61817566bf4cd6ef1c:7-11:4-6
3PA41K45VNGRXEQRN75K0MBIC5DP7S,68d32bdd1e290168ccc09c7436f8a2d9bdbd2156d65a27db15a236603711417d:3-5:8-9
3MGHRFQY2L17OHI8TVGUYYU792K0YK,6916a735a0c3eb4f443fac758e3505b8791dc33f9b89a174be3eccea7bbdb550:0-2:13-14
304QEQWKZPWVU3E6N87WW7W5VQNO0V,6924f7caa5582759b0ca7b9479dbb2283d659ff179c116298c44d9a188c683bf:4-6:14-16
3L1EFR8WWTHJKKPQO17Z2OOK7A8F9T,693f4ff3c8e944e69190f8a5807927aba90f0f5767b66ef1325a1735de9422af:18-19:19-20
3421H3BM9ATZPMBM7RYKHMGC0IF9JI,6941c397a5c9cd949d5f77988eaf67da1646b481a96289dd5b080c207fe3c068:9-11:12-14
3TCFMTM8HE0HULAJWTDZ3ZCC0FS125,69484f6abdd3661457ebca19320a1727867903b8ba7b8c46cf6a07276f488c05:4-10:11-12
32K26U12DN0KJ7OX0WH566AWLV7DV3,6992bead60b961348d488ed2b878a5324d8da33453a8d4ff2ded0acec1941339:24-26:7-8
3D0LPO3EABBSRYARVGI5OZQP75ZYO7,69ab630568bd76c95ee7b87b639ea46de65bb0879dd91c9b4e604e0c08cada6b:1-3:23-24
3B6F54KMR2OAZKRHQ8S5UHPGW3KS1E,69f4cb19afb2c3785c4d415ddd3697bff2c6d9b6f2f184c25e6aa2c696f7cdbf:15-18:22-23
30U1YOGZGA84RF7T61C0VJQPMIDSDV,6a0464e8c5fbc2adafaf86e2f1f195f9752c1df6615340c8199c2e2514bcf534:7-12:22-23
3BC9H1KCYUO0W7JTM29F5T3BBO9YWT,6a2c17c630878f123c0273b453ee8f1c6592cbd1471818af7a0f421ce6662d65:0-1:10-11
3JHB4BPSFKLGB9FZ2HITENSYDVZQ9H,6a36972e22f39677b3b9542d93750c80e920872acf4b80a28cc0a0495a7cf9e0:7-10:5-6
32FESTC2NH2A10TJVACPQEQVNJGCUY,6a41f11be74f239a04766f9c91cf52a822aad2a548b82903c728c27835fdc5d3:26-28:31-32
3ABAOCJ4R8GVITYTRQMYJ9YIEDEMQN,6a4618ecae3e2148790044fec3e699fb5b068f9c33312d07a45b5c3491b75dcf:6-8:21-23
39KMGHJ4RZMARMMNLN5L660NXN800I,6a5bc0f5f933939c4a3601d96227ea21ee43deb3d95439cd72c39024fea9802a:17-19:41-43
3PUOXASB57FPP1GQPD165G42JF29ZB,6a741d813186c4e58cc109c84eb5695462fc71981f61e6943b27100a9adce920:0-1:7-8
3VADEH0UHC9DGCAJBA3VVD7E09BSPK,6a94f3a2fb4c3eeddc82d446653a40baa7c35c8405a39d0b56c8197f2d0c750c:18-21:4-6
3X7837UUADAC739O9KV8XCPA9CZJ6Y,6adde4e298612fe69795b61fbcd7519bf79f6d7eae16db79286d345897bec577:21-23:0-2
3WUVMVA7OBF3UKQVHJF61BFMPIXAZA,6ae1a6ebf9c3117bcc6ed6229d28350e038f95ad3b719f868a7ce79071e06dd9:14-17:0-1
3ICOHX7ENCN9IC1HTU40RV2RRBVE05,6aef201a0755f999ea2334c2c2be2fc9d779cbfb8880a0c601508ee458a12a4c:27-29:24-26
3RIHDBQ1NEAI50ZQ80Z4AV6HM6WHMV,6aef42f61916e4736551c388f36abb5c733ebd7a89d252d701bcae3c4fb3ada3:0-2:14-15
3UV0D2KX1MVINEJE76B8LGD4JX0F4V,6b6a6dc351a8bb65f27ee09bb417b14936df4491e12760c244a4acafb99b512b:18-20:20-21
3G9UA71JVV6VB3NTSU003QP64NJJ7X,6b6b937b4219244d037a342a512d8155250880607c781c8f6080929d86331c16:17-19:6-7
3FVBZG9CLJQL2MSJJVC6CYZ4J3V0H3,6baf64d0f7854c6b1e5803a8730208d32243c9bcb43d1a3d62cd7ffaa0595739:0-1:3-6
3NKW03WTLMJRN5S7VSSLS709BYHQW8,6bb4b228dbd225b1de3b29dbbfaf7e0c5c05a8af1eb8a7bdb65c79e8eb2beb6a:0-2:10-12
3VI0PC2ZAYW3RTKHQKW35LJG6D7XOV,6bce6fbca5f200f4bd83d504dfd73ae5fbf851b94ad8f87b0bcbd1ef5f7444c0:13-15:16-18
3AA88CN98PF917PCXOQCHI9GNL6KYW,6bd8cc33ae87fb20c0e2ec0a4b1bb476aba8d6f354e2cbc075b839935d4b9d40:0-1:21-23
3IV1AEQ4DRPZBHSC2ZS6HQL1FJ4J8N,6bf6dc9d81a3afec698843055a3cefe3df56234a7e8970259dbdd8c46df4a1e3:4-5:34-35
3X7837UUADAC739O9KV8XCPAA1U6JV,6c06ed9192ad69a2f7f42fbb83f791236e0edf1b7d9d104f839883673a7b4d52:10-12:13-15
3P458N04Q1TPKMVC3MY6Y8GD4RY2XI,6c294dac357951351d6e21a5594e931744229b326de193f66001181bddde9bdd:29-30:9-12
38Z7YZ2SB3E9MA826BO6RGR1X41QII,6c2cbafefaf937517341dc1c478cccbbb949d315f06408f7ead178c631854278:1-2:23-24
36FFXPMST90653K2LGEH2ZVMIQXOH8,6c3625125bbb5bd87f19c11301a117e1e104bd04ca0dfa3459c14b4cfcfbb274:0-2:5-6
3R0WOCG21MLK6SZXV670AK8D7OYDUE,6c539531868aa5903e846eadc01965c7e4b2bd6b246ddfeaffc6c1de289c28da:3-5:6-9
3P4C70TRMRTKZMMUOIG7PIFR7F7GLZ,6c564d5a1dfe8cace5e40ba6901adca3fb4a413fc68ef24af4f87a713d80b45d:4-6:22-23
3SZYX62S5GCN44883SW62G61NRW75I,6cb847df43336de6a087e8ba679ee8d36721ad5438600bed19a5827319a2342b:0-3:19-20
3BS6ERDL93JZ4H9WZO9XUEUX5HX6DH,6cc8ebdaed2265caa1aa7b403cc738a1da7fc08af5977060a44d48de425369f8:27-29:24-25
3GVPRXWRPH6ZGS3NACF0RPA6RI8I7I,6cdd404d39fffe6669bab13b332c49b8b74837e2b4c8bbffbc8baca4bbabe0b0:7-9:11-12
3ABAOCJ4R8GVITYTRQMYJ9YIDW3QMH,6cea3d5ebdbd9a67e8dd6fc88c3509aacba28a9ff8f063a212ba77bc09c65bc0:4-5:16-17
3X878VYTIEUF611X949FOSXEBG2F7Q,6cfdddde66e29c96fd4ddbfd0f95505ca6554e0de936a52628738b3336a25e8f:32-35:16-17
3TKXBROM5TMS0N4PBL4XUFFFJ82JIB,6cfdf2260ce1d34daef112224ab52fce17338c07432a57b5239ed8e042ceb37a:27-29:23-24
39AYGO6AFFW8QT09OIN0QJ6RJZ3N6C,6d0996e4730ea978bbc4452970a3ffcbb0b21ce476e8f5d74ed42604590d5a77:14-15:6-7
3K8CQCU3KED6K8FFF004OD546LXNWH,6d19cbd3a6f9c6970020ad95f8d5cf9e472679cc8d492f109b940641aaf2d97b:20-22:16-17
3ZURAPD288Z1VFMVKOS6NI618GOF1N,6d2751c0808d42599c4b39ba95022fa835a3025bc38742fcebf361d3a3d1a794:0-1:6-9
388FBO7JZR5A9DAFU1IS9AQKHS7YNZ,6d41be34ebbfe1b8d31f43b294219630c280b2a370b0b6baf6a452b49cd627dd:3-5:1-2
3MJ9GGZYO3IDO9NJSC6SE05F4QJ2AD,6d497a5eb621bfc46e9b52f045c8e74ead91f7f3bbbb4ebb2689004026afc3ed:16-18:13-15
3LN50BUKPVNQCZFTR16UJRTJ8F3LPZ,6d9974785bc4e78e15f44f47e872eab6e73b5f6b050cd430310295fccc363848:0-4:18-22
3O2Y2UIUCQ631G8HSYYOSX20HMOKFV,6da97e394864e013186b0cbfb15fc0e307548c342d2640c12e9bf03326849c49:13-14:5-7
3XU9MCX6VOO5NQ90UNSE9QUP3AD2RM,6db0905fe83ae8bd451987f5df5051975b4547b106ffb12e91b40b032373bba7:16-19:13-15
359AP8GAGGW83PHNI2JEGMCBD5CC7H,6dc77dbdfc68a95faec4e9926e2dbd28ef53ad4a0129a03d9e504b9ed520c8eb:10-12:8-9
3X0EMNLXEP1T84RN558060RLZD5VPS,6dc91fdff8ba01d1577bb6576853f4bc921fa293d1546e6e9cc9aa599c8ecf38:18-20:6-7
3JMNNNO3B1GAVMQMTH2KWP26VQ72W6,6de1d954fba7414a711439785ff116f124d227cb09f381b35b81582492afdc1a:17-19:10-11
3ZCC2DXSD7G4LCET13R3QQORLQ1YY7,6e3dded135e4fcd60beee1832e1346f5693bef0cf8db04147e9b76f84b6bb080:0-2:9-11
3NSCTNUR2ZZ5N666AV8QC78RNV9A5A,6e3f66e0a50383899de2c60aae360a9acb3c94e6ddc15f454ac25885ae98db14:0-2:15-16
3WA2XVDZEMT4WNNWVJKH0WCI4GIE6B,6e78434593b4912737ac846854f2a5100e0e4c411a46c28f166fc7aca87c415e:10-12:13-14
3RZS0FBRWKMX9VLNEODVG83WDG4PCL,6e90ee11c3e811b23d57ae8134106590aa2a0d62232e5fe073fb7082411cdb13:0-2:7-8
3S4TINXCC0ZWEQHGLO4LGOSOMJZOBA,6e9727ef68eb096b3b2bbda21a3de064c564b8b0760fe433f738af4311014e82:12-15:16-17
33TGB4G0LPTJ4LPPM1I2ZVP34RYXT2,6eaec1e06dddc1c1eb78b1d6e741271d89048f61b100ca9b1dbef9887a54a0d6:0-1:12-13
3JMQI2OLFZH7B2FOY5VEWPGJ07MDNY,6eb3bc0483f2559481237fc22a69489fb2a73a057390fe6a004986e98332bb40:2-4:15-17
3HUR21WDDU1FL7OJW7517CHIKQFYXM,6ed72a84503ae892825d7a890a9b63695d4ebe96c6bd1c63a00795864b0fcd2c:1-3:17-19
3FJ2RVH25ZIZJQDE06SSI5UVX3029M,6f26d9918051910629611e52abc8e24d3122b990c1d1598bc66816c150594726:0-2:17-18
3T2HW4QDUVJCH85GXZHYUI3H95D9CO,6f30792c0a66d6934dfd6d6d9b23ed132996c7b7f2abb8769d5bc23f6b21c458:5-9:10-11
3RZS0FBRWKMX9VLNEODVG83WEJ2CPD,6f3f1b92475df9475118ea0ddff029edd936917fa548558efad2b0953494f89f:0-1:4-5
378G7J1SJLA2Q222M1XLYQBVTC4WEC,6f6ab8e9fd3d42d4f5822ca8355d137b40fe0bce94251dd113eee9623aaf1991:29-31:27-28
3XDSWAMB224I97M2E1SKGDT6JUGQC4,6f6fe049e3dd85a501828b800d5a2836b13932fa2a15e8e6c73e1a0fe63060a0:1-2:32-33
35A1YQPVFESKTOP4MJ03T5WAZLN5IH,6f736d1fc407d85007359d7753778086e8a9b0db88566af2caa64f9c0e1f6c9d:9-11:4-5
31ODACBENURYGOBYBNIKVIXO623SQC,6f758389b58d4b7741f56be3185e951d6a115b5455553abc9bdf5a5ed6653a69:3-5:1-2
3RQVKZ7ZRKVV57PLL9U8493P3H572H,6f79864478cb89687a4a938aede5290f734bcec760e3bde07858b4fbcb1204e2:0-2:9-10
33NKDW9FFXU2I4NE0FNCALPZHZOXCY,6ffa089ad630b77c7c0f6f17a6dd47da35aebe69c6250ecfbdbe3b7a5405f051:8-11:3-5
3TLFH2L6Y90I35MSYCX995V7RIY2TX,7055fc094d73b78c5f20d02d8321b958db8dc9d777d9023bc61f41bc26d09f27:2-5:6-7
3XEIP58NL0ZKQ3HZEA4WAPVXI6FZLN,7057498b2cbbb7f52d678c5c6497f2f964f9cc168064423f23f0fc75d25544bb:6-9:10-11
3IKDQS3DQEC5S9YJ1TNB7B2KTMKICJ,70a67c943031a5cd4b2d7ebe161c60fe6934bc80504b60f8908d39f631671a6a:19-21:15-16
3DTJ4WT8BDR6KX77XOHSXU5D8ROEZO,70d803757477d15d919b612472bcd2ff4c05f65abf04bfed8bc089f75a80392d:9-11:28-30
3NBFJK3IOHUS57PR1AWZHZJL2WRGOJ,70d956f84d3ba774f532803f8ecf58a45e96c58ef4365688346ad7350d59c846:8-10:11-14
3ICOHX7ENCN9IC1HTU40RV2RRN30EN,70fb1708523a7ac7a5e87212fca6acb41a9d9b18703b6d28cde570ecd107628d:23-26:27-30
34R3P23QHSDEACT4C25RJT88J5CHWH,711001088e482c1d996e1e28ee662e622a08ceca3b3606460de9fb0dd13ae08f:10-12:33-35
3Y3N5A7N4GL4RVPFI03SWV1KCQ0YME,7111d43f390259285118149f3c62a624c499d64d6f792f8975a2137e249d9ae5:27-28:8-9
3OYHVNTV5TAX7TLAR1HEFRBEA71OKC,711a4e36d145bdf333a0837af3dad06e96a74efc9644620405df16216ae3d196:3-5:17-19
3YCT0L9OMMLDDRY6VVQ3RO2J0MFSND,711de54a8a46e473ab8342690a850a0d0cfa958b4f96bf9f25f02448f283ad7a:0-3:18-19
3U74KRR67MXESRBLKVVT1TY53T9TNW,718daa23a09d1c4c89e93e89db0efbe6fd9d476d07e5628ee506788557741a5b:15-16:3-4
3CMIQF80GN2TTQD14AFHUD1WNURQ66,71dbce716820b78f8fa60c445fec0bf138d256cc428735513a29d5c0a19d584f:18-21:22-23
3VDVA3ILIDR79FIQV8YO536D9JG1GC,7205eaf9deb9709a71d9782323533779e5b6b0ed05cd074cd981d502c4e80ced:0-1:8-10
3BPP3MA3TCWMF8Q3INQJPFUFV40ELZ,720684a88dd7104d2cb6a493b2fc86f2abf150f90b03f64d688a4ef422aee581:0-2:9-10
36GJS3V78V2E4WYULX4U932Z32HGJ0,72698568cce8f44d3557c978bc7c18ca803833ada26d116c28acb74a84c347b2:0-2:11-13
