unit_id,input.sent_id,input.b1,input.b2,input.e1,input.e2,input.relation,input.sentence,input.term1,input.term2,worker,uqs,reason for ambig,max_rel,max_srs,none,org:alternate_names,org:place_of_headquarters,org:subsidiaries,per:cause_of_death,per:charges,per:children,per:employee_or_member_of,per:founded_org,per:origin,per:place_of_birth,per:place_of_death,per:places_of_residence,per:schools_attended,per:spouse,per:title,per:top_member_employee_of_org
3XABXM4AJ1HGX4WPXPCFERXNTBQQ89,c614f196e4ea728e9a1c7d17f156f383912c4cf8b4ca2fce6180c744dc0c0cc6:15-17:6-7,15,6,17,7,org:subsidiaries,"After a takeover in 1986 , Borregaard was part of the chemical division of the Orkla Group until it was spun off and introduced to the Oslo Stock Exchange in October 2012 .",Borregaard,Orkla Group,15,0.4181170425,,none,0.6263162574,0.6263162574,0.0556390998,0,0.1786399023,0,0,0,0.1950438403,0,0,0,0,0,0,0,0,0
1028675401,UAD-A-2019,3,1,5,2,"per:employee_or_member_of,per:top_member_employee_of_org",The Kuomintang 's Ma Ying-jeou was sworn in on May 20 after winning elections in March .,Ma Ying-jeou,Kuomintang,15,0.4181290062,,per:employee_or_member_of,0.5974342971,0.0472589657,0,0,0,0,0,0,0.5974342971,0,0.1302869188,0,0,0.0866124674,0,0,0,0.5373208598
1028952098,UAD-U-0057,38,29,40,30,per:cause_of_death,"Another man , Frank Goodell , 82 , popped up to tell Romney he was hired in 1967 to repair the house Romney 's father used while he was Michigan 's governor -- someone had broken in while George Romney was off on his own presidential campaign .",George Romney,Michigan,15,0.4181850206,,per:top_member_employee_of_org,0.680887967,0.1465043369,0,0,0,0,0,0,0.1476721045,0,0,0.0206908775,0,0.1411860098,0,0,0.0733634687,0.680887967
1028951756,UAD-A-0920,13,17,15,19,"per:place_of_birth,per:places_of_residence","HONG KONG , Oct. 15 ( Xinhua ) Hong Kong 's Chief Executive Donald Tsang said Wednesday Hong Kong will introduce two new measures in January 2009 to provide greater convenience for frequent business visitors and tourists from Taiwan .",Donald Tsang,Hong Kong,15,0.4184530496,,per:top_member_employee_of_org,0.6622322585,0.164329136,0,0,0,0,0,0,0.2485918969,0,0.057896751,0,0,0.0292687302,0,0,0,0.6622322585
388FBO7JZR5A9DAFU1IS9AQKIVRYNQ,d476ece22694cf706383337ef1e172987aad85ca054d997064f58a9cb8844ef2:9-10:17-19,9,17,10,19,org:subsidiaries,Combined Joint Task Force - Horn of Africa ( CJTF-HOA ) is a joint task force of United States Africa Command ( AFRICOM ) .,United States,CJTF-HOA,15,0.4185641842,,org:subsidiaries,0.5945300076,0.1182734297,0,0,0.5945300076,0,0,0,0,0.3710503963,0,0,0,0,0,0,0,0
1025625356,UAD-A-1897,9,5,11,6,"per:top_member_employee_of_org,per:founded_org","Teaser spots that preceded the Microsoft counterattack , featuring Bill Gates and Jerry Seinfeld as a talkative odd couple , were less successful .",Bill Gates,Microsoft,15,0.418651213,,none,0.6261283722,0.6261283722,0,0,0.0029254321,0.0029254321,0.0029254321,0,0,0.1631081064,0,0,0,0,0,0,0,0.2107635214
1025636715,UAD-U-0080,29,22,31,24,per:spouse,"A statement was released on August 12th 2008 stating that Maxwell Drummey had married Peaches Geldof , daughter of Boomtown Rats frontman Bob Geldof and the late television presenter Paula Yates , in Las Vegas .",Paula Yates,Bob Geldof,15,0.4187708148,,per:spouse,0.5381397574,0.4135366892,0,0,0,0,0.0383370514,0.009986502,0,0,0,0,0,0,0,0.5381397574,0,0
3NRZ1LDP7WIAHOWX62X3R64HNGGZPL,57680520c9acf594d01e6d5d1a8ee1141c96dd9c94b3c31c456eb4516c97f2fe:9-11:1-2,1,9,2,11,per:title,"Azeri President Ilham Aliev and his South Korean counterpart Roh Moo-hyun signed various agreements that could help increase investment and provide opportunities for South Korean firms wishing to tap into oil-rich Azerbaijan 's natural resources , Roh 's office said .",Roh Moo-hyun,President,15,0.4188067943,,per:title,0.5676407058,0.3621814787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5676407058,0.0701778155
1018789791,UAD-A-2241,21,9,23,10,"per:places_of_residence,per:place_of_birth","U.S. Secretary of State Condoleezza Rice is now in London for meetings with British Prime Minister Gordon Brown and Foreign Secretary David Miliband on Afghanistan , and other issues .",David Miliband,London,15,0.4189514911,,none,0.6230687668,0.6230687668,0,0,0,0,0,0,0.0751598906,0,0,0,0,0.1382685228,0,0,0,0.2386627104
1023973283,UAD-A-0794,11,8,13,10,"per:founded_org,per:alternate_names","He also played in The Wylde Rattz with Sonic Youth 's Thurston Moore and The Stooges ' Ron Asheton , recording a song for the film Velvet Goldmine .",Thurston Moore,Sonic Youth,15,0.4193523286,,per:employee_or_member_of,0.6440498854,0.1296587407,0.0722989923,0,0,0,0,0,0.6440498854,0,0,0,0,0,0,0,0,0.1539923816
1018789589,UAD-A-1618,4,8,6,10,"per:place_of_birth,per:places_of_residence",Plot The film stars Al Pacino as a New York fur trapper during the American Revolutionary War .,Al Pacino,New York,15,0.4193697652,,none,0.6367473367,0.6367473367,0,0,0,0,0,0,0.0989978639,0,0,0,0,0.1989819881,0,0,0.0652728114,0
946357955,UAD-A-0835,6,14,8,15,"per:places_of_residence,per:origin","He not only managed to compare Barack Obama to Herbert Hoover , he told America that the community group ACORN was `` maybe destroying the fabric of democracy '' with their sloppy voter-registration programs .",Barack Obama,America,15,0.4194850619,,none,0.5952170522,0.5952170522,0,0,0,0,0,0,0.0584263833,0,0.0590606503,0.0590606503,0,0.3457222975,0,0,0,0.1095943764
3R868ACW4SO44B3Y3J7GXXQPNTNGZ1,cd0bc873911e45425674b4d2e261eb4f7ffdde79c82535b8f3d3d969d3076710:13-15:11-12,11,13,12,15,per:place_of_birth,"thumb | left | 150px | Amy RayBorn in Decatur , Georgia , Amy Ray met Emily Saliers when they both attended the same high school .",Amy Ray,Georgia,15,0.4198590218,,per:place_of_birth,0.6455805745,0.0704467699,0,0,0,0,0,0,0,0,0.1906651893,0.6455805745,0,0.3761454312,0.0400415269,0,0,0
3421H3BM9ATZPMBM7RYKHMGC0IF9JI,6941c397a5c9cd949d5f77988eaf67da1646b481a96289dd5b080c207fe3c068:9-11:12-14,12,9,14,11,per:employee_or_member_of,"Around 2002 , Rydah signed a solo deal with Mac Dre 's Thizz Entertainment label .",Mac Dre,Thizz Entertainment,15,0.4199418239,,per:founded_org,0.6006031931,0,0,0,0.0810570294,0,0,0,0.3637986604,0.6006031931,0,0,0,0,0,0,0,0.5051109565
3DA79LNS5977ONIB2CBESF0ZXCLT3I,3e7fbbc5a98c4dd0048c5faf6534aae34c86c077e4ad15833ee859b3235fc84d:0-1:11-12,0,11,1,12,org:subsidiaries,"DHL Express U.S. , the American shipping and logistics arm of Germany 's Deutsche Post AG , said Wednesday that it would form a partnership with rival UPS in a bid to cut its own costs and expand its U.S. delivery operations for customers there .",Germany,DHL,15,0.4199921509,,none,0.6143486157,0.6143486157,0,0.2553779682,0.1302734161,0,0,0,0,0,0,0,0,0,0,0,0,0
35JDMRECC4L6TGC27WT3CNP7ZNEEGT,8ceefe3d002714d82677083d49012e22256a9d2d333f79c03a6d9ed0bb64234d:29-33:10-11,10,29,11,33,per:places_of_residence,"Prince Bernadotte was an hereditary title in the Nobility of Belgium , conferred upon Carl Bernadotte ( the former Prince Carl of Sweden , Duke of Östergötland ) by Leopold III of Belgium on 6 July 1937 .",Leopold III of Belgium,Belgium,15,0.4202573265,,per:top_member_employee_of_org,0.6393376738,0.1356005963,0,0,0,0,0,0,0.5251531981,0,0.0731448129,0,0,0.3620640203,0,0,0,0.6393376738
1018779105,UAD-A-1563,0,5,2,6,"per:places_of_residence,per:place_of_birth","Paola Igliori , born in Rome , Italy , is a poet , writer , photographer , essayist and publisher .",Paola Igliori,Rome,15,0.4202835582,,per:place_of_birth,0.5658989521,0,0,0,0,0,0,0,0,0,0.3831618466,0.5658989521,0,0.1096431506,0,0,0,0
1027996004,UAD-A-1489,4,27,6,28,"per:employee_or_member_of,per:top_member_employee_of_org","Not so fast , Sumner Redstone said Friday. `` I am determined that in accordance with the rules of good governance , the boards of Viacom and CBS select my successor -- and that no person be imposed on the boards , '' Redstone wrote in his letter .",Sumner Redstone,CBS,15,0.4203088782,,per:top_member_employee_of_org,0.6120287657,0.3061985623,0,0,0,0,0,0,0.2325727018,0,0,0,0,0,0,0,0,0.6120287657
1020756192,UAD-A-0667,7,12,9,14,"per:places_of_residence,per:employee_or_member_of","Error : image is invalid or non-existent Barack Obama , the junior United States Senator from Illinois , announced his candidacy for the presidency of the United States in Springfield , Illinois , on February 10 , 2007 .",Barack Obama,United States,15,0.4204301265,,per:employee_or_member_of,0.6915760226,0.0521656276,0.0018734731,0,0,0,0,0,0.6915760226,0,0,0.0402501972,0,0.1934031195,0,0,0.0642114062,0.398574423
3PGQRAZX02W7PQ2K2XZE840Q4U2YS4,44199ffb5cadab0da970332ce563f668a3e86c41dc97537a4a5a043f25e739d5:16-19:7-10,16,7,19,10,org:subsidiaries,"A core member of the network is University Health Network , itself a specialized federation of Toronto General Hospital , Princess Margaret Cancer Centre , Toronto Western Hospital , and Toronto Rehabilitation Institute .",University Health Network,Toronto General Hospital,15,0.4204341475,,none,0.5382638283,0.5382638283,0,0,0.4087954748,0,0,0,0.0529406969,0,0,0,0,0,0,0,0,0
1025636750,UAD-A-0697,5,0,8,1,"per:origin,per:place_of_birth","Finland ( Pirjo Manninen , Aino Kaisa Saarinen , Kati Venaelaeinen , Riitta Liisa Roponen ) , 54 : 20.2. 4 .",Aino Kaisa Saarinen,Finland,15,0.4207907811,,none,0.6281476572,0.6281476572,0.0362252296,0,0,0,0,0,0,0,0,0.1381003499,0,0.2481184354,0,0,0,0
3O4VWC1GEWIDAKM6QIXAQ9DQ0AS3JM,8e80e61ed1349ef87e052512e1f293ba57072bc4ad1de2f9ae899c8b0fa7da0c:0-2:7-8,7,0,8,2,per:places_of_residence,Dweezil Zappa laughs over the phone from California .,Dweezil Zappa,California,15,0.4208455998,,per:places_of_residence,0.6279912491,0.2100803678,0,0,0,0,0,0,0,0,0.2597393054,0,0,0.6279912491,0,0,0,0
1018789499,UAD-A-1780,14,11,16,12,"per:origin,per:employee_or_member_of","SEOUL , South Korea 2007-03-07 00 : 46 : 52 UTC U.S. Treasury Secretary Henry Paulson says global economy is strong with low inflation .",Henry Paulson,U.S.,15,0.420876183,,per:top_member_employee_of_org,0.7031690752,0.0777506535,0.0567861135,0.0777849966,0.0019687089,0,0,0,0.2142822099,0.0019687089,0.0340338041,0,0,0.2885291485,0,0,0,0.7031690752
1018789614,UAD-A-2194,14,19,17,21,"per:top_member_employee_of_org,per:founded_org","Today , this fund is known as the Medallion Fund and is managed by James Harris Simons and his Renaissance Technologies Corporation .",James Harris Simons,Renaissance Technologies,15,0.4211221163,,per:founded_org,0.5780319517,0.011432416,0.0348923807,0,0.0763116152,0,0,0,0.0662101605,0.5780319517,0,0,0,0,0,0,0,0.4888296111
1020756153,UAD-A-1896,14,22,16,24,"per:origin,per:employee_or_member_of","TBILISI , Georgia 2008-07-10 14 : 16 : 48 UTC U.S. Secretary of State Condoleezza Rice warned Iran on Thursday that the United States will not back down in the face of Iranian threats against Israel .",Condoleezza Rice,United States,15,0.421267676,,per:top_member_employee_of_org,0.6281552251,0.1971075415,0.0018734731,0,0,0,0.0402501972,0,0.4560297742,0,0,0,0,0,0,0,0,0.6281552251
1028675369,UAD-U-0648,5,28,7,30,per:charges,"The final military dictator , Manuel Noriega , had greatly embarrassed the US president , George H. W. Bush , when American media exposed his long history of drug trafficking with US government knowledge .",Manuel Noriega,drug trafficking,15,0.4213932101,,none,0.5205950542,0.5205950542,0,0,0,0,0.4340301618,0,0,0,0,0,0,0,0,0,0.045374784,0
3FO95NVK5CCYSPQYO27K087T2O5SRD,eab4e6741fa8f3a194a92ea4329c2646e30f426de2f2991399368040f5adace0:7-8:21-22,21,7,22,8,per:place_of_death,"One of the first Western disciples of Osho , he remained a disciple until the latter 's death in Poona , India in 1990 .",Osho,India,15,0.4214037906,,per:place_of_death,0.6545628882,0.1361520786,0,0.0420295136,0,0,0,0,0.0835737974,0,0,0,0.6545628882,0.1889110243,0,0,0,0
344M16OZKIRC38TOU06Y27Y40Z0EN1,a322fdb87ca775cd6d5e864f02a226ebe0209e8c694bd33aaa9598279bcfee38:8-9:4-5,4,8,5,9,per:place_of_birth,"In interviews with a Pakistani television station , Haider has since made conflicting comments about retiring from cricket and seeking asylum in Britain .",Haider,Pakistani,15,0.4214097503,,none,0.6424454098,0.6424454098,0,0.1093056912,0,0,0,0,0.0578919868,0,0.0449213067,0,0,0.1903569122,0,0,0,0
338431Z1FLRJUXY5HLQBG3XS5ZVOR5,790dcf6293a2cb4e8fdcf6b270fef0ffe0d627bbe4dc1acb3b8243c43996ba51:21-24:10-11,10,21,11,24,org:place_of_headquarters,"Ha'aretz : -- Israeli Prime Minister Benjamin Netanyahu said that Israel would not fully open the Gaza border crossings until kidnapped Israel Defense Forces soldier Gilad Shalit was released , when meeting with U.S. National Security Adviser James Jones in Jerusalem Wednesday evening for a private discussion .",Israel Defense Forces,Israel,15,0.4219466088,,org:place_of_headquarters,0.7085670505,0.1509771908,0.1123452567,0.7085670505,0.0685188224,0,0,0,0.1388501896,0,0.0716751872,0,0,0,0,0,0,0
3FO95NVK5CCYSPQYO27K087T1RZSRC,565583e9e4ab916662f1124fd4175b45f78b83269dd886c039f78056e73fa59c:18-20:15-16,15,18,16,20,per:employee_or_member_of,"He decided to run for the U.S. Senate again in 1994 , to challenge incumbent Democrat U.S. Senator Chuck Robb in the Democratic primary .",Chuck Robb,Democrat,15,0.4227098143,,per:employee_or_member_of,0.6798052611,0.0641964005,0,0,0,0,0,0,0.6798052611,0,0.0408287128,0,0,0,0,0,0.1276957029,0.3899713654
3CRWSLD91KGSXHLDCDUUU43IY6OOMW,8bb4bc7bea16f611af1e7bf60dc404857e9b04facc670b3cb54e999198321e46:17-18:22-23,22,17,23,18,org:alternate_names,"After that , Arcidi moved on the World Class Championship Wrestling in Dallas , Texas , where he was known as "" Mr. 705 "" ( referring to his world record bench press ) .",he,Mr.,15,0.4227369622,,org:alternate_names,0.6151837004,0.2598185932,0.6151837004,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1249977064,0
31S7M7DAGG2O4R808IFEO1UGYFNTL6,62662cca80a9c4870ea9df0b269b8bbb12000ebb5b609f419311b72bae5a5256:9-11:8-9,8,9,9,11,per:employee_or_member_of,"According to the chair , former Secretary of State Lawrence Eagleburger , Sher made "" immediate and full restitution "" after self-disclosing the violation .",Lawrence Eagleburger,State,15,0.4228392788,,none,0.5059979891,0.5059979891,0,0,0,0,0.0454986682,0,0.3466971606,0,0,0,0,0,0,0,0.0425269806,0.4940020109
3R5OYNIC2CLEVCNY0A8L5I303POTP4,7fdfc7b8f3c3c17dc7df49970bbeaccde568b42297ed4068daa81125721ddb8e:0-3:27-28,27,0,28,3,per:place_of_death,"David Alfaro Siqueiros ( born José de Jesús Alfaro Siqueiros , December 29 , 1896 , in Chihuahua , Mexico - January 6 , 1974 , in Cuernavaca , Morelos ) was a Mexican social realist painter , better known for his large murals in fresco .",David Alfaro Siqueiros,Cuernavaca,15,0.422882707,,per:place_of_death,0.6479382067,0,0,0,0,0,0,0,0,0,0.1973283273,0.1547334661,0.6479382067,0.1293919923,0,0,0,0
1028952321,UAD-A-0578,0,19,2,22,"per:places_of_residence,per:place_of_death","Douglas Leigh ( born on May 24 , 1907 , in Anniston , Alabama – 14 December 1999 , New York City ) was an American advertising executive and lighting designer , and a pioneer in signage and outdoor advertising .",Douglas Leigh,New York City,15,0.4230208713,,per:place_of_birth,0.6181875008,0,0,0,0,0,0,0,0,0,0.0715114415,0.6181875008,0.3319044092,0.1352547225,0,0,0,0
1023973459,UAD-A-2084,30,34,32,35,"per:places_of_residence,per:place_of_death","There are many statues of Gutenberg in Germany , including the famous one by Bertel Thorvaldsen ( 1837 ) in Mainz , home to the Gutenberg Museum and the eponymous Johannes Gutenberg University of Mainz .",Johannes Gutenberg,Mainz,15,0.4230794453,,org:place_of_headquarters,0.6140273475,0.2818918305,0,0.6140273475,0,0,0,0,0.0714234734,0,0,0,0.0326573486,0.0326573486,0,0,0,0
3DTJ4WT8BDR6KX77XOHSXU5D9UMEZT,4880b7333d02bbf7de4bde478ae6a34a466c30073285c3c0338d01af102f70dc:10-12:16-18,16,10,18,12,per:employee_or_member_of,""" No Regrets "" is a song by French singer Amanda Lear released in 1983 by Ariola Records .",Amanda Lear,Ariola Records,15,0.4231527158,,per:employee_or_member_of,0.6228885177,0.2592159901,0,0,0,0,0,0,0.6228885177,0.0494364567,0,0,0,0,0,0,0,0.0684590354
1019741529,UAD-A-0282,11,9,13,10,"per:places_of_residence,per:place_of_birth","Berlusconi 's comments came after his main opponent , Rome Mayor Walter Veltroni , announced his newly formed Democratic Party would stand alone in the election , without forming the sort of unwieldy coalition that collapsed last month .",Walter Veltroni,Rome,15,0.4234933664,,per:top_member_employee_of_org,0.6851070471,0.1399750966,0.0019010253,0,0.0019010253,0,0,0,0.3824594663,0.0019010253,0,0,0,0.0858538707,0,0,0.1310400822,0.6851070471
3KWGG5KP6JEROSOAM8L3Z491AXDCM6,d9facdcde148f479659790848d832d963b0f9d12b44203eced1bf14f9f636325:14-15:45-46,45,14,46,15,org:place_of_headquarters,"After a second , more thorough restyling in December 1986 , it received the SEAT Marbella nameplate ( codenamed 28 for SEAT Marbella and 028A for SEAT Marbella box ) and was produced by SEAT until 1998 in the company 's Zona Franca plant in Spain .",SEAT,Spain,15,0.4239627887,,org:place_of_headquarters,0.501690258,0.4583294927,0,0.501690258,0,0,0,0,0.0399802493,0,0,0,0,0,0,0,0,0
3ACRLU860NQA2Z4RRA1PBCYAIHTEBW,2079bceded78de90de37b62e290ea9c6add7ce4523c6db39d1cee2facad737b2:2-3:10-12,10,2,12,3,per:places_of_residence,In 1972 Bowles won the Democratic primary for Governor of North Carolina but lost the general election to James Holshouser .,Bowles,North Carolina,15,0.4240495274,,per:places_of_residence,0.6165882946,0.0770087578,0,0,0,0.0411249844,0,0,0.4305470983,0,0,0,0.0411249844,0.6165882946,0,0,0,0.4187328784
1018789480,UAD-A-0162,0,12,2,15,"per:place_of_birth,per:places_of_residence","Arlene Alda ( born Arlene Weiss on December 7 , 1933 in New York City ) is an American photographer , clarinettist and writer of children 's books .",Arlene Alda,New York City,14,0.4241861843,,per:place_of_birth,0.611384904,0,0.0348043929,0,0,0,0,0,0,0,0.3889223007,0.611384904,0,0.1216828,0.0784680114,0,0,0
3MJ28H2Y1EKUPA07KED8D2SWCNDO59,1d8f5d4d92b68240f3660e5e30e49c92dd5057f9f5b4c478a43434162df006c1:0-2:3-4,3,0,4,2,per:places_of_residence,"Gretchen Wilson of Pocahontas , Illinois charted several top ten hits from 2004 to 2006 .",Gretchen Wilson,Pocahontas,15,0.4242027703,,per:origin,0.567911403,0,0,0,0,0,0,0,0.1197619449,0,0.567911403,0,0,0.5500295808,0,0,0,0.05640251
1028951752,UAD-A-1619,26,16,28,17,"per:places_of_residence,per:place_of_birth","Plot The sitcom started with Empoy ( Bonel Balingit ) riding on a boat going to Manila to look for his long-lost twin , Jack ( Raymart Santiago ) .",Raymart Santiago,Manila,15,0.4242998638,,per:places_of_residence,0.5103537837,0.4584948026,0,0,0,0,0,0,0,0,0.0676258555,0,0,0.5103537837,0,0,0,0
1019741418,UAD-U-0251,0,18,2,20,per:schools_attended,"Harris Laning , born October 18 , 1873 in Petersburg , Illinois , graduated from the United States Naval Academy on June 7 , 1895 .",Harris Laning,Naval Academy,15,0.4249386268,,per:schools_attended,0.6674636723,0.0845433277,0,0,0,0,0,0,0.0662767802,0,0,0.046519988,0,0.0738841916,0.6674636723,0,0,0.0613120403
1023395589,UAD-A-1645,1,36,3,37,"per:place_of_birth,per:origin","President Rafael Correa late Sunday said on television he had expelled the Colombian ambassador to Quito and ordered troops to the border area , a day after the Colombian army attacked a Colombian rebel camp inside Ecuador .",Rafael Correa,Ecuador,15,0.4251757601,,per:top_member_employee_of_org,0.6336187003,0.3663812997,0,0,0,0,0,0,0.1378064586,0,0.0795093766,0.0795093766,0,0.1387440519,0,0,0,0.6336187003
1018279655,UAD-A-1807,0,5,2,6,"per:places_of_residence,per:place_of_birth","Shelly Fairchild ( born in Clinton , Mississippi ) is an American Singer/Songwriter .",Shelly Fairchild,Clinton,15,0.4252676953,,per:place_of_birth,0.5532800781,0,0,0,0,0,0,0,0,0,0.4606303627,0.5532800781,0,0.1664474994,0,0,0,0
3W5PY7V3UPJEQNJUF3Q0G3938W5YJA,81e4bf9e9e2336dbd275cfb327ac3858b6d1a9b01c0731fce15de2f7194d807e:25-27:11-12,11,25,12,27,per:places_of_residence,"He then won a scholarship allowing him to study film in Italy at the Centro Sperimentale di Cinematografia under Michelangelo Antonioni , Federico Fellini and Luchino Visconti .",Luchino Visconti,Italy,15,0.4253763307,,per:places_of_residence,0.5470481876,0.4033084157,0,0,0,0,0,0,0,0,0,0,0,0.5470481876,0.0496433967,0,0,0
36KM3FWE3ROO9XM76MQULLAA51E07I,a7775ab7b1d46081a8f1b5c6cdf907289ed98f96e4c1dba9d74a7cb6a2fc6cd2:14-15:9-10,14,9,15,10,org:subsidiaries,"One firm well-suited for using Venezuelan crude is U.S.-based Citgo , a unit of PDVSA .",Citgo,PDVSA,15,0.4257491538,,none,0.6329310985,0.6329310985,0.0588469399,0,0.2572847884,0,0,0,0.0529765979,0.0568075152,0,0,0,0,0,0,0,0
3WUVMVA7OBF3UKQVHJF61BFMPIXAZA,6ae1a6ebf9c3117bcc6ed6229d28350e038f95ad3b719f868a7ce79071e06dd9:14-17:0-1,0,14,1,17,per:places_of_residence,"Vietnam 's national carrier will fly directly between the country 's business hub , Ho Chi Minh City , and Beijing starting mid-December , the airline said Wednesday .",Ho Chi Minh,Vietnam,15,0.4258673921,,none,0.5942181178,0.5942181178,0,0.3247199129,0,0,0,0,0.0810619693,0,0,0,0,0,0,0,0,0.0810619693
950982088,UAD-A-0742,6,14,10,15,"per:places_of_residence,per:place_of_death","Gambari is due to meet with Aung San Suu Kyi on his return to Yangon , where the Nobel peace prize winner remains under house arrest .",Aung San Suu Kyi,Yangon,15,0.4259152494,,per:places_of_residence,0.6185168727,0.2815550302,0,0.0491854467,0,0,0,0,0,0,0.0491854467,0.0507426504,0,0.6185168727,0,0,0,0
1018789429,UAD-A-1697,0,9,2,10,"per:place_of_birth,per:places_of_residence","Rhys McWilliams ( born November 11 , 1985 in Birmingham ) is an English professional ice hockey player .",Rhys McWilliams,Birmingham,15,0.4261281015,,per:place_of_birth,0.581383698,0,0,0,0,0,0.0514673409,0,0,0,0.5360525785,0.581383698,0,0.3009711672,0,0,0,0
1018279656,UAD-A-0805,10,6,12,8,"per:places_of_residence,per:place_of_birth","He cited a recent fundraiser in New York sponsored by Charles Rangel , the influential chairman of the House Way and Means Committee .",Charles Rangel,New York,15,0.4263093089,,none,0.6499629573,0.6499629573,0,0.1725350113,0,0,0,0,0,0,0.1081683944,0,0,0.0901204489,0,0,0,0
1018789491,UAD-A-1912,2,13,3,16,"per:place_of_death,per:places_of_residence","The 2008 Tony Awards ceremony was held at Radio City Music Hall in New York City on June 15 , 2008 , and broadcast on CBS television , with the nominations having been announced on May 13 .",Tony,New York City,14,0.4267466221,,none,0.5422065845,0.5422065845,0,0.4186653592,0,0,0,0,0,0,0,0,0,0.039433158,0,0,0,0
1025638884,UAD-A-1138,0,17,2,20,"per:place_of_birth,per:places_of_residence","Iva Majoli Marić ( born August 12 , 1977 ) is a former professional tennis player from Zagreb , Croatia .",Iva Majoli,"Zagreb , Croatia",15,0.4268051865,,per:origin,0.5855011776,0,0,0,0,0,0,0,0,0,0.5855011776,0.4144988224,0,0.1878786456,0,0,0,0
3MIVREZQVHA0S5YQ6E9I4W6ENLZKQK,1f66fe74b472a5806cec366de2d92078739e972d609a49748bc4dd192f062ee2:18-19:1-2,1,18,2,19,org:place_of_headquarters,"In Australia , the weaker Australian dollar also impacted SingTel 's earnings at the group level even though Optus delivered a 6.8 percent jump in operating revenues from a year ago",Optus,Australia,15,0.4268441028,,org:place_of_headquarters,0.5906164993,0.3334270266,0,0.5906164993,0,0,0,0,0.075956474,0,0,0,0,0,0,0,0,0
897534799,UAD-A-1664,4,9,6,10,"per:places_of_residence,per:place_of_birth","Q : After visiting Elvis Presley 's birthplace , Tupelo , Miss. , and Graceland in Memphis , Tenn. , I noticed that Elvis ' middle name was spelled Aaron .",Elvis Presley,Tupelo,15,0.4268474342,,per:place_of_birth,0.5646703486,0.0166812551,0,0,0,0,0,0,0,0,0.5035261584,0.5646703486,0,0.1587011883,0,0,0,0
3TC2K6WK9GEZ5LU4VEMEI9ZKDJ482X,4311c5a75bfd79f49ba339cbe87c2a50c18ce18e35ba298ba88fe9b5e8848b16:13-15:30-31,30,13,31,15,org:alternate_names,"In 2010 Idlewild entered an indefinite hiatus and so guitarist and backing vocalist Rod Jones subsequently formed The Birthday Suit in 2011 after writing material for his second album , Jones noted : I started making a second solo record , then got sick of it .",Rod Jones,Jones,15,0.426976956,,org:alternate_names,0.5688382758,0.3727579526,0.5688382758,0,0,0,0.0584037716,0,0,0,0,0,0,0,0,0,0,0
1018779132,UAD-U-0555,13,12,15,13,per:title,Reviewing the Situation is the fifth original album by 1960s British girl singer Sandie Shaw .,Sandie Shaw,singer,15,0.4269826927,,per:title,0.6352638658,0.2503579252,0.0020710842,0,0.0093046566,0,0,0,0,0.0361603102,0,0,0,0,0,0,0.6352638658,0.0709843265
1028952344,UAD-A-0392,2,5,4,7,"per:employee_or_member_of,per:top_member_employee_of_org","British billionaire Richard Branson of Virgin Group is to take a 20 percent stake in Malaysia 's AirAsia long-haul budget carrier to help get it off the ground , a report said Tuesday .",Richard Branson,Virgin Group,15,0.4270030515,,per:employee_or_member_of,0.6282375571,0.0226487708,0.0478359023,0,0.0478359023,0,0,0,0.6282375571,0.1095066771,0,0,0,0,0,0,0.0478359023,0.4206235798
3ZTE0JGGCE4FOV9MZO0GR8Y63UMOCJ,c7279454b24a73e5fbe92685e828430da18e1fb28ca0e8c7b1d1b2fdbcbc2105:14-16:27-28,27,14,28,16,per:place_of_birth,"Ferdinand Pascual Aguilar ( born February 5 , 1953 ) , better known as Freddie Aguilar or Ka Freddie Aguilar , is a folk musician from the Philippines .",Freddie Aguilar,Philippines,14,0.4272698808,,per:places_of_residence,0.5882309748,0,0.0125696333,0.0125696333,0,0,0.0561897185,0,0.048268729,0,0.5836213825,0.0800594412,0.0777319977,0.5882309748,0,0,0,0.0125696333
950346212,UAD-A-2045,9,2,11,3,"per:top_member_employee_of_org,per:employee_or_member_of","The new ANC leadership , dominated by supporters of Jacob Zuma , applied pressure on President Thabo Mbeki to appoint Motlanthe to the cabinet .",Jacob Zuma,ANC,15,0.4280970338,,none,0.6297275198,0.6297275198,0,0,0.0503431373,0,0,0,0.2503692068,0,0,0,0,0,0,0,0,0.1798272621
3FCO4VKOZ4PN0N11ETP96ACEZR2E7A,e8ee005693577527eb4aad23e0e6b7957e0976d447001a73ee7a0939aaad9b77:0-1:4-5,4,0,5,1,per:employee_or_member_of,"He helped organize the Council of Europe and supported to the Schumann Plan , which in 1951 led to the foundation of the European Coal and Steel Community ( ECSC ) - a forerunner in the process of European integration .",He,Council,15,0.4285958536,,per:founded_org,0.6915479471,0.1580165513,0,0,0,0,0,0,0.3106209816,0.6915479471,0,0,0,0,0,0,0,0.2428063376
